Code,Type,Resource,Unit,Base rate GBP,Factor,Rate EUR,Scope,Used on,Source group
M128,Material,Designed mix; sulphate-resisting cement to BS 4027; Grade C30; 40 mm aggregate,m3,189.78,1.0,221.9287,Shared,0,CLASS F: IN SITU CONCRETE
M129,Material,Designated Concrete; Grade C7.5; 10 mm aggregate,m3,150.53,1.0,176.0298,Shared,13,CLASS F: IN SITU CONCRETE
M130,Material,Designated Concrete; Grade C7.5; 20 mm aggregate,m3,136.93,1.0,160.1259,Shared,8,CLASS F: IN SITU CONCRETE
M131,Material,Designated Concrete; Grade C7.5; 40 mm aggregate,m3,134.88,1.0,157.7287,Shared,3,CLASS F: IN SITU CONCRETE
M132,Material,Designated Concrete; Grade C10; 10 mm aggregate,m3,150.53,1.0,176.0298,Shared,0,CLASS F: IN SITU CONCRETE
M133,Material,Designated Concrete; Grade C10; 20 mm aggregate,m3,139.85,1.0,163.5406,Shared,0,CLASS F: IN SITU CONCRETE
M134,Material,Designated Concrete; Grade C10; 40 mm aggregate,m3,144.13,1.0,168.5456,Shared,0,CLASS F: IN SITU CONCRETE
M135,Material,Designated Concrete; Grade C15; 10 mm aggregate,m3,135.51,1.0,158.4654,Shared,0,CLASS F: IN SITU CONCRETE
M136,Material,Designated Concrete; Grade C15; 20 mm aggregate,m3,146.05,1.0,170.7909,Shared,0,CLASS F: IN SITU CONCRETE
M137,Material,Designated Concrete; Grade C15; 40 mm aggregate,m3,144.13,1.0,168.5456,Shared,0,CLASS F: IN SITU CONCRETE
M138,Material,Designated Concrete; Grade C20; 10 mm aggregate,m3,141.12,1.0,165.0257,Shared,0,CLASS F: IN SITU CONCRETE
M139,Material,Designated Concrete; Grade C20; 20 mm aggregate,m3,146.6,1.0,171.434,Shared,0,CLASS F: IN SITU CONCRETE
M140,Material,Designated Concrete; Grade C20; 40 mm aggregate,m3,144.41,1.0,168.8731,Shared,0,CLASS F: IN SITU CONCRETE
M141,Material,Designated Concrete; Grade C25; 10 mm aggregate,m3,154.92,1.0,181.1634,Shared,0,CLASS F: IN SITU CONCRETE
M142,Material,Designated Concrete; Grade C25; 20 mm aggregate,m3,149.83,1.0,175.2112,Shared,0,CLASS F: IN SITU CONCRETE
M143,Material,Designated Concrete; Grade C25; 40 mm aggregate,m3,154.97,1.0,181.2219,Shared,0,CLASS F: IN SITU CONCRETE
M144,Material,Designated Concrete; Grade C30; 10 mm aggregate,m3,166.28,1.0,194.4478,Shared,0,CLASS F: IN SITU CONCRETE
M145,Material,Designated Concrete; Grade C30; 20 mm aggregate,m3,170.8,1.0,199.7335,Shared,0,CLASS F: IN SITU CONCRETE
M146,Material,Designated Concrete; Grade C30; 40 mm aggregate,m3,168.24,1.0,196.7399,Shared,0,CLASS F: IN SITU CONCRETE
M147,Material,Designated Concrete; Grade C40; 10 mm aggregate,m3,183.61,1.0,214.7135,Shared,0,CLASS F: IN SITU CONCRETE
M148,Material,Designated Concrete; Grade C40; 20 mm aggregate,m3,180.84,1.0,211.4743,Shared,0,CLASS F: IN SITU CONCRETE
M149,Material,Designated Concrete; Grade C50; 10 mm aggregate,m3,187.27,1.0,218.9935,Shared,0,CLASS F: IN SITU CONCRETE
M150,Material,Designated Concrete; Grade C50; 20 mm aggregate,m3,184.45,1.0,215.6958,Shared,0,CLASS F: IN SITU CONCRETE
M151,Material,Designated Concrete; Grade C60; 10 mm aggregate,m3,191.02,1.0,223.3788,Shared,0,CLASS F: IN SITU CONCRETE
M152,Material,Designated Concrete; Grade C60; 20 mm aggregate,m3,188.11,1.0,219.9758,Shared,0,CLASS F: IN SITU CONCRETE
M153,Material,Prescribed mix; cement to BS EN 197-1; Grade C7.5; 10 mm aggregate,m3,142.49,1.0,166.6278,Shared,23,CLASS F: IN SITU CONCRETE
M154,Material,Prescribed mix; cement to BS EN 197-1; Grade C7.5; 20 mm aggregate,m3,140.35,1.0,164.1253,Shared,0,CLASS F: IN SITU CONCRETE
M155,Material,Prescribed mix; cement to BS EN 197-1; Grade C7.5; 40 mm aggregate,m3,138.24,1.0,161.6579,Shared,0,CLASS F: IN SITU CONCRETE
M156,Material,Prescribed mix; cement to BS EN 197-1; Grade C10; 10 mm aggregate,m3,145.05,1.0,169.6215,Shared,0,CLASS F: IN SITU CONCRETE
M157,Material,Prescribed mix; cement to BS EN 197-1; Grade C10; 20 mm aggregate,m3,142.83,1.0,167.0254,Shared,0,CLASS F: IN SITU CONCRETE
M158,Material,Prescribed mix; cement to BS EN 197-1; Grade C10; 40 mm aggregate,m3,140.74,1.0,164.5814,Shared,0,CLASS F: IN SITU CONCRETE
M159,Material,Prescribed mix; cement to BS EN 197-1; Grade C15; 10 mm aggregate,m3,145.84,1.0,170.5453,Shared,0,CLASS F: IN SITU CONCRETE
M160,Material,Prescribed mix; cement to BS EN 197-1; Grade C15; 20 mm aggregate,m3,148.43,1.0,173.574,Shared,0,CLASS F: IN SITU CONCRETE
M161,Material,Prescribed mix; cement to BS EN 197-1; Grade C15; 40 mm aggregate,m3,141.49,1.0,165.4584,Shared,0,CLASS F: IN SITU CONCRETE
M162,Material,Prescribed mix; cement to BS EN 197-1; Grade C20; 10 mm aggregate,m3,152.56,1.0,178.4037,Shared,0,CLASS F: IN SITU CONCRETE
M163,Material,Prescribed mix; cement to BS EN 197-1; Grade C20; 20 mm aggregate,m3,150.26,1.0,175.714,Shared,0,CLASS F: IN SITU CONCRETE
M164,Material,Prescribed mix; cement to BS EN 197-1; Grade C20; 40 mm aggregate,m3,148.03,1.0,173.1063,Shared,0,CLASS F: IN SITU CONCRETE
M165,Material,Prescribed mix; cement to BS EN 197-1; Grade C25; 10 mm aggregate,m3,154.92,1.0,181.1634,Shared,0,CLASS F: IN SITU CONCRETE
M166,Material,Prescribed mix; cement to BS EN 197-1; Grade C25; 20 mm aggregate,m3,154.92,1.0,181.1634,Shared,0,CLASS F: IN SITU CONCRETE
M167,Material,Prescribed mix; cement to BS EN 197-1; Grade C25; 40 mm aggregate,m3,154.92,1.0,181.1634,Shared,0,CLASS F: IN SITU CONCRETE
M168,Material,Prescribed mix; cement to BS EN 197-1; Grade C30; 10 mm aggregate,m3,177.72,1.0,207.8258,Shared,0,CLASS F: IN SITU CONCRETE
M169,Material,Prescribed mix; cement to BS EN 197-1; Grade C30; 20 mm aggregate,m3,175.09,1.0,204.7502,Shared,0,CLASS F: IN SITU CONCRETE
M170,Material,Prescribed mix; cement to BS EN 197-1; Grade C30; 40 mm aggregate,m3,190.46,1.0,222.7239,Shared,0,CLASS F: IN SITU CONCRETE
M171,Material,Prescribed mix; cement to BS EN 197-1; Grade C40; 10 mm aggregate,m3,187.45,1.0,219.204,Shared,0,CLASS F: IN SITU CONCRETE
M172,Material,Prescribed mix; cement to BS EN 197-1; Grade C40; 20 mm aggregate,m3,185.37,1.0,216.7717,Shared,0,CLASS F: IN SITU CONCRETE
M173,Material,Prescribed mix; cement to BS EN 197-1; Grade C50; 10 mm aggregate,m3,191.95,1.0,224.4663,Shared,0,CLASS F: IN SITU CONCRETE
M174,Material,Prescribed mix; cement to BS EN 197-1; Grade C50 (continued); 20 mm aggregate,m3,189.06,1.0,221.0868,Shared,1,CLASS F: IN SITU CONCRETE
M175,Material,Prescribed mix; cement to BS EN 197-1; Grade C60; 10 mm aggregate,m3,195.81,1.0,228.9802,Shared,0,CLASS F: IN SITU CONCRETE
M176,Material,Prescribed mix; cement to BS EN 197-1; Grade C60; 20 mm aggregate,m3,192.86,1.0,225.5305,Shared,0,CLASS F: IN SITU CONCRETE
M177,Material,Prescribed mix; sulphate-resisting cement to BS 4027; Grade C7.5; 10 mm aggregate,m3,162.17,1.0,189.6416,Shared,18,CLASS F: IN SITU CONCRETE
M178,Material,Prescribed mix; sulphate-resisting cement to BS 4027; Grade C7.5; 20 mm aggregate,m3,160.03,1.0,187.1391,Shared,0,CLASS F: IN SITU CONCRETE
M179,Material,Prescribed mix; sulphate-resisting cement to BS 4027; Grade C7.5; 40 mm aggregate,m3,157.92,1.0,184.6716,Shared,0,CLASS F: IN SITU CONCRETE
M180,Material,Prescribed mix; sulphate-resisting cement to BS 4027; Grade C10; 10 mm aggregate,m3,165.05,1.0,193.0095,Shared,0,CLASS F: IN SITU CONCRETE
M181,Material,Prescribed mix; sulphate-resisting cement to BS 4027; Grade C10; 20 mm aggregate,m3,162.83,1.0,190.4134,Shared,0,CLASS F: IN SITU CONCRETE
M182,Material,Prescribed mix; sulphate-resisting cement to BS 4027; Grade C10; 40 mm aggregate,m3,160.74,1.0,187.9694,Shared,0,CLASS F: IN SITU CONCRETE
M183,Material,Prescribed mix; sulphate-resisting cement to BS 4027; Grade C15; 10 mm aggregate,m3,166.17,1.0,194.3192,Shared,0,CLASS F: IN SITU CONCRETE
M184,Material,Prescribed mix; sulphate-resisting cement to BS 4027; Grade C15; 20 mm aggregate,m3,168.76,1.0,197.3479,Shared,0,CLASS F: IN SITU CONCRETE
M185,Material,Prescribed mix; sulphate-resisting cement to BS 4027; Grade C15; 40 mm aggregate,m3,161.82,1.0,189.2323,Shared,0,CLASS F: IN SITU CONCRETE
M186,Material,Prescribed mix; sulphate-resisting cement to BS 4027; Grade C20; 10 mm aggregate,m3,173.09,1.0,202.4114,Shared,0,CLASS F: IN SITU CONCRETE
M187,Material,Prescribed mix; sulphate-resisting cement to BS 4027; Grade C20; 20 mm aggregate,m3,170.79,1.0,199.7218,Shared,0,CLASS F: IN SITU CONCRETE
M188,Material,Prescribed mix; sulphate-resisting cement to BS 4027; Grade C20; 40 mm aggregate,m3,168.56,1.0,197.1141,Shared,0,CLASS F: IN SITU CONCRETE
M189,Material,Prescribed mix; sulphate-resisting cement to BS 4027; Grade C25; 10 mm aggregate,m3,176.13,1.0,205.9664,Shared,0,CLASS F: IN SITU CONCRETE
M190,Material,Prescribed mix; sulphate-resisting cement to BS 4027; Grade C25; 20 mm aggregate,m3,176.13,1.0,205.9664,Shared,0,CLASS F: IN SITU CONCRETE
M191,Material,Prescribed mix; sulphate-resisting cement to BS 4027; Grade C25; 40 mm aggregate,m3,176.13,1.0,205.9664,Shared,0,CLASS F: IN SITU CONCRETE
M192,Material,Prescribed mix; sulphate-resisting cement to BS 4027; Grade C30; 10 mm aggregate,m3,199.26,1.0,233.0146,Shared,0,CLASS F: IN SITU CONCRETE
M193,Material,Prescribed mix; sulphate-resisting cement to BS 4027; Grade C30; 20 mm aggregate,m3,196.63,1.0,229.9391,Shared,0,CLASS F: IN SITU CONCRETE
M194,Material,Prescribed mix; sulphate-resisting cement to BS 4027; Grade C30; 40 mm aggregate,m3,212,1.0,247.9128,Shared,0,CLASS F: IN SITU CONCRETE
M195,Material,Additional allowances to bar reinforcement; Add to the above bars; 12-15 m long; mild steel to BS 4449,tonne,97.88,1.0,114.4609,Shared,1,CLASS G: CONCRETE ANCILLARIES
M196,Material,Additional allowances to bar reinforcement; Add to the above bars; 12-15 m long; high yield steel to BS 4449,tonne,99.21,1.0,116.0162,Shared,1,CLASS G: CONCRETE ANCILLARIES
M197,Material,"Additional allowances to bar reinforcement; Add to the above bars; Over 15 m long, per 500 mm increment; mild steel to BS 4449",tonne,97.88,1.0,114.4609,Shared,1,CLASS G: CONCRETE ANCILLARIES
M198,Material,"Additional allowances to bar reinforcement; Add to the above bars; Over 15 m long, per 500 mm increment; high yield steel to BS 4449",tonne,99.21,1.0,116.0162,Shared,1,CLASS G: CONCRETE ANCILLARIES
M199,Material,Testing; laminated elastomeric bearings; compression test,nr,99.75,1.0,116.6476,Shared,1,CLASS N: MISCELLANEOUS METALWORK
M200,Material,Testing; laminated elastomeric bearings; shear test,nr,130.12,1.0,152.1623,Shared,1,CLASS N: MISCELLANEOUS METALWORK
M201,Material,Testing; laminated elastomeric bearings; bond test (Exclusive of cost of bearings as this is a destructive test),nr,494.52,1.0,578.2917,Shared,1,CLASS N: MISCELLANEOUS METALWORK
M202,Material,Softwood; 600 x 600 mm; ADD to the above prices for vacuum/pressure impregnating to minimum 5.30 kg/m3 salt retention,m3,62.99,1.0,73.6605,Shared,1,CLASS O: TIMBER
M203,Material,Extruded asphalt kerbs to BS 5931; extruded and slip formed; Kerb; straight or curved over 12 m radius; 75 mm kerb height,m,6.21,1.0,7.262,Shared,9,CLASS R: ROADS AND PAVINGS
M204,Material,Extruded asphalt kerbs to BS 5931; extruded and slip formed; Kerb; straight or curved over 12 m radius; 100 mm kerb height,m,13.34,1.0,15.5998,Shared,0,CLASS R: ROADS AND PAVINGS
M205,Material,Extruded asphalt kerbs to BS 5931; extruded and slip formed; Kerb; straight or curved over 12 m radius; 125 mm kerb height,m,17.77,1.0,20.7802,Shared,1,CLASS R: ROADS AND PAVINGS
M206,Material,Channel; straight or curved over 12 m radius (extruded asphalt); 300 mm channel width,m,22.23,1.0,25.9958,Shared,9,CLASS R: ROADS AND PAVINGS
M207,Material,Channel; straight or curved over 12 m radius (extruded asphalt); 250 mm channel width,m,17.77,1.0,20.7802,Shared,1,CLASS R: ROADS AND PAVINGS
M208,Material,Kerb; curved to radius ne 12 m (extruded asphalt); 75 mm kerb height,m,5.91,1.0,6.9112,Shared,0,CLASS R: ROADS AND PAVINGS
M209,Material,Kerb; curved to radius ne 12 m (extruded asphalt); 100 mm kerb height,m,12.68,1.0,14.828,Shared,0,CLASS R: ROADS AND PAVINGS
M210,Material,Kerb; curved to radius ne 12 m (extruded asphalt); 125 mm kerb height,m,16.89,1.0,19.7512,Shared,0,CLASS R: ROADS AND PAVINGS
M211,Material,Channel; curved to radius ne 12 m (extruded asphalt); 300 mm channel width,m,22.11,1.0,25.8554,Shared,0,CLASS R: ROADS AND PAVINGS
M212,Material,Channel; curved to radius ne 12 m (extruded asphalt); 250 mm channel width,m,16.89,1.0,19.7512,Shared,0,CLASS R: ROADS AND PAVINGS
M213,Material,Extruded concrete; slip formed; Kerb; straight or curved over 12 m radius; 100 mm kerb height,m,13.34,1.0,15.5998,Shared,6,CLASS R: ROADS AND PAVINGS
M214,Material,Extruded concrete; slip formed; Kerb; straight or curved over 12 m radius; 125 mm kerb height,m,17.77,1.0,20.7802,Shared,0,CLASS R: ROADS AND PAVINGS
M215,Material,Kerb; curved to radius ne 12 m (extruded concrete); 100 mm kerb height,m,18.35,1.0,21.4585,Shared,0,CLASS R: ROADS AND PAVINGS
M216,Material,Kerb; curved to radius ne 12 m (extruded concrete); 125 mm kerb height,m,22.2,1.0,25.9607,Shared,0,CLASS R: ROADS AND PAVINGS
M217,Material,"Precast concrete flags; BS 7263; grey; bedding in cement mortar; Paved area; sloping not exceeding 10 deg to the horizontal; Extra for coloured, 50 mm thick",m2,4.22,1.0,4.9349,Shared,8,CLASS R: ROADS AND PAVINGS
M218,Material,Ballast; Imported crushed granite; Bottom ballast,m3,85.19,1.0,99.6212,Shared,1,CLASS S: RAIL TRACK
M219,Material,Ballast; Imported crushed granite; Top ballast,m3,85.19,1.0,99.6212,Shared,1,CLASS S: RAIL TRACK
M220,Material,Imported granular material; Blankets; 150 mm thick,m3,71,1.0,83.0274,Shared,1,CLASS S: RAIL TRACK
M221,Material,Imported sand; Blinding; 100 mm thick,m3,42.6,1.0,49.8164,Shared,1,CLASS S: RAIL TRACK
M222,Material,Waterproof membranes; Polythene sheeting; Waterproof membrane; 1200 gauge,m2,4.77,1.0,5.578,Shared,1,CLASS S: RAIL TRACK
M223,Material,"Bullhead rails; BS 11; delivered in standard 18.288 m lengths; BS95R section, 47 kg/m; for jointed track",tonne,1212.34,1.0,1417.7104,Shared,1,CLASS S: RAIL TRACK
M224,Material,"Flat bottom rails; BS 11; delivered in standard 18.288 m lengths; BS 113 'A' section, 56 kg/m; for jointed track",tonne,1212.34,1.0,1417.7104,Shared,1,CLASS S: RAIL TRACK
M225,Material,"Flat bottom rails; BS 11; delivered in standard 18.288 m lengths; BS 113 'A' section, 40 kg/m; for welded track",tonne,1212.34,1.0,1417.7104,Shared,1,CLASS S: RAIL TRACK
M226,Material,Flat bottom rails; BS 11; delivered in standard 18.288 m lengths; Extra for curved rails to form super elevation; radius over 600 m,%,28.87,1.0,33.7606,Shared,13,CLASS S: RAIL TRACK
M227,Material,"Check and guard rails; BS 11; delivered in standard 18.288 m lengths; flange planed to allow 50 mm free wheel clearance; BS 113 'A' section, 56 kg/m; for bolting",tonne,1447.22,1.0,1692.3791,Shared,1,CLASS S: RAIL TRACK
M228,Material,"Conductor rails; BS 11; delivered in standard 18.288 m lengths; BS 113 'A' section, 56 kg/m; for bolting",tonne,1447.22,1.0,1692.3791,Shared,1,CLASS S: RAIL TRACK
M229,Material,"Twist rails; BS 11; delivered in standard 18.288 m lengths; BS 113 'A' section, 56 kg/m; for bolting",tonne,1447.22,1.0,1692.3791,Shared,1,CLASS S: RAIL TRACK
M230,Material,Sleepers; bullhead track timber sleepers; 2600 x 250 x 130 mm,nr,39.41,1.0,46.0861,Shared,1,CLASS S: RAIL TRACK
M231,Material,Sleepers; bullhead track concrete sleepers; 2600 x 250 x 130 mm,nr,69.92,1.0,81.7644,Shared,1,CLASS S: RAIL TRACK
M232,Material,Sleepers; bullhead track steel sleepers; 2525 x 264 x 204 mm,nr,93.95,1.0,109.8651,Shared,1,CLASS S: RAIL TRACK
M233,Material,Sleepers; Flat bottom track timber sleepers; 2600 x 250 x 130 mm,nr,39.41,1.0,46.0861,Shared,1,CLASS S: RAIL TRACK
M234,Material,Sleepers; Flat bottom track concrete sleepers; 2600 x 250 x 130 mm,nr,69.92,1.0,81.7644,Shared,1,CLASS S: RAIL TRACK
M235,Material,Sleepers; Flat bottom track steel sleepers; 2525 x 264 x 204 mm,nr,93.95,1.0,109.8651,Shared,1,CLASS S: RAIL TRACK
M236,Material,"Fittings; cast iron chairs complete with chair screws, plastic ferrules, spring steels and keys; BR type S1",nr,78.8,1.0,92.1487,Shared,2,CLASS S: RAIL TRACK
M237,Material,"Fittings; cast iron chairs complete with chair screws, plastic ferrules, spring steels and keys; BR type CC",nr,110.6,1.0,129.3356,Shared,0,CLASS S: RAIL TRACK
M238,Material,"Fittings; cast iron chairs complete with resilient pad, chair screws, ferrules, rail clips and nylon insulators; BR type PAN 6",nr,60.23,1.0,70.433,Shared,3,CLASS S: RAIL TRACK
M239,Material,"Fittings; cast iron chairs complete with resilient pad, chair screws, ferrules, rail clips and nylon insulators; BR type VN",nr,68.19,1.0,79.7414,Shared,0,CLASS S: RAIL TRACK
M240,Material,"Fittings; cast iron chairs complete with resilient pad, chair screws, ferrules, rail clips and nylon insulators; BR type C",nr,51.52,1.0,60.2475,Shared,0,CLASS S: RAIL TRACK
M241,Material,"Fittings; plain fishplates; for BS95R section rail, skirted pattern; sets of two; complete with fishbolts, nuts and washers",nr,151.53,1.0,177.1992,Shared,1,CLASS S: RAIL TRACK
M242,Material,"Fittings; plain fishplates; for BS95R section rail, joggled pattern; sets of two; complete with fishbolts, nuts and washers",nr,174.28,1.0,203.803,Shared,1,CLASS S: RAIL TRACK
M243,Material,"Fittings; plain fishplates; for BS113 'A' section rail, shallow section; sets of two; complete with fishbolts, nuts and washers",nr,151.53,1.0,177.1992,Shared,1,CLASS S: RAIL TRACK
M244,Material,"Fittings; insulated fishplates; BS95R section rail, steel billet pattern; sets of two; complete with high tensile steel bolts, nuts and washers",nr,87.89,1.0,102.7786,Shared,1,CLASS S: RAIL TRACK
M245,Material,"Fittings; cast iron spacer block between running and guard rails; for BS95R section rail; M25 x 220 mm bolt, nut and washers",nr,68.2,1.0,79.7531,Shared,2,CLASS S: RAIL TRACK
M246,Material,"Fittings; cast iron spacer block between running and guard rails; for BS113 'A' section rail; M25 x 220 mm bolt, nut and washers",nr,68.2,1.0,79.7531,Shared,0,CLASS S: RAIL TRACK
M247,Material,"Prefabricated Turnouts; complete with closures, check rails, fittings, etc.; Type B8; BS 95R bullhead rail with timber bearers",nr,31823.68,1.0,37214.6114,Shared,2,CLASS S: RAIL TRACK
M248,Material,"Prefabricated Turnouts; complete with closures, check rails, fittings, etc.; Type C10; BS 95R bullhead rail with concrete bearers",nr,2500.44,1.0,2924.0145,Shared,1,CLASS S: RAIL TRACK
M249,Material,"Prefabricated Turnouts; complete with closures, check rails, fittings, etc.; Type C10; BS 95R bullhead rail with steel bearers",nr,2500.44,1.0,2924.0145,Shared,1,CLASS S: RAIL TRACK
M250,Material,"Prefabricated Turnouts; complete with closures, check rails, fittings, etc.; Type Bx8; BS 113 'A' section flat bottom rail with timber bearers",nr,20913.63,1.0,24456.3989,Shared,3,CLASS S: RAIL TRACK
M251,Material,"Prefabricated Turnouts; complete with closures, check rails, fittings, etc.; Type Cv9.25; BS 113 'A' section flat bottom rail with concrete bearers",nr,33181.85,1.0,38802.8554,Shared,2,CLASS S: RAIL TRACK
M252,Material,"Prefabricated Turnouts; complete with closures, check rails, fittings, etc.; Type Cv9.25; BS 113 'A' section flat bottom rail with sleeper bearers",nr,33181.85,1.0,38802.8554,Shared,1,CLASS S: RAIL TRACK
M253,Material,"Prefabricated Diamond crossings; complete with closures, check rails, fittings, timber sleepers; RT standard design, angle 1 in 4; BS95R bullhead rail",nr,139417.97,1.0,163035.3741,Shared,5,CLASS S: RAIL TRACK
M254,Material,"Prefabricated Diamond crossings; complete with closures, check rails, fittings, timber sleepers; RT standard design, angle 1 in 4; BS113 'A' section flat bottom rail",nr,151541.25,1.0,177212.3378,Shared,5,CLASS S: RAIL TRACK
M255,Material,"Sundries; buffer stops; single raker, steel rail and timber; 2 tonnes approximate weight",nr,16647.09,1.0,19467.107,Shared,2,CLASS S: RAIL TRACK
M256,Material,"Sundries; buffer stops; double raker, steel rail and timber; 2.5 tonnes approximate weight",nr,18605.58,1.0,21757.3653,Shared,2,CLASS S: RAIL TRACK
M257,Material,Sundries; wheel stops; steel; 100 kg approximate weight,nr,783.39,1.0,916.0963,Shared,2,CLASS S: RAIL TRACK
M258,Material,Sundries; lubricators; single rail,nr,1501.51,1.0,1755.8658,Shared,2,CLASS S: RAIL TRACK
M259,Material,Sundries; lubricators; double rail,nr,2937.74,1.0,3435.3932,Shared,2,CLASS S: RAIL TRACK
M260,Material,Sundries; switch levers; upright pattern,nr,998.83,1.0,1168.0318,Shared,1,CLASS S: RAIL TRACK
M261,Material,Sundries; switch levers; flush type,nr,998.83,1.0,1168.0318,Shared,1,CLASS S: RAIL TRACK
MX1000,Material,Paragrid 100/255; 330 g/m2,m2,1.83,1.0,2.14,Item-specific,1,item-specific
MX1002,Material,Paralink 200 s; 1120 g/m2,m2,5.31,1.0,6.2095,Item-specific,1,item-specific
MX1003,Material,Paralink 200 s; 1120 g/m2,m2,5.31,1.0,6.2095,Item-specific,1,item-specific
MX1005,Material,Paralink 600 s; 2040 g/m2,m2,11.68,1.0,13.6586,Item-specific,1,item-specific
MX1006,Material,Paralink 600 s; 2040 g/m2,m2,11.68,1.0,13.6586,Item-specific,1,item-specific
MX1008,Material,Terram grid 30/30,m2,3.94,1.0,4.6074,Item-specific,1,item-specific
MX1009,Material,Terram grid 30/30,m2,3.94,1.0,4.6074,Item-specific,1,item-specific
MX1012,Material,For use where erosion protection is required to the surface of a slope once its geotechnical stability has been achieved,m2,7.31,1.0,8.5483,Item-specific,1,item-specific
MX1013,Material,For use where erosion protection is required to the surface of a slope once its geotechnical stability has been achieved,m2,7.31,1.0,8.5483,Item-specific,1,item-specific
MX1015,Material,"For use where hydraulic action exists, such as coastline protection from pressures exerted by waves, currents and tides;",m2,0.79,1.0,0.9238,Item-specific,1,item-specific
MX1016,Material,"For use where hydraulic action exists, such as coastline protection from pressures exerted by waves, currents and tides;",m2,0.79,1.0,0.9238,Item-specific,1,item-specific
