Ref,Page,Class,Section,Sub-heading,Item,Unit,Gang hrs,Labour £,Plant £,Material £,Sub-contract £,UK COST £,Labour €,Plant €,Material €,Sub-contract €,IRISH COST €,Derivation basis,Confidence,Published rate £ (superseded),Variance £,Flag,Derivation note
124,IMG_0066,CLASS B: GROUND INVESTIGATION,01 TRIAL PITS AND TRENCHES,"Trial holes measured by number; Excavating trial hole; plan size 1.0 x 2.0 m; supports, backfilling",ne 1.0 m deep,nr,0.24,32.5,89.59,0,0.0,122.09,50.98,104.77,0.0,0.0,155.75,Stated build-up,High,122.09,0.0,,Labour + plant + material as published; reconciles to the published rate.
125,IMG_0066,CLASS B: GROUND INVESTIGATION,01 TRIAL PITS AND TRENCHES,"Trial holes measured by number; Excavating trial hole; plan size 1.0 x 2.0 m; supports, backfilling",1.0-2.0 m deep,nr,0.47,63.64,114.75,0,0.0,178.39,99.83,134.19,0.0,0.0,234.02,Stated build-up,High,178.4,-0.01,,Labour + plant + material as published; reconciles to the published rate.
126,IMG_0066,CLASS B: GROUND INVESTIGATION,01 TRIAL PITS AND TRENCHES,"Trial holes measured by number; Excavating trial hole; plan size 1.0 x 2.0 m; supports, backfilling",over 2.0 m deep,nr,0.53,71.77,140.11,0,0.0,211.88,112.58,163.84,0.0,0.0,276.42,Stated build-up,High,211.88,0.0,,Labour + plant + material as published; reconciles to the published rate.
128,IMG_0066,CLASS B: GROUND INVESTIGATION,01 TRIAL PITS AND TRENCHES,"Trial holes measured by number; Excavating trial hole in rock or similar; plan size 1.0 x 2.0 m; supports, backfilling",ne 1.0 m deep,nr,0.28,37.92,96.41,0,0.0,134.33,59.48,112.74,0.0,0.0,172.22,Stated build-up,High,134.33,0.0,,Labour + plant + material as published; reconciles to the published rate.
129,IMG_0066,CLASS B: GROUND INVESTIGATION,01 TRIAL PITS AND TRENCHES,"Trial holes measured by number; Excavating trial hole in rock or similar; plan size 1.0 x 2.0 m; supports, backfilling",1.0-2.0 m deep,nr,0.51,69.06,137.6,0,0.0,206.66,108.33,160.91,0.0,0.0,269.24,Stated build-up,High,206.66,0.0,,Labour + plant + material as published; reconciles to the published rate.
130,IMG_0066,CLASS B: GROUND INVESTIGATION,01 TRIAL PITS AND TRENCHES,"Trial holes measured by number; Excavating trial hole in rock or similar; plan size 1.0 x 2.0 m; supports, backfilling",over 2.0 m deep,nr,0.58,78.54,164.71,0,0.0,243.25,123.2,192.61,0.0,0.0,315.81,Stated build-up,High,243.25,0.0,,Labour + plant + material as published; reconciles to the published rate.
132,IMG_0066,CLASS B: GROUND INVESTIGATION,01 TRIAL PITS AND TRENCHES,"Trial holes measured by depth; Excavating trial hole; plan size 1.0 x 2.0 m; supports, backfilling",ne 1.0 m deep,m,0.24,32.5,91.39,0,0.0,123.89,50.98,106.87,0.0,0.0,157.85,Stated build-up,High,123.89,0.0,,Labour + plant + material as published; reconciles to the published rate.
134,IMG_0067,CLASS B: GROUND INVESTIGATION,01 TRIAL PITS AND TRENCHES,"Trial holes measured by depth; Excavating trial hole; plan size 1.0 x 2.0 m; supports, backfilling (continued)",1.0-2.0 m deep,m,0.53,71.77,127.86,0,0.0,199.63,112.58,149.52,0.0,0.0,262.1,Stated build-up,High,199.63,0.0,,Labour + plant + material as published; reconciles to the published rate.
135,IMG_0067,CLASS B: GROUND INVESTIGATION,01 TRIAL PITS AND TRENCHES,"Trial holes measured by depth; Excavating trial hole; plan size 1.0 x 2.0 m; supports, backfilling (continued)",2.0-3.0 m deep,m,0.59,79.89,135.29,0,0.0,215.18,125.32,158.21,0.0,0.0,283.53,Stated build-up,High,215.18,0.0,,Labour + plant + material as published; reconciles to the published rate.
136,IMG_0067,CLASS B: GROUND INVESTIGATION,01 TRIAL PITS AND TRENCHES,"Trial holes measured by depth; Excavating trial hole; plan size 1.0 x 2.0 m; supports, backfilling (continued)",3.0-5.0 m deep,m,0.65,88.02,179.68,0,0.0,267.7,138.07,210.12,0.0,0.0,348.19,Stated build-up,High,267.7,0.0,,Labour + plant + material as published; reconciles to the published rate.
138,IMG_0067,CLASS B: GROUND INVESTIGATION,01 TRIAL PITS AND TRENCHES,"Excavating trial hole in rock or similar; plan size 1.0 x 2.0 m; supports, backfilling",ne 1.0 m deep,m,2.95,399.47,615.51,0,0.0,1014.98,626.62,719.78,0.0,0.0,1346.4,Stated build-up,High,1014.98,0.0,,Labour + plant + material as published; reconciles to the published rate.
139,IMG_0067,CLASS B: GROUND INVESTIGATION,01 TRIAL PITS AND TRENCHES,"Excavating trial hole in rock or similar; plan size 1.0 x 2.0 m; supports, backfilling",1.0-2.0 m deep,m,3.65,494.26,948.3,0,0.0,1442.56,775.31,1108.94,0.0,0.0,1884.25,Stated build-up,High,1442.56,0.0,,Labour + plant + material as published; reconciles to the published rate.
140,IMG_0067,CLASS B: GROUND INVESTIGATION,01 TRIAL PITS AND TRENCHES,"Excavating trial hole in rock or similar; plan size 1.0 x 2.0 m; supports, backfilling",2.0-3.0 m deep,m,3.95,534.88,986.08,0,0.0,1520.96,839.03,1153.12,0.0,0.0,1992.15,Stated build-up,High,1520.96,0.0,,Labour + plant + material as published; reconciles to the published rate.
141,IMG_0067,CLASS B: GROUND INVESTIGATION,01 TRIAL PITS AND TRENCHES,"Excavating trial hole in rock or similar; plan size 1.0 x 2.0 m; supports, backfilling",3.0-5.0 m deep,m,4.5,609.36,1055.1,0,0.0,1664.46,955.86,1233.83,0.0,0.0,2189.69,Stated build-up,High,1664.46,0.0,,Labour + plant + material as published; reconciles to the published rate.
143,IMG_0067,CLASS B: GROUND INVESTIGATION,01 TRIAL PITS AND TRENCHES,Sundries in trial holes,Removal of obstructions from trial holes irrespective of depth,hr,1,135.41,370.57,0,0.0,505.98,212.41,433.34,0.0,0.0,645.75,Stated build-up,High,505.99,-0.01,,Labour + plant + material as published; reconciles to the published rate.
144,IMG_0067,CLASS B: GROUND INVESTIGATION,01 TRIAL PITS AND TRENCHES,Sundries in trial holes,Pumping; maximum depth 4.0 m minimum 750 litres per hour,hr,0.06,3.18,38.03,0,0.0,41.21,4.99,44.47,0.0,0.0,49.46,Stated build-up,High,41.21,0.0,,Labour + plant + material as published; reconciles to the published rate.
148,IMG_0067,CLASS B: GROUND INVESTIGATION,02 LIGHT CABLE PERCUSSION BOREHOLES,General,Establishment of standard plant and equipment and removal on completion,item,,0.0,0.0,0.0,16858.03,16858.03,0.0,0.0,0.0,22069.38,22069.38,All-in specialist rate,All-in (not split),16858.03,0.0,,Source publishes a specialist/sub-contract all-in rate; no labour/plant/material build-up exists to derive from.
149,IMG_0067,CLASS B: GROUND INVESTIGATION,02 LIGHT CABLE PERCUSSION BOREHOLES,General,Number; 150 mm nominal dia. at base,nr,,0.0,0.0,0.0,87.91,87.91,0.0,0.0,0.0,115.09,115.09,All-in specialist rate,All-in (not split),87.91,0.0,,Source publishes a specialist/sub-contract all-in rate; no labour/plant/material build-up exists to derive from.
151,IMG_0067,CLASS B: GROUND INVESTIGATION,02 LIGHT CABLE PERCUSSION BOREHOLES,Depth; 150 mm nominal dia. of base,in holes of maximum depth not exceeding 5 m,m,,0.0,0.0,0.0,35.16,35.16,0.0,0.0,0.0,46.03,46.03,All-in specialist rate,All-in (not split),35.16,0.0,,Source publishes a specialist/sub-contract all-in rate; no labour/plant/material build-up exists to derive from.
152,IMG_0067,CLASS B: GROUND INVESTIGATION,02 LIGHT CABLE PERCUSSION BOREHOLES,Depth; 150 mm nominal dia. of base,in holes of maximum depth 5-10 m,m,,0.0,0.0,0.0,35.16,35.16,0.0,0.0,0.0,46.03,46.03,All-in specialist rate,All-in (not split),35.16,0.0,,Source publishes a specialist/sub-contract all-in rate; no labour/plant/material build-up exists to derive from.
153,IMG_0067,CLASS B: GROUND INVESTIGATION,02 LIGHT CABLE PERCUSSION BOREHOLES,Depth; 150 mm nominal dia. of base,in holes of maximum depth 10-20 m,m,,0.0,0.0,0.0,43.95,43.95,0.0,0.0,0.0,57.54,57.54,All-in specialist rate,All-in (not split),43.95,0.0,,Source publishes a specialist/sub-contract all-in rate; no labour/plant/material build-up exists to derive from.
154,IMG_0067,CLASS B: GROUND INVESTIGATION,02 LIGHT CABLE PERCUSSION BOREHOLES,Depth; 150 mm nominal dia. of base,in holes of maximum depth 20-30 m,m,,0.0,0.0,0.0,56.24,56.24,0.0,0.0,0.0,73.63,73.63,All-in specialist rate,All-in (not split),56.24,0.0,,Source publishes a specialist/sub-contract all-in rate; no labour/plant/material build-up exists to derive from.
155,IMG_0067,CLASS B: GROUND INVESTIGATION,02 LIGHT CABLE PERCUSSION BOREHOLES,Depth; 150 mm nominal dia. of base,Depth backfilled; imported pulverised fuel ash,m,,0.0,0.0,0.0,9.1,9.1,0.0,0.0,0.0,11.91,11.91,All-in specialist rate,All-in (not split),9.1,0.0,,Source publishes a specialist/sub-contract all-in rate; no labour/plant/material build-up exists to derive from.
156,IMG_0067,CLASS B: GROUND INVESTIGATION,02 LIGHT CABLE PERCUSSION BOREHOLES,Depth; 150 mm nominal dia. of base,Depth backfilled; imported gravel,m,,0.0,0.0,0.0,12.73,12.73,0.0,0.0,0.0,16.67,16.67,All-in specialist rate,All-in (not split),12.73,0.0,,Source publishes a specialist/sub-contract all-in rate; no labour/plant/material build-up exists to derive from.
157,IMG_0067,CLASS B: GROUND INVESTIGATION,02 LIGHT CABLE PERCUSSION BOREHOLES,Depth; 150 mm nominal dia. of base,Depth backfilled; bentonite grout,m,,0.0,0.0,0.0,18.21,18.21,0.0,0.0,0.0,23.84,23.84,All-in specialist rate,All-in (not split),18.21,0.0,,Source publishes a specialist/sub-contract all-in rate; no labour/plant/material build-up exists to derive from.
158,IMG_0067,CLASS B: GROUND INVESTIGATION,02 LIGHT CABLE PERCUSSION BOREHOLES,Depth; 150 mm nominal dia. of base,Chiselling to prove rock or to penetrate obstructions,hour,,0.0,0.0,0.0,87.93,87.93,0.0,0.0,0.0,115.11,115.11,All-in specialist rate,All-in (not split),87.93,0.0,,Source publishes a specialist/sub-contract all-in rate; no labour/plant/material build-up exists to derive from.
159,IMG_0067,CLASS B: GROUND INVESTIGATION,02 LIGHT CABLE PERCUSSION BOREHOLES,Depth; 150 mm nominal dia. of base,Standing time of rig and crew,hour,,0.0,0.0,0.0,87.93,87.93,0.0,0.0,0.0,115.11,115.11,All-in specialist rate,All-in (not split),87.93,0.0,,Source publishes a specialist/sub-contract all-in rate; no labour/plant/material build-up exists to derive from.
162,IMG_0067,CLASS B: GROUND INVESTIGATION,03 ROTARY DRILLED BOREHOLES,,Establishment of standard plant and equipment and removal on completion,item,,0.0,0.0,0.0,42145.07,42145.07,0.0,0.0,0.0,55173.44,55173.44,All-in specialist rate,All-in (not split),42145.07,0.0,,Source publishes a specialist/sub-contract all-in rate; no labour/plant/material build-up exists to derive from.
163,IMG_0067,CLASS B: GROUND INVESTIGATION,03 ROTARY DRILLED BOREHOLES,,Setting up at each borehole position,nr,,0.0,0.0,0.0,17.58,17.58,0.0,0.0,0.0,23.01,23.01,All-in specialist rate,All-in (not split),17.58,0.0,,Source publishes a specialist/sub-contract all-in rate; no labour/plant/material build-up exists to derive from.
165,IMG_0067,CLASS B: GROUND INVESTIGATION,03 ROTARY DRILLED BOREHOLES,Depth without core recovery; nominal minimum core dia. 100 mm,ne 5.0 m deep,m,,0.0,0.0,0.0,99.82,99.82,0.0,0.0,0.0,130.68,130.68,All-in specialist rate,All-in (not split),99.82,0.0,,Source publishes a specialist/sub-contract all-in rate; no labour/plant/material build-up exists to derive from.
166,IMG_0067,CLASS B: GROUND INVESTIGATION,03 ROTARY DRILLED BOREHOLES,Depth without core recovery; nominal minimum core dia. 100 mm,5-10 m deep,m,,0.0,0.0,0.0,99.82,99.82,0.0,0.0,0.0,130.68,130.68,All-in specialist rate,All-in (not split),99.82,0.0,,Source publishes a specialist/sub-contract all-in rate; no labour/plant/material build-up exists to derive from.
167,IMG_0067,CLASS B: GROUND INVESTIGATION,03 ROTARY DRILLED BOREHOLES,Depth without core recovery; nominal minimum core dia. 100 mm,10-20 m deep,m,,0.0,0.0,0.0,110.47,110.47,0.0,0.0,0.0,144.62,144.62,All-in specialist rate,All-in (not split),110.47,0.0,,Source publishes a specialist/sub-contract all-in rate; no labour/plant/material build-up exists to derive from.
168,IMG_0067,CLASS B: GROUND INVESTIGATION,03 ROTARY DRILLED BOREHOLES,Depth without core recovery; nominal minimum core dia. 100 mm,20-30 m deep,m,,0.0,0.0,0.0,110.47,110.47,0.0,0.0,0.0,144.62,144.62,All-in specialist rate,All-in (not split),110.47,0.0,,Source publishes a specialist/sub-contract all-in rate; no labour/plant/material build-up exists to derive from.
170,IMG_0067,CLASS B: GROUND INVESTIGATION,03 ROTARY DRILLED BOREHOLES,Depth with core recovery; nominal minimum core dia. 75 mm,ne 5.0 m deep,m,,0.0,0.0,0.0,163.71,163.71,0.0,0.0,0.0,214.32,214.32,All-in specialist rate,All-in (not split),163.71,0.0,,Source publishes a specialist/sub-contract all-in rate; no labour/plant/material build-up exists to derive from.
171,IMG_0067,CLASS B: GROUND INVESTIGATION,03 ROTARY DRILLED BOREHOLES,Depth with core recovery; nominal minimum core dia. 75 mm,5-10 m deep,m,,0.0,0.0,0.0,165.04,165.04,0.0,0.0,0.0,216.06,216.06,All-in specialist rate,All-in (not split),165.04,0.0,,Source publishes a specialist/sub-contract all-in rate; no labour/plant/material build-up exists to derive from.
172,IMG_0067,CLASS B: GROUND INVESTIGATION,03 ROTARY DRILLED BOREHOLES,Depth with core recovery; nominal minimum core dia. 75 mm,10-20 m deep,m,,0.0,0.0,0.0,192.99,192.99,0.0,0.0,0.0,252.65,252.65,All-in specialist rate,All-in (not split),192.99,0.0,,Source publishes a specialist/sub-contract all-in rate; no labour/plant/material build-up exists to derive from.
173,IMG_0067,CLASS B: GROUND INVESTIGATION,03 ROTARY DRILLED BOREHOLES,Depth with core recovery; nominal minimum core dia. 75 mm,20-30 m deep,m,,0.0,0.0,0.0,263.53,263.53,0.0,0.0,0.0,345.0,345.0,All-in specialist rate,All-in (not split),263.53,0.0,,Source publishes a specialist/sub-contract all-in rate; no labour/plant/material build-up exists to derive from.
174,IMG_0067,CLASS B: GROUND INVESTIGATION,03 ROTARY DRILLED BOREHOLES,Depth with core recovery; nominal minimum core dia. 75 mm,Depth cased; semi-rigid plastic core barrel liner,m,,0.0,0.0,0.0,15.97,15.97,0.0,0.0,0.0,20.91,20.91,All-in specialist rate,All-in (not split),15.97,0.0,,Source publishes a specialist/sub-contract all-in rate; no labour/plant/material build-up exists to derive from.
177,IMG_0067,CLASS B: GROUND INVESTIGATION,04 SAMPLES,General; From the surface or from trial pits and trenches,undisturbed soft material; minimum 200 mm cube,nr,,0.0,0.0,0.0,28.59,28.59,0.0,0.0,0.0,37.43,37.43,All-in specialist rate,All-in (not split),28.59,0.0,,Source publishes a specialist/sub-contract all-in rate; no labour/plant/material build-up exists to derive from.
178,IMG_0067,CLASS B: GROUND INVESTIGATION,04 SAMPLES,General; From the surface or from trial pits and trenches,disturbed soft material; minimum 5 kg,nr,,0.0,0.0,0.0,4.48,4.48,0.0,0.0,0.0,5.86,5.86,All-in specialist rate,All-in (not split),4.48,0.0,,Source publishes a specialist/sub-contract all-in rate; no labour/plant/material build-up exists to derive from.
179,IMG_0067,CLASS B: GROUND INVESTIGATION,04 SAMPLES,General; From the surface or from trial pits and trenches,rock; minimum 5 kg,nr,,0.0,0.0,0.0,17.83,17.83,0.0,0.0,0.0,23.34,23.34,All-in specialist rate,All-in (not split),17.83,0.0,,Source publishes a specialist/sub-contract all-in rate; no labour/plant/material build-up exists to derive from.
180,IMG_0067,CLASS B: GROUND INVESTIGATION,04 SAMPLES,General; From the surface or from trial pits and trenches,groundwater; miniumum 1 l,nr,,0.0,0.0,0.0,7.93,7.93,0.0,0.0,0.0,10.38,10.38,All-in specialist rate,All-in (not split),7.93,0.0,,Source publishes a specialist/sub-contract all-in rate; no labour/plant/material build-up exists to derive from.
182,IMG_0067,CLASS B: GROUND INVESTIGATION,04 SAMPLES,From boreholes,open tube; 100 mm dia. x 450 mm long,nr,,0.0,0.0,0.0,28.17,28.17,0.0,0.0,0.0,36.88,36.88,All-in specialist rate,All-in (not split),28.17,0.0,,Source publishes a specialist/sub-contract all-in rate; no labour/plant/material build-up exists to derive from.
183,IMG_0067,CLASS B: GROUND INVESTIGATION,04 SAMPLES,From boreholes,disturbed; minimum 5 kg,nr,,0.0,0.0,0.0,4.36,4.36,0.0,0.0,0.0,5.71,5.71,All-in specialist rate,All-in (not split),4.36,0.0,,Source publishes a specialist/sub-contract all-in rate; no labour/plant/material build-up exists to derive from.
184,IMG_0067,CLASS B: GROUND INVESTIGATION,04 SAMPLES,From boreholes,groundwater; minimum 1 l,nr,,0.0,0.0,0.0,6.82,6.82,0.0,0.0,0.0,8.93,8.93,All-in specialist rate,All-in (not split),6.82,0.0,,Source publishes a specialist/sub-contract all-in rate; no labour/plant/material build-up exists to derive from.
185,IMG_0067,CLASS B: GROUND INVESTIGATION,04 SAMPLES,From boreholes,stationary piston,nr,,0.0,0.0,0.0,6.94,6.94,0.0,0.0,0.0,9.09,9.09,All-in specialist rate,All-in (not split),6.94,0.0,,Source publishes a specialist/sub-contract all-in rate; no labour/plant/material build-up exists to derive from.
186,IMG_0067,CLASS B: GROUND INVESTIGATION,04 SAMPLES,From boreholes,Swedish foil,nr,,0.0,0.0,0.0,44,44.0,0.0,0.0,0.0,57.6,57.6,All-in specialist rate,All-in (not split),44,0.0,,Source publishes a specialist/sub-contract all-in rate; no labour/plant/material build-up exists to derive from.
187,IMG_0067,CLASS B: GROUND INVESTIGATION,04 SAMPLES,From boreholes,Delft,nr,,0.0,0.0,0.0,44,44.0,0.0,0.0,0.0,57.6,57.6,All-in specialist rate,All-in (not split),44,0.0,,Source publishes a specialist/sub-contract all-in rate; no labour/plant/material build-up exists to derive from.
188,IMG_0067,CLASS B: GROUND INVESTIGATION,04 SAMPLES,From boreholes,Bishop sand,nr,,0.0,0.0,0.0,7.03,7.03,0.0,0.0,0.0,9.2,9.2,All-in specialist rate,All-in (not split),7.03,0.0,,Source publishes a specialist/sub-contract all-in rate; no labour/plant/material build-up exists to derive from.
191,IMG_0067,CLASS B: GROUND INVESTIGATION,06 INSTRUMENTAL OBSERVATIONS,General; Pressure head,standpipe; 75 mm dia. HDPE pipe,m,,0.0,0.0,0.0,73.85,73.85,0.0,0.0,0.0,96.68,96.68,All-in specialist rate,All-in (not split),73.85,0.0,,Source publishes a specialist/sub-contract all-in rate; no labour/plant/material build-up exists to derive from.
192,IMG_0067,CLASS B: GROUND INVESTIGATION,06 INSTRUMENTAL OBSERVATIONS,General; Pressure head,piezometer,m,,0.0,0.0,0.0,117.37,117.37,0.0,0.0,0.0,153.65,153.65,All-in specialist rate,All-in (not split),117.37,0.0,,Source publishes a specialist/sub-contract all-in rate; no labour/plant/material build-up exists to derive from.
193,IMG_0067,CLASS B: GROUND INVESTIGATION,06 INSTRUMENTAL OBSERVATIONS,General; Pressure head,install protective cover,nr,,0.0,0.0,0.0,191.22,191.22,0.0,0.0,0.0,250.33,250.33,All-in specialist rate,All-in (not split),191.22,0.0,,Source publishes a specialist/sub-contract all-in rate; no labour/plant/material build-up exists to derive from.
194,IMG_0067,CLASS B: GROUND INVESTIGATION,06 INSTRUMENTAL OBSERVATIONS,General; Pressure head,readings,nr,,0.0,0.0,0.0,79.12,79.12,0.0,0.0,0.0,103.58,103.58,All-in specialist rate,All-in (not split),79.12,0.0,,Source publishes a specialist/sub-contract all-in rate; no labour/plant/material build-up exists to derive from.
197,IMG_0067,CLASS B: GROUND INVESTIGATION,07 LABORATORY TESTS,General; Classification,moisture content,nr,,0.0,0.0,0.0,7.43,7.43,0.0,0.0,0.0,9.73,9.73,All-in specialist rate,All-in (not split),7.43,0.0,,Source publishes a specialist/sub-contract all-in rate; no labour/plant/material build-up exists to derive from.
198,IMG_0067,CLASS B: GROUND INVESTIGATION,07 LABORATORY TESTS,General; Classification,specific gravity,nr,,0.0,0.0,0.0,10.71,10.71,0.0,0.0,0.0,14.02,14.02,All-in specialist rate,All-in (not split),10.71,0.0,,Source publishes a specialist/sub-contract all-in rate; no labour/plant/material build-up exists to derive from.
199,IMG_0067,CLASS B: GROUND INVESTIGATION,07 LABORATORY TESTS,General; Classification,particle size analysis by sieve,nr,,0.0,0.0,0.0,44.67,44.67,0.0,0.0,0.0,58.48,58.48,All-in specialist rate,All-in (not split),44.67,0.0,,Source publishes a specialist/sub-contract all-in rate; no labour/plant/material build-up exists to derive from.
200,IMG_0067,CLASS B: GROUND INVESTIGATION,07 LABORATORY TESTS,General; Classification,particle size analysis by pipette or hydrometer,nr,,0.0,0.0,0.0,59.55,59.55,0.0,0.0,0.0,77.96,77.96,All-in specialist rate,All-in (not split),59.55,0.0,,Source publishes a specialist/sub-contract all-in rate; no labour/plant/material build-up exists to derive from.
202,IMG_0067,CLASS B: GROUND INVESTIGATION,07 LABORATORY TESTS,Chemical content,organic matter,nr,,0.0,0.0,0.0,47.65,47.65,0.0,0.0,0.0,62.38,62.38,All-in specialist rate,All-in (not split),47.65,0.0,,Source publishes a specialist/sub-contract all-in rate; no labour/plant/material build-up exists to derive from.
203,IMG_0067,CLASS B: GROUND INVESTIGATION,07 LABORATORY TESTS,Chemical content,sulphate,nr,,0.0,0.0,0.0,32.74,32.74,0.0,0.0,0.0,42.86,42.86,All-in specialist rate,All-in (not split),32.74,0.0,,Source publishes a specialist/sub-contract all-in rate; no labour/plant/material build-up exists to derive from.
204,IMG_0067,CLASS B: GROUND INVESTIGATION,07 LABORATORY TESTS,Chemical content,pH value,nr,,0.0,0.0,0.0,10.43,10.43,0.0,0.0,0.0,13.65,13.65,All-in specialist rate,All-in (not split),10.43,0.0,,Source publishes a specialist/sub-contract all-in rate; no labour/plant/material build-up exists to derive from.
205,IMG_0067,CLASS B: GROUND INVESTIGATION,07 LABORATORY TESTS,Chemical content,contaminants; Comprehensive,nr,,0.0,0.0,0.0,372.31,372.31,0.0,0.0,0.0,487.4,487.4,All-in specialist rate,All-in (not split),372.31,0.0,,Source publishes a specialist/sub-contract all-in rate; no labour/plant/material build-up exists to derive from.
206,IMG_0067,CLASS B: GROUND INVESTIGATION,07 LABORATORY TESTS,Chemical content,contaminants; Abbreviated,nr,,0.0,0.0,0.0,260.6,260.6,0.0,0.0,0.0,341.16,341.16,All-in specialist rate,All-in (not split),260.6,0.0,,Source publishes a specialist/sub-contract all-in rate; no labour/plant/material build-up exists to derive from.
207,IMG_0067,CLASS B: GROUND INVESTIGATION,07 LABORATORY TESTS,Chemical content,"contaminants; Mini, Screening",nr,,0.0,0.0,0.0,215.95,215.95,0.0,0.0,0.0,282.71,282.71,All-in specialist rate,All-in (not split),215.95,0.0,,Source publishes a specialist/sub-contract all-in rate; no labour/plant/material build-up exists to derive from.
208,IMG_0067,CLASS B: GROUND INVESTIGATION,07 LABORATORY TESTS,Chemical content,contaminants; nitrogen herbicides,nr,,0.0,0.0,0.0,193.6,193.6,0.0,0.0,0.0,253.45,253.45,All-in specialist rate,All-in (not split),193.6,0.0,,Source publishes a specialist/sub-contract all-in rate; no labour/plant/material build-up exists to derive from.
209,IMG_0067,CLASS B: GROUND INVESTIGATION,07 LABORATORY TESTS,Chemical content,contaminants; organophosphorus pesticides,nr,,0.0,0.0,0.0,163.81,163.81,0.0,0.0,0.0,214.45,214.45,All-in specialist rate,All-in (not split),163.81,0.0,,Source publishes a specialist/sub-contract all-in rate; no labour/plant/material build-up exists to derive from.
210,IMG_0067,CLASS B: GROUND INVESTIGATION,07 LABORATORY TESTS,Chemical content,contaminants; organochlorine pesticides,nr,,0.0,0.0,0.0,163.81,163.81,0.0,0.0,0.0,214.45,214.45,All-in specialist rate,All-in (not split),163.81,0.0,,Source publishes a specialist/sub-contract all-in rate; no labour/plant/material build-up exists to derive from.
212,IMG_0067,CLASS B: GROUND INVESTIGATION,07 LABORATORY TESTS,Compaction,standard,nr,,0.0,0.0,0.0,193.59,193.59,0.0,0.0,0.0,253.43,253.43,All-in specialist rate,All-in (not split),193.59,0.0,,Source publishes a specialist/sub-contract all-in rate; no labour/plant/material build-up exists to derive from.
213,IMG_0067,CLASS B: GROUND INVESTIGATION,07 LABORATORY TESTS,Compaction,heavy,nr,,0.0,0.0,0.0,193.6,193.6,0.0,0.0,0.0,253.45,253.45,All-in specialist rate,All-in (not split),193.6,0.0,,Source publishes a specialist/sub-contract all-in rate; no labour/plant/material build-up exists to derive from.
214,IMG_0067,CLASS B: GROUND INVESTIGATION,07 LABORATORY TESTS,Compaction,vibratory,nr,,0.0,0.0,0.0,215.95,215.95,0.0,0.0,0.0,282.71,282.71,All-in specialist rate,All-in (not split),215.95,0.0,,Source publishes a specialist/sub-contract all-in rate; no labour/plant/material build-up exists to derive from.
216,IMG_0067,CLASS B: GROUND INVESTIGATION,07 LABORATORY TESTS,Permeability,falling head,nr,,0.0,0.0,0.0,89.36,89.36,0.0,0.0,0.0,116.98,116.98,All-in specialist rate,All-in (not split),89.36,0.0,,Source publishes a specialist/sub-contract all-in rate; no labour/plant/material build-up exists to derive from.
219,IMG_0068,CLASS B: GROUND INVESTIGATION,07 LABORATORY TESTS,Soil strength (continued),quick undrained triaxial; set of three 38 mm dia. specimens,nr,,0.0,0.0,0.0,44.67,44.67,0.0,0.0,0.0,58.48,58.48,All-in specialist rate,All-in (not split),44.67,0.0,,Source publishes a specialist/sub-contract all-in rate; no labour/plant/material build-up exists to derive from.
220,IMG_0068,CLASS B: GROUND INVESTIGATION,07 LABORATORY TESTS,Soil strength (continued),shear box; peak only; size of shearbox 100 x 100 mm,nr,,0.0,0.0,0.0,55.84,55.84,0.0,0.0,0.0,73.1,73.1,All-in specialist rate,All-in (not split),55.84,0.0,,Source publishes a specialist/sub-contract all-in rate; no labour/plant/material build-up exists to derive from.
221,IMG_0068,CLASS B: GROUND INVESTIGATION,07 LABORATORY TESTS,Soil strength (continued),California bearing ratio; typical,nr,,0.0,0.0,0.0,65.53,65.53,0.0,0.0,0.0,85.79,85.79,All-in specialist rate,All-in (not split),65.53,0.0,,Source publishes a specialist/sub-contract all-in rate; no labour/plant/material build-up exists to derive from.
223,IMG_0068,CLASS B: GROUND INVESTIGATION,07 LABORATORY TESTS,Rock strength,point load test; minimum 5 kg sample,nr,,0.0,0.0,0.0,96.23,96.23,0.0,0.0,0.0,125.98,125.98,All-in specialist rate,All-in (not split),96.23,0.0,,Source publishes a specialist/sub-contract all-in rate; no labour/plant/material build-up exists to derive from.
226,IMG_0068,CLASS B: GROUND INVESTIGATION,08 PROFESSIONAL SERVICES,General,Technician,hr,,0.0,0.0,0.0,61.31,61.31,0.0,0.0,0.0,80.26,80.26,All-in specialist rate,All-in (not split),61.31,0.0,,Source publishes a specialist/sub-contract all-in rate; no labour/plant/material build-up exists to derive from.
227,IMG_0068,CLASS B: GROUND INVESTIGATION,08 PROFESSIONAL SERVICES,General,Technician engineer,hr,,0.0,0.0,0.0,84.1,84.1,0.0,0.0,0.0,110.1,110.1,All-in specialist rate,All-in (not split),84.1,0.0,,Source publishes a specialist/sub-contract all-in rate; no labour/plant/material build-up exists to derive from.
229,IMG_0068,CLASS B: GROUND INVESTIGATION,08 PROFESSIONAL SERVICES,Engineer or geologist,graduate,hr,,0.0,0.0,0.0,84.1,84.1,0.0,0.0,0.0,110.1,110.1,All-in specialist rate,All-in (not split),84.1,0.0,,Source publishes a specialist/sub-contract all-in rate; no labour/plant/material build-up exists to derive from.
