Ref,Page,Class,Section,Sub-heading,Item,Unit,Gang hrs,Labour £,Plant £,Material £,Sub-contract £,UK COST £,Labour €,Plant €,Material €,Sub-contract €,IRISH COST €,Derivation basis,Confidence,Published rate £ (superseded),Variance £,Flag,Derivation note
3332,IMG_0110,"CLASS L: PIPEWORK SUPPORTS AND PROTECTION, ANCILLARIES TO LAYING AND EXCAVATION",05 SURROUNDS,Imported granular material; 100 mm thick bed for pipes nominal bore,100 mm,m,0.12,10.1,5.43,13.43,0.0,28.96,15.84,6.35,15.71,0.0,37.9,Stated build-up,High,28.96,0.0,,Labour + plant + material as published; reconciles to the published rate.
3333,IMG_0110,"CLASS L: PIPEWORK SUPPORTS AND PROTECTION, ANCILLARIES TO LAYING AND EXCAVATION",05 SURROUNDS,Imported granular material; 100 mm thick bed for pipes nominal bore,150 mm,m,0.17,14.31,7.75,19.19,0.0,41.25,22.45,9.06,22.44,0.0,53.95,Stated build-up,High,41.26,-0.01,,Labour + plant + material as published; reconciles to the published rate.
3334,IMG_0110,"CLASS L: PIPEWORK SUPPORTS AND PROTECTION, ANCILLARIES TO LAYING AND EXCAVATION",05 SURROUNDS,Imported granular material; 100 mm thick bed for pipes nominal bore,225 mm,m,0.19,15.99,13.46,30.77,0.0,60.22,25.08,15.74,35.98,0.0,76.8,Stated build-up,High,60.23,-0.01,,Labour + plant + material as published; reconciles to the published rate.
3335,IMG_0110,"CLASS L: PIPEWORK SUPPORTS AND PROTECTION, ANCILLARIES TO LAYING AND EXCAVATION",05 SURROUNDS,Imported granular material; 100 mm thick bed for pipes nominal bore,300 mm,m,0.23,19.36,16.35,42.95,0.0,78.66,30.37,19.12,50.23,0.0,99.72,Stated build-up,High,78.66,0.0,,Labour + plant + material as published; reconciles to the published rate.
3337,IMG_0110,"CLASS L: PIPEWORK SUPPORTS AND PROTECTION, ANCILLARIES TO LAYING AND EXCAVATION",05 SURROUNDS,Imported granular material; 150 mm thick bed for pipes nominal bore,100 mm,m,0.1,8.42,7.75,16.26,0.0,32.43,13.21,9.06,19.01,0.0,41.28,Stated build-up,High,32.43,0.0,,Labour + plant + material as published; reconciles to the published rate.
3338,IMG_0110,"CLASS L: PIPEWORK SUPPORTS AND PROTECTION, ANCILLARIES TO LAYING AND EXCAVATION",05 SURROUNDS,Imported granular material; 150 mm thick bed for pipes nominal bore,150 mm,m,0.12,10.1,9.3,22.35,0.0,41.75,15.84,10.88,26.14,0.0,52.86,Stated build-up,High,41.75,0.0,,Labour + plant + material as published; reconciles to the published rate.
3339,IMG_0110,"CLASS L: PIPEWORK SUPPORTS AND PROTECTION, ANCILLARIES TO LAYING AND EXCAVATION",05 SURROUNDS,Imported granular material; 150 mm thick bed for pipes nominal bore,225 mm,m,0.14,11.79,10.85,34.4,0.0,57.04,18.49,12.69,40.23,0.0,71.41,Stated build-up,High,57.04,0.0,,Labour + plant + material as published; reconciles to the published rate.
3340,IMG_0110,"CLASS L: PIPEWORK SUPPORTS AND PROTECTION, ANCILLARIES TO LAYING AND EXCAVATION",05 SURROUNDS,Imported granular material; 150 mm thick bed for pipes nominal bore,300 mm,m,0.18,15.15,13.95,46.8,0.0,75.9,23.76,16.31,54.73,0.0,94.8,Stated build-up,High,75.9,0.0,,Labour + plant + material as published; reconciles to the published rate.
3341,IMG_0110,"CLASS L: PIPEWORK SUPPORTS AND PROTECTION, ANCILLARIES TO LAYING AND EXCAVATION",05 SURROUNDS,Imported granular material; 150 mm thick bed for pipes nominal bore,400 mm,m,0.24,20.2,18.6,68.24,0.0,107.04,31.69,21.75,79.8,0.0,133.24,Stated build-up,High,107.05,-0.01,,Labour + plant + material as published; reconciles to the published rate.
3342,IMG_0110,"CLASS L: PIPEWORK SUPPORTS AND PROTECTION, ANCILLARIES TO LAYING AND EXCAVATION",05 SURROUNDS,Imported granular material; 150 mm thick bed for pipes nominal bore,450 mm,m,0.28,23.57,21.7,87.07,0.0,132.34,36.97,25.38,101.82,0.0,164.17,Stated build-up,High,132.34,0.0,,Labour + plant + material as published; reconciles to the published rate.
3343,IMG_0110,"CLASS L: PIPEWORK SUPPORTS AND PROTECTION, ANCILLARIES TO LAYING AND EXCAVATION",05 SURROUNDS,Imported granular material; 150 mm thick bed for pipes nominal bore,600 mm,m,0.34,28.62,26.36,139.98,0.0,194.96,44.89,30.83,163.69,0.0,239.41,Stated build-up,High,194.96,0.0,,Labour + plant + material as published; reconciles to the published rate.
3344,IMG_0110,"CLASS L: PIPEWORK SUPPORTS AND PROTECTION, ANCILLARIES TO LAYING AND EXCAVATION",05 SURROUNDS,Imported granular material; 150 mm thick bed for pipes nominal bore,750 mm,m,0.38,31.99,29.46,195.82,0.0,257.27,50.18,34.45,228.99,0.0,313.62,Stated build-up,High,257.27,0.0,,Labour + plant + material as published; reconciles to the published rate.
3345,IMG_0110,"CLASS L: PIPEWORK SUPPORTS AND PROTECTION, ANCILLARIES TO LAYING AND EXCAVATION",05 SURROUNDS,Imported granular material; 150 mm thick bed for pipes nominal bore,900 mm,m,0.42,35.36,32.56,272.53,0.0,340.45,55.47,38.08,318.7,0.0,412.25,Stated build-up,High,340.44,0.01,,Labour + plant + material as published; reconciles to the published rate.
3346,IMG_0110,"CLASS L: PIPEWORK SUPPORTS AND PROTECTION, ANCILLARIES TO LAYING AND EXCAVATION",05 SURROUNDS,Imported granular material; 150 mm thick bed for pipes nominal bore,1200 mm,m,0.5,42.09,38.76,434.51,0.0,515.36,66.02,45.33,508.12,0.0,619.47,Stated build-up,High,515.36,0.0,,Labour + plant + material as published; reconciles to the published rate.
3348,IMG_0110,"CLASS L: PIPEWORK SUPPORTS AND PROTECTION, ANCILLARIES TO LAYING AND EXCAVATION",05 SURROUNDS,Mass concrete; 100 mm thick bed for pipes nominal bore,100 mm,m,0.14,11.79,10.85,20.04,0.0,42.68,18.49,12.69,23.43,0.0,54.61,Stated build-up,High,42.68,0.0,,Labour + plant + material as published; reconciles to the published rate.
3349,IMG_0110,"CLASS L: PIPEWORK SUPPORTS AND PROTECTION, ANCILLARIES TO LAYING AND EXCAVATION",05 SURROUNDS,Mass concrete; 100 mm thick bed for pipes nominal bore,150 mm,m,0.16,13.47,12.4,28.78,0.0,54.65,21.13,14.5,33.66,0.0,69.29,Stated build-up,High,54.65,0.0,,Labour + plant + material as published; reconciles to the published rate.
3350,IMG_0110,"CLASS L: PIPEWORK SUPPORTS AND PROTECTION, ANCILLARIES TO LAYING AND EXCAVATION",05 SURROUNDS,Mass concrete; 100 mm thick bed for pipes nominal bore,225 mm,m,0.18,15.15,13.95,46.08,0.0,75.18,23.76,16.31,53.89,0.0,93.96,Stated build-up,High,75.18,0.0,,Labour + plant + material as published; reconciles to the published rate.
3351,IMG_0110,"CLASS L: PIPEWORK SUPPORTS AND PROTECTION, ANCILLARIES TO LAYING AND EXCAVATION",05 SURROUNDS,Mass concrete; 100 mm thick bed for pipes nominal bore,300 mm,m,0.22,18.52,17.05,64.28,0.0,99.85,29.05,19.94,75.17,0.0,124.16,Stated build-up,High,99.86,-0.01,,Labour + plant + material as published; reconciles to the published rate.
3353,IMG_0110,"CLASS L: PIPEWORK SUPPORTS AND PROTECTION, ANCILLARIES TO LAYING AND EXCAVATION",05 SURROUNDS,Mass concrete; 150 mm thick bed for pipes nominal bore,150 mm,m,0.23,19.36,17.83,33.45,0.0,70.64,30.37,20.85,39.12,0.0,90.34,Stated build-up,High,70.64,0.0,,Labour + plant + material as published; reconciles to the published rate.
3354,IMG_0110,"CLASS L: PIPEWORK SUPPORTS AND PROTECTION, ANCILLARIES TO LAYING AND EXCAVATION",05 SURROUNDS,Mass concrete; 150 mm thick bed for pipes nominal bore,225 mm,m,0.26,21.89,20.15,51.48,0.0,93.52,34.34,23.56,60.2,0.0,118.1,Stated build-up,High,93.53,-0.01,,Labour + plant + material as published; reconciles to the published rate.
3355,IMG_0110,"CLASS L: PIPEWORK SUPPORTS AND PROTECTION, ANCILLARIES TO LAYING AND EXCAVATION",05 SURROUNDS,Mass concrete; 150 mm thick bed for pipes nominal bore,300 mm,m,0.3,25.25,23.26,70.07,0.0,118.58,39.61,27.2,81.94,0.0,148.75,Stated build-up,High,118.58,0.0,,Labour + plant + material as published; reconciles to the published rate.
3356,IMG_0110,"CLASS L: PIPEWORK SUPPORTS AND PROTECTION, ANCILLARIES TO LAYING AND EXCAVATION",05 SURROUNDS,Mass concrete; 150 mm thick bed for pipes nominal bore,400 mm,m,0.36,30.31,27.91,102.21,0.0,160.43,47.55,32.64,119.52,0.0,199.71,Stated build-up,High,160.42,0.01,,Labour + plant + material as published; reconciles to the published rate.
3357,IMG_0110,"CLASS L: PIPEWORK SUPPORTS AND PROTECTION, ANCILLARIES TO LAYING AND EXCAVATION",05 SURROUNDS,Mass concrete; 150 mm thick bed for pipes nominal bore,450 mm,m,0.4,33.67,31.01,130.27,0.0,194.95,52.82,36.26,152.34,0.0,241.42,Stated build-up,High,194.95,0.0,,Labour + plant + material as published; reconciles to the published rate.
3358,IMG_0110,"CLASS L: PIPEWORK SUPPORTS AND PROTECTION, ANCILLARIES TO LAYING AND EXCAVATION",05 SURROUNDS,Mass concrete; 150 mm thick bed for pipes nominal bore,600 mm,m,0.45,37.88,34.88,209.41,0.0,282.17,59.42,40.79,244.88,0.0,345.09,Stated build-up,High,282.18,-0.01,,Labour + plant + material as published; reconciles to the published rate.
3359,IMG_0110,"CLASS L: PIPEWORK SUPPORTS AND PROTECTION, ANCILLARIES TO LAYING AND EXCAVATION",05 SURROUNDS,Mass concrete; 150 mm thick bed for pipes nominal bore,750 mm,m,0.5,42.09,38.76,293,0.0,373.85,66.02,45.33,342.63,0.0,453.98,Stated build-up,High,373.85,0.0,,Labour + plant + material as published; reconciles to the published rate.
3360,IMG_0110,"CLASS L: PIPEWORK SUPPORTS AND PROTECTION, ANCILLARIES TO LAYING AND EXCAVATION",05 SURROUNDS,Mass concrete; 150 mm thick bed for pipes nominal bore,900 mm,m,0.55,46.3,42.63,407.54,0.0,496.47,72.63,49.85,476.58,0.0,599.06,Stated build-up,High,496.47,0.0,,Labour + plant + material as published; reconciles to the published rate.
3361,IMG_0110,"CLASS L: PIPEWORK SUPPORTS AND PROTECTION, ANCILLARIES TO LAYING AND EXCAVATION",05 SURROUNDS,Mass concrete; 150 mm thick bed for pipes nominal bore,1200 mm,m,0.61,51.35,47.29,649.56,0.0,748.2,80.55,55.3,759.6,0.0,895.45,Stated build-up,High,748.19,0.01,,Labour + plant + material as published; reconciles to the published rate.
3364,IMG_0110,"CLASS L: PIPEWORK SUPPORTS AND PROTECTION, ANCILLARIES TO LAYING AND EXCAVATION",07 CONCRETE STOOLS AND THRUST BLOCKS,Mass concrete; Concrete stools or thrust blocks (nett volume of concrete excluding volume occupied by pipes),0.1 m3,nr,0.18,15.15,13.95,16.59,0.0,45.69,23.76,16.31,19.4,0.0,59.47,Stated build-up,High,45.7,-0.01,,Labour + plant + material as published; reconciles to the published rate.
3365,IMG_0110,"CLASS L: PIPEWORK SUPPORTS AND PROTECTION, ANCILLARIES TO LAYING AND EXCAVATION",07 CONCRETE STOOLS AND THRUST BLOCKS,Mass concrete; Concrete stools or thrust blocks (nett volume of concrete excluding volume occupied by pipes),0.1-0.2 m3,nr,0.32,26.94,24.81,33.22,0.0,84.97,42.26,29.01,38.85,0.0,110.12,Stated build-up,High,84.96,0.01,,Labour + plant + material as published; reconciles to the published rate.
3366,IMG_0110,"CLASS L: PIPEWORK SUPPORTS AND PROTECTION, ANCILLARIES TO LAYING AND EXCAVATION",07 CONCRETE STOOLS AND THRUST BLOCKS,Mass concrete; Concrete stools or thrust blocks (nett volume of concrete excluding volume occupied by pipes),0.2-0.5 m3,nr,0.62,52.19,48.06,83.19,0.0,183.44,81.87,56.2,97.28,0.0,235.35,Stated build-up,High,183.45,-0.01,,Labour + plant + material as published; reconciles to the published rate.
3367,IMG_0110,"CLASS L: PIPEWORK SUPPORTS AND PROTECTION, ANCILLARIES TO LAYING AND EXCAVATION",07 CONCRETE STOOLS AND THRUST BLOCKS,Mass concrete; Concrete stools or thrust blocks (nett volume of concrete excluding volume occupied by pipes),0.5-1.0 m3,nr,0.91,76.6,70.54,166.52,0.0,313.66,120.16,82.49,194.73,0.0,397.38,Stated build-up,High,313.66,0.0,,Labour + plant + material as published; reconciles to the published rate.
3369,IMG_0111,"CLASS L: PIPEWORK SUPPORTS AND PROTECTION, ANCILLARIES TO LAYING AND EXCAVATION",07 CONCRETE STOOLS AND THRUST BLOCKS,Mass concrete; Concrete stools or thrust blocks (continued),1.0-2.0 m3,nr,1.29,108.59,100,333.35,0.0,541.94,170.34,116.94,389.82,0.0,677.1,Stated build-up,High,541.94,0.0,,Labour + plant + material as published; reconciles to the published rate.
3370,IMG_0111,"CLASS L: PIPEWORK SUPPORTS AND PROTECTION, ANCILLARIES TO LAYING AND EXCAVATION",07 CONCRETE STOOLS AND THRUST BLOCKS,Mass concrete; Concrete stools or thrust blocks (continued),2.0-4.0 m3,nr,3.15,265.17,244.18,666.36,0.0,1175.71,415.95,285.54,779.24,0.0,1480.73,Stated build-up,High,1175.7,0.01,,Labour + plant + material as published; reconciles to the published rate.
3376,IMG_0111,CLASS M: STRUCTURAL METALWORK,03 FABRICATION OF MEMBERS FOR FRAMES,Members for Frames; Columns,universal beams; straight on plan,t,,0.0,0.0,0.0,1864.45,1864.45,0.0,0.0,0.0,2440.81,2440.81,All-in specialist rate,All-in (not split),1864.45,0.0,,Source publishes a specialist/sub-contract all-in rate; no labour/plant/material build-up exists to derive from.
3377,IMG_0111,CLASS M: STRUCTURAL METALWORK,03 FABRICATION OF MEMBERS FOR FRAMES,Members for Frames; Columns,circular hollow sections; straight on plan,t,,0.0,0.0,0.0,2272.56,2272.56,0.0,0.0,0.0,2975.08,2975.08,All-in specialist rate,All-in (not split),2272.56,0.0,,Source publishes a specialist/sub-contract all-in rate; no labour/plant/material build-up exists to derive from.
3378,IMG_0111,CLASS M: STRUCTURAL METALWORK,03 FABRICATION OF MEMBERS FOR FRAMES,Members for Frames; Columns,rectangular hollow sections; straight on plan,t,,0.0,0.0,0.0,2159.61,2159.61,0.0,0.0,0.0,2827.21,2827.21,All-in specialist rate,All-in (not split),2159.61,0.0,,Source publishes a specialist/sub-contract all-in rate; no labour/plant/material build-up exists to derive from.
3380,IMG_0111,CLASS M: STRUCTURAL METALWORK,03 FABRICATION OF MEMBERS FOR FRAMES,Beams,universal beams; straight on plan,t,,0.0,0.0,0.0,1734.95,1734.95,0.0,0.0,0.0,2271.28,2271.28,All-in specialist rate,All-in (not split),1734.95,0.0,,Source publishes a specialist/sub-contract all-in rate; no labour/plant/material build-up exists to derive from.
3381,IMG_0111,CLASS M: STRUCTURAL METALWORK,03 FABRICATION OF MEMBERS FOR FRAMES,Beams,universal beams; curved on plan,t,,0.0,0.0,0.0,2175.62,2175.62,0.0,0.0,0.0,2848.17,2848.17,All-in specialist rate,All-in (not split),2175.62,0.0,,Source publishes a specialist/sub-contract all-in rate; no labour/plant/material build-up exists to derive from.
3382,IMG_0111,CLASS M: STRUCTURAL METALWORK,03 FABRICATION OF MEMBERS FOR FRAMES,Beams,channels; straight on plan,t,,0.0,0.0,0.0,2108.7,2108.7,0.0,0.0,0.0,2760.57,2760.57,All-in specialist rate,All-in (not split),2108.7,0.0,,Source publishes a specialist/sub-contract all-in rate; no labour/plant/material build-up exists to derive from.
3383,IMG_0111,CLASS M: STRUCTURAL METALWORK,03 FABRICATION OF MEMBERS FOR FRAMES,Beams,channels; curved on plan,t,,0.0,0.0,0.0,3490.09,3490.09,0.0,0.0,0.0,4568.99,4568.99,All-in specialist rate,All-in (not split),3490.09,0.0,,Source publishes a specialist/sub-contract all-in rate; no labour/plant/material build-up exists to derive from.
3384,IMG_0111,CLASS M: STRUCTURAL METALWORK,03 FABRICATION OF MEMBERS FOR FRAMES,Beams,castellated beams; straight on plan,t,,0.0,0.0,0.0,2253.65,2253.65,0.0,0.0,0.0,2950.32,2950.32,All-in specialist rate,All-in (not split),2253.65,0.0,,Source publishes a specialist/sub-contract all-in rate; no labour/plant/material build-up exists to derive from.
3386,IMG_0111,CLASS M: STRUCTURAL METALWORK,03 FABRICATION OF MEMBERS FOR FRAMES,Portal frames,straight on plan,t,,0.0,0.0,0.0,2617.68,2617.68,0.0,0.0,0.0,3426.89,3426.89,All-in specialist rate,All-in (not split),2617.68,0.0,,Source publishes a specialist/sub-contract all-in rate; no labour/plant/material build-up exists to derive from.
3388,IMG_0111,CLASS M: STRUCTURAL METALWORK,03 FABRICATION OF MEMBERS FOR FRAMES,"Trestles, towers and built-up columns",straight on plan,t,,0.0,0.0,0.0,2894.01,2894.01,0.0,0.0,0.0,3788.64,3788.64,All-in specialist rate,All-in (not split),2894.01,0.0,,Source publishes a specialist/sub-contract all-in rate; no labour/plant/material build-up exists to derive from.
3390,IMG_0111,CLASS M: STRUCTURAL METALWORK,03 FABRICATION OF MEMBERS FOR FRAMES,Trusses and built-up girders,straight on plan,t,,0.0,0.0,0.0,2908.54,2908.54,0.0,0.0,0.0,3807.66,3807.66,All-in specialist rate,All-in (not split),2908.54,0.0,,Source publishes a specialist/sub-contract all-in rate; no labour/plant/material build-up exists to derive from.
3391,IMG_0111,CLASS M: STRUCTURAL METALWORK,03 FABRICATION OF MEMBERS FOR FRAMES,Trusses and built-up girders,curved on plan,t,,0.0,0.0,0.0,3635.69,3635.69,0.0,0.0,0.0,4759.6,4759.6,All-in specialist rate,All-in (not split),3635.69,0.0,,Source publishes a specialist/sub-contract all-in rate; no labour/plant/material build-up exists to derive from.
3393,IMG_0111,CLASS M: STRUCTURAL METALWORK,03 FABRICATION OF MEMBERS FOR FRAMES,Bracings,angles; straight on plan,t,,0.0,0.0,0.0,2480.99,2480.99,0.0,0.0,0.0,3247.94,3247.94,All-in specialist rate,All-in (not split),2480.99,0.0,,Source publishes a specialist/sub-contract all-in rate; no labour/plant/material build-up exists to derive from.
3394,IMG_0111,CLASS M: STRUCTURAL METALWORK,03 FABRICATION OF MEMBERS FOR FRAMES,Bracings,circular hollow sections; straight on plan,t,,0.0,0.0,0.0,2837.3,2837.3,0.0,0.0,0.0,3714.4,3714.4,All-in specialist rate,All-in (not split),2837.3,0.0,,Source publishes a specialist/sub-contract all-in rate; no labour/plant/material build-up exists to derive from.
3396,IMG_0111,CLASS M: STRUCTURAL METALWORK,03 FABRICATION OF MEMBERS FOR FRAMES,Purlins and cladding rails,straight on plan,t,,0.0,0.0,0.0,1715.47,1715.47,0.0,0.0,0.0,2245.78,2245.78,All-in specialist rate,All-in (not split),1715.47,0.0,,Source publishes a specialist/sub-contract all-in rate; no labour/plant/material build-up exists to derive from.
3398,IMG_0111,CLASS M: STRUCTURAL METALWORK,03 FABRICATION OF MEMBERS FOR FRAMES,Cold rolled purlins and rails,straight on plan,t,,0.0,0.0,0.0,3507.82,3507.82,0.0,0.0,0.0,4592.2,4592.2,All-in specialist rate,All-in (not split),3507.82,0.0,,Source publishes a specialist/sub-contract all-in rate; no labour/plant/material build-up exists to derive from.
3399,IMG_0111,CLASS M: STRUCTURAL METALWORK,03 FABRICATION OF MEMBERS FOR FRAMES,Cold rolled purlins and rails,Anchorages and holding down bolt assemblies base plate and bolt assemblies complete,t,,0.0,0.0,0.0,3562.96,3562.96,0.0,0.0,0.0,4664.38,4664.38,All-in specialist rate,All-in (not split),3562.96,0.0,,Source publishes a specialist/sub-contract all-in rate; no labour/plant/material build-up exists to derive from.
3402,IMG_0111,CLASS M: STRUCTURAL METALWORK,06 ERECTION OF FABRICATED MEMBERS FOR FRAMES,Erection of Frames,Trial erection,t,,0.0,0.0,0.0,839.29,839.29,0.0,0.0,0.0,1098.74,1098.74,All-in specialist rate,All-in (not split),839.29,0.0,,Source publishes a specialist/sub-contract all-in rate; no labour/plant/material build-up exists to derive from.
3403,IMG_0111,CLASS M: STRUCTURAL METALWORK,06 ERECTION OF FABRICATED MEMBERS FOR FRAMES,Erection of Frames,Permanent erection,t,,0.0,0.0,0.0,839.29,839.29,0.0,0.0,0.0,1098.74,1098.74,All-in specialist rate,All-in (not split),839.29,0.0,,Source publishes a specialist/sub-contract all-in rate; no labour/plant/material build-up exists to derive from.
3407,IMG_0111,CLASS M: STRUCTURAL METALWORK,08 OFF SITE SURFACE TREATMENT,Surface Treatment to Frames,Blast cleaning,m2,,0.0,0.0,0.0,4.37,4.37,0.0,0.0,0.0,5.72,5.72,All-in specialist rate,All-in (not split),4.37,0.0,,Source publishes a specialist/sub-contract all-in rate; no labour/plant/material build-up exists to derive from.
3408,IMG_0111,CLASS M: STRUCTURAL METALWORK,08 OFF SITE SURFACE TREATMENT,Surface Treatment to Frames,Galvanizing,m2,,0.0,0.0,0.0,21.83,21.83,0.0,0.0,0.0,28.58,28.58,All-in specialist rate,All-in (not split),21.83,0.0,,Source publishes a specialist/sub-contract all-in rate; no labour/plant/material build-up exists to derive from.
3410,IMG_0111,CLASS M: STRUCTURAL METALWORK,08 OFF SITE SURFACE TREATMENT,Painting,one coat zinc chromate primer,m2,,0.0,0.0,0.0,7.26,7.26,0.0,0.0,0.0,9.5,9.5,All-in specialist rate,All-in (not split),7.26,0.0,,Source publishes a specialist/sub-contract all-in rate; no labour/plant/material build-up exists to derive from.
3411,IMG_0111,CLASS M: STRUCTURAL METALWORK,08 OFF SITE SURFACE TREATMENT,Painting,one coat two pack epoxy zinc phosphate primer (75 microns dry film thickness),m2,,0.0,0.0,0.0,7.26,7.26,0.0,0.0,0.0,9.5,9.5,All-in specialist rate,All-in (not split),7.26,0.0,,Source publishes a specialist/sub-contract all-in rate; no labour/plant/material build-up exists to derive from.
3412,IMG_0111,CLASS M: STRUCTURAL METALWORK,08 OFF SITE SURFACE TREATMENT,Painting,two coats epoxy micaceous iron oxide (100 microns dry film thickness per coat),m2,,0.0,0.0,0.0,21.83,21.83,0.0,0.0,0.0,28.58,28.58,All-in specialist rate,All-in (not split),21.83,0.0,,Source publishes a specialist/sub-contract all-in rate; no labour/plant/material build-up exists to derive from.
3438,IMG_0112,CLASS N: MISCELLANEOUS METALWORK,01 MILD STEEL,Mild steel,Stairways and landings,t,,1417.68,0.0,7872.83,0.0,9290.51,2223.82,0.0,9206.49,0.0,11430.31,Apportioned (class),Low,9290.51,0.0,Apportioned at class level,Split from published rate using median L/P/M shares of 48 comparable build-ups at class level (15/0/85).
3439,IMG_0112,CLASS N: MISCELLANEOUS METALWORK,01 MILD STEEL,Mild steel,Walkways and platforms,t,,1514.69,0.0,8411.56,0.0,9926.25,2375.99,0.0,9836.48,0.0,12212.47,Apportioned (class),Low,9926.25,0.0,Apportioned at class level,Split from published rate using median L/P/M shares of 48 comparable build-ups at class level (15/0/85).
3441,IMG_0112,CLASS N: MISCELLANEOUS METALWORK,01 MILD STEEL,Ladders,cat ladder; 64 x 13 mm bar strings; 19 mm rungs at 250 mm centres; 450 mm wide with safety hoops,m,,26.02,0.0,144.47,0.0,170.49,40.82,0.0,168.94,0.0,209.76,Apportioned (class),Low,170.49,0.0,Apportioned at class level,Split from published rate using median L/P/M shares of 48 comparable build-ups at class level (15/0/85).
3443,IMG_0112,CLASS N: MISCELLANEOUS METALWORK,01 MILD STEEL,Miscellaneous framing,angle section; 200 x 200 x 16 mm (equal),m,,62.94,0.0,349.51,0.0,412.45,98.73,0.0,408.72,0.0,507.45,Apportioned (class),Low,412.45,0.0,Apportioned at class level,Split from published rate using median L/P/M shares of 48 comparable build-ups at class level (15/0/85).
3444,IMG_0112,CLASS N: MISCELLANEOUS METALWORK,01 MILD STEEL,Miscellaneous framing,angle section; 150 x 150 x 10 mm (equal),m,,29.09,0.0,161.57,0.0,190.66,45.63,0.0,188.94,0.0,234.57,Apportioned (class),Low,190.66,0.0,Apportioned at class level,Split from published rate using median L/P/M shares of 48 comparable build-ups at class level (15/0/85).
3445,IMG_0112,CLASS N: MISCELLANEOUS METALWORK,01 MILD STEEL,Miscellaneous framing,angle section; 100 x 100 x 12 mm (equal),m,,52.25,0.0,290.16,0.0,342.41,81.96,0.0,339.31,0.0,421.27,Apportioned (class),Low,342.41,0.0,Apportioned at class level,Split from published rate using median L/P/M shares of 48 comparable build-ups at class level (15/0/85).
3446,IMG_0112,CLASS N: MISCELLANEOUS METALWORK,01 MILD STEEL,Miscellaneous framing,angle section; 200 x 150 x 15 mm (unequal),m,,41.56,0.0,230.79,0.0,272.35,65.19,0.0,269.89,0.0,335.08,Apportioned (class),Low,272.35,0.0,Apportioned at class level,Split from published rate using median L/P/M shares of 48 comparable build-ups at class level (15/0/85).
3447,IMG_0112,CLASS N: MISCELLANEOUS METALWORK,01 MILD STEEL,Miscellaneous framing,angle section; 150 x 75 x 10 mm (unequal),m,,22.02,0.0,122.27,0.0,144.29,34.54,0.0,142.98,0.0,177.52,Apportioned (class),Low,144.29,0.0,Apportioned at class level,Split from published rate using median L/P/M shares of 48 comparable build-ups at class level (15/0/85).
3448,IMG_0112,CLASS N: MISCELLANEOUS METALWORK,01 MILD STEEL,Miscellaneous framing,universal beams; 914 x 419 mm,m,,486.89,0.0,2703.83,0.0,3190.72,763.75,0.0,3161.86,0.0,3925.61,Apportioned (class),Low,3190.72,0.0,Apportioned at class level,Split from published rate using median L/P/M shares of 48 comparable build-ups at class level (15/0/85).
3449,IMG_0112,CLASS N: MISCELLANEOUS METALWORK,01 MILD STEEL,Miscellaneous framing,universal beams; 533 x 210 mm,m,,166.25,0.0,923.26,0.0,1089.51,260.79,0.0,1079.66,0.0,1340.45,Apportioned (class),Low,1089.51,0.0,Apportioned at class level,Split from published rate using median L/P/M shares of 48 comparable build-ups at class level (15/0/85).
3450,IMG_0112,CLASS N: MISCELLANEOUS METALWORK,01 MILD STEEL,Miscellaneous framing,universal joists; 127 x 76 mm,m,,17.81,0.0,98.92,0.0,116.73,27.94,0.0,115.68,0.0,143.62,Apportioned (class),Low,116.73,0.0,Apportioned at class level,Split from published rate using median L/P/M shares of 48 comparable build-ups at class level (15/0/85).
3451,IMG_0112,CLASS N: MISCELLANEOUS METALWORK,01 MILD STEEL,Miscellaneous framing,channel section; 381 x 102 mm,m,,76.0,0.0,422.05,0.0,498.05,119.22,0.0,493.55,0.0,612.77,Apportioned (class),Low,498.05,0.0,Apportioned at class level,Split from published rate using median L/P/M shares of 48 comparable build-ups at class level (15/0/85).
3452,IMG_0112,CLASS N: MISCELLANEOUS METALWORK,01 MILD STEEL,Miscellaneous framing,channel section; 254 x 76 mm,m,,39.19,0.0,217.62,0.0,256.81,61.47,0.0,254.48,0.0,315.95,Apportioned (class),Low,256.81,0.0,Apportioned at class level,Split from published rate using median L/P/M shares of 48 comparable build-ups at class level (15/0/85).
3453,IMG_0112,CLASS N: MISCELLANEOUS METALWORK,01 MILD STEEL,Miscellaneous framing,channel section; 152 x 76 mm,m,,24.94,0.0,138.48,0.0,163.42,39.12,0.0,161.94,0.0,201.06,Apportioned (class),Low,163.42,0.0,Apportioned at class level,Split from published rate using median L/P/M shares of 48 comparable build-ups at class level (15/0/85).
3454,IMG_0112,CLASS N: MISCELLANEOUS METALWORK,01 MILD STEEL,Miscellaneous framing,tubular section; 100 x 100 x 10 mm,m,,35.63,0.0,197.86,0.0,233.49,55.89,0.0,231.38,0.0,287.27,Apportioned (class),Low,233.49,0.0,Apportioned at class level,Split from published rate using median L/P/M shares of 48 comparable build-ups at class level (15/0/85).
3455,IMG_0112,CLASS N: MISCELLANEOUS METALWORK,01 MILD STEEL,Miscellaneous framing,tubular section; 200 x 200 x 15 mm,m,,118.76,0.0,659.49,0.0,778.25,186.29,0.0,771.21,0.0,957.5,Apportioned (class),Low,778.25,0.0,Apportioned at class level,Split from published rate using median L/P/M shares of 48 comparable build-ups at class level (15/0/85).
