Item ref,Class,Section,Sub-heading,Item,Item unit,Line,Type,Code,Resource,Qty,Qty unit,Rate EUR,Line cost EUR,Crew / spread
1474,CLASS G: CONCRETE ANCILLARIES,02 FORMWORK; FAIR FINISH,For concrete components of constant cross-section,beams; 200 x 200 mm,m,2,Labour,L023,unskilled operative (general),0.489394,hr,38.7141,18.95,Labour Resources Build-up Rate; Formwork gang - small areas
1474,CLASS G: CONCRETE ANCILLARIES,02 FORMWORK; FAIR FINISH,For concrete components of constant cross-section,beams; 200 x 200 mm,m,3,Plant,P025,20t crawler crane,0.245106,hr,69.0414,16.92,Plant Resources Build-up Rate; Formwork - small areas
1474,CLASS G: CONCRETE ANCILLARIES,02 FORMWORK; FAIR FINISH,For concrete components of constant cross-section,beams; 200 x 200 mm,m,4,Plant,P026,"22"" dia. saw bench",0.490213,hr,5.9522,2.92,Plant Resources Build-up Rate; Formwork - small areas
1474,CLASS G: CONCRETE ANCILLARIES,02 FORMWORK; FAIR FINISH,For concrete components of constant cross-section,beams; 200 x 200 mm,m,5,Plant,P047,allowance for small power tools,0.490213,hr,1.3448,0.66,Plant Resources Build-up Rate; Formwork - small areas
1474,CLASS G: CONCRETE ANCILLARIES,02 FORMWORK; FAIR FINISH,For concrete components of constant cross-section,beams; 200 x 200 mm,m,6,Material,MX1474,For concrete components of constant cross-section,1,m,33.6319,33.63,item-specific
1475,CLASS G: CONCRETE ANCILLARIES,02 FORMWORK; FAIR FINISH,For concrete components of constant cross-section,beams; 500 x 500 mm,m,1,Labour,L012,joiner (craftsman),0.569393,hr,49.7255,28.31,Labour Resources Build-up Rate; Formwork gang - small areas
1475,CLASS G: CONCRETE ANCILLARIES,02 FORMWORK; FAIR FINISH,For concrete components of constant cross-section,beams; 500 x 500 mm,m,2,Labour,L023,unskilled operative (general),0.569393,hr,38.7141,22.04,Labour Resources Build-up Rate; Formwork gang - small areas
1475,CLASS G: CONCRETE ANCILLARIES,02 FORMWORK; FAIR FINISH,For concrete components of constant cross-section,beams; 500 x 500 mm,m,3,Plant,P025,20t crawler crane,0.284955,hr,69.0414,19.67,Plant Resources Build-up Rate; Formwork - small areas
1475,CLASS G: CONCRETE ANCILLARIES,02 FORMWORK; FAIR FINISH,For concrete components of constant cross-section,beams; 500 x 500 mm,m,4,Plant,P026,"22"" dia. saw bench",0.569911,hr,5.9522,3.39,Plant Resources Build-up Rate; Formwork - small areas
1475,CLASS G: CONCRETE ANCILLARIES,02 FORMWORK; FAIR FINISH,For concrete components of constant cross-section,beams; 500 x 500 mm,m,5,Plant,P047,allowance for small power tools,0.569911,hr,1.3448,0.77,Plant Resources Build-up Rate; Formwork - small areas
1475,CLASS G: CONCRETE ANCILLARIES,02 FORMWORK; FAIR FINISH,For concrete components of constant cross-section,beams; 500 x 500 mm,m,6,Material,MX1475,For concrete components of constant cross-section,1,m,60.6217,60.62,item-specific
1476,CLASS G: CONCRETE ANCILLARIES,02 FORMWORK; FAIR FINISH,For concrete components of constant cross-section,beams; 500 x 800 mm,m,1,Labour,L012,joiner (craftsman),0.689125,hr,49.7255,34.27,Labour Resources Build-up Rate; Formwork gang - small areas
1476,CLASS G: CONCRETE ANCILLARIES,02 FORMWORK; FAIR FINISH,For concrete components of constant cross-section,beams; 500 x 800 mm,m,2,Labour,L023,unskilled operative (general),0.689125,hr,38.7141,26.68,Labour Resources Build-up Rate; Formwork gang - small areas
1476,CLASS G: CONCRETE ANCILLARIES,02 FORMWORK; FAIR FINISH,For concrete components of constant cross-section,beams; 500 x 800 mm,m,3,Plant,P025,20t crawler crane,0.344938,hr,69.0414,23.82,Plant Resources Build-up Rate; Formwork - small areas
1476,CLASS G: CONCRETE ANCILLARIES,02 FORMWORK; FAIR FINISH,For concrete components of constant cross-section,beams; 500 x 800 mm,m,4,Plant,P026,"22"" dia. saw bench",0.689877,hr,5.9522,4.11,Plant Resources Build-up Rate; Formwork - small areas
1476,CLASS G: CONCRETE ANCILLARIES,02 FORMWORK; FAIR FINISH,For concrete components of constant cross-section,beams; 500 x 800 mm,m,5,Plant,P047,allowance for small power tools,0.689877,hr,1.3448,0.93,Plant Resources Build-up Rate; Formwork - small areas
1476,CLASS G: CONCRETE ANCILLARIES,02 FORMWORK; FAIR FINISH,For concrete components of constant cross-section,beams; 500 x 800 mm,m,6,Material,MX1476,For concrete components of constant cross-section,1,m,74.8533,74.85,item-specific
1477,CLASS G: CONCRETE ANCILLARIES,02 FORMWORK; FAIR FINISH,For concrete components of constant cross-section,columns; 200 x 200 mm,m,1,Labour,L012,joiner (craftsman),0.569393,hr,49.7255,28.31,Labour Resources Build-up Rate; Formwork gang - small areas
1477,CLASS G: CONCRETE ANCILLARIES,02 FORMWORK; FAIR FINISH,For concrete components of constant cross-section,columns; 200 x 200 mm,m,2,Labour,L023,unskilled operative (general),0.569393,hr,38.7141,22.04,Labour Resources Build-up Rate; Formwork gang - small areas
1477,CLASS G: CONCRETE ANCILLARIES,02 FORMWORK; FAIR FINISH,For concrete components of constant cross-section,columns; 200 x 200 mm,m,3,Plant,P025,20t crawler crane,0.284955,hr,69.0414,19.67,Plant Resources Build-up Rate; Formwork - small areas
1477,CLASS G: CONCRETE ANCILLARIES,02 FORMWORK; FAIR FINISH,For concrete components of constant cross-section,columns; 200 x 200 mm,m,4,Plant,P026,"22"" dia. saw bench",0.569911,hr,5.9522,3.39,Plant Resources Build-up Rate; Formwork - small areas
1477,CLASS G: CONCRETE ANCILLARIES,02 FORMWORK; FAIR FINISH,For concrete components of constant cross-section,columns; 200 x 200 mm,m,5,Plant,P047,allowance for small power tools,0.569911,hr,1.3448,0.77,Plant Resources Build-up Rate; Formwork - small areas
1477,CLASS G: CONCRETE ANCILLARIES,02 FORMWORK; FAIR FINISH,For concrete components of constant cross-section,columns; 200 x 200 mm,m,6,Material,MX1477,For concrete components of constant cross-section,1,m,37.8886,37.89,item-specific
1478,CLASS G: CONCRETE ANCILLARIES,02 FORMWORK; FAIR FINISH,For concrete components of constant cross-section,columns; 300 x 300 mm,m,1,Labour,L012,joiner (craftsman),0.569393,hr,49.7255,28.31,Labour Resources Build-up Rate; Formwork gang - small areas
1478,CLASS G: CONCRETE ANCILLARIES,02 FORMWORK; FAIR FINISH,For concrete components of constant cross-section,columns; 300 x 300 mm,m,2,Labour,L023,unskilled operative (general),0.569393,hr,38.7141,22.04,Labour Resources Build-up Rate; Formwork gang - small areas
1478,CLASS G: CONCRETE ANCILLARIES,02 FORMWORK; FAIR FINISH,For concrete components of constant cross-section,columns; 300 x 300 mm,m,3,Plant,P025,20t crawler crane,0.284955,hr,69.0414,19.67,Plant Resources Build-up Rate; Formwork - small areas
1478,CLASS G: CONCRETE ANCILLARIES,02 FORMWORK; FAIR FINISH,For concrete components of constant cross-section,columns; 300 x 300 mm,m,4,Plant,P026,"22"" dia. saw bench",0.569911,hr,5.9522,3.39,Plant Resources Build-up Rate; Formwork - small areas
1478,CLASS G: CONCRETE ANCILLARIES,02 FORMWORK; FAIR FINISH,For concrete components of constant cross-section,columns; 300 x 300 mm,m,5,Plant,P047,allowance for small power tools,0.569911,hr,1.3448,0.77,Plant Resources Build-up Rate; Formwork - small areas
1478,CLASS G: CONCRETE ANCILLARIES,02 FORMWORK; FAIR FINISH,For concrete components of constant cross-section,columns; 300 x 300 mm,m,6,Material,MX1478,For concrete components of constant cross-section,1,m,54.2485,54.25,item-specific
1479,CLASS G: CONCRETE ANCILLARIES,02 FORMWORK; FAIR FINISH,For concrete components of constant cross-section,columns; 300 x 500 mm,m,1,Labour,L012,joiner (craftsman),0.639281,hr,49.7255,31.79,Labour Resources Build-up Rate; Formwork gang - small areas
1479,CLASS G: CONCRETE ANCILLARIES,02 FORMWORK; FAIR FINISH,For concrete components of constant cross-section,columns; 300 x 500 mm,m,2,Labour,L023,unskilled operative (general),0.639281,hr,38.7141,24.75,Labour Resources Build-up Rate; Formwork gang - small areas
1479,CLASS G: CONCRETE ANCILLARIES,02 FORMWORK; FAIR FINISH,For concrete components of constant cross-section,columns; 300 x 500 mm,m,3,Plant,P025,20t crawler crane,0.32005,hr,69.0414,22.1,Plant Resources Build-up Rate; Formwork - small areas
1479,CLASS G: CONCRETE ANCILLARIES,02 FORMWORK; FAIR FINISH,For concrete components of constant cross-section,columns; 300 x 500 mm,m,4,Plant,P026,"22"" dia. saw bench",0.640101,hr,5.9522,3.81,Plant Resources Build-up Rate; Formwork - small areas
1479,CLASS G: CONCRETE ANCILLARIES,02 FORMWORK; FAIR FINISH,For concrete components of constant cross-section,columns; 300 x 500 mm,m,5,Plant,P047,allowance for small power tools,0.640101,hr,1.3448,0.86,Plant Resources Build-up Rate; Formwork - small areas
1479,CLASS G: CONCRETE ANCILLARIES,02 FORMWORK; FAIR FINISH,For concrete components of constant cross-section,columns; 300 x 500 mm,m,6,Material,MX1479,For concrete components of constant cross-section,1,m,66.6792,66.68,item-specific
1480,CLASS G: CONCRETE ANCILLARIES,02 FORMWORK; FAIR FINISH,For concrete components of constant cross-section,to walls; 1.0 m high thickness 250 mm,m,1,Labour,L012,joiner (craftsman),2.39358,hr,49.7255,119.02,Labour Resources Build-up Rate; Formwork gang - small areas
1480,CLASS G: CONCRETE ANCILLARIES,02 FORMWORK; FAIR FINISH,For concrete components of constant cross-section,to walls; 1.0 m high thickness 250 mm,m,2,Labour,L023,unskilled operative (general),2.39358,hr,38.7141,92.67,Labour Resources Build-up Rate; Formwork gang - small areas
1480,CLASS G: CONCRETE ANCILLARIES,02 FORMWORK; FAIR FINISH,For concrete components of constant cross-section,to walls; 1.0 m high thickness 250 mm,m,3,Plant,P025,20t crawler crane,0.352489,hr,69.0414,24.34,Plant Resources Build-up Rate; Formwork - small areas
1480,CLASS G: CONCRETE ANCILLARIES,02 FORMWORK; FAIR FINISH,For concrete components of constant cross-section,to walls; 1.0 m high thickness 250 mm,m,4,Plant,P026,"22"" dia. saw bench",0.704978,hr,5.9522,4.2,Plant Resources Build-up Rate; Formwork - small areas
1480,CLASS G: CONCRETE ANCILLARIES,02 FORMWORK; FAIR FINISH,For concrete components of constant cross-section,to walls; 1.0 m high thickness 250 mm,m,5,Plant,P047,allowance for small power tools,0.704978,hr,1.3448,0.95,Plant Resources Build-up Rate; Formwork - small areas
1480,CLASS G: CONCRETE ANCILLARIES,02 FORMWORK; FAIR FINISH,For concrete components of constant cross-section,to walls; 1.0 m high thickness 250 mm,m,6,Material,MX1480,For concrete components of constant cross-section,1,m,79.1099,79.11,item-specific
1481,CLASS G: CONCRETE ANCILLARIES,02 FORMWORK; FAIR FINISH,For concrete components of constant cross-section,to walls; 1.5 m high thickness 300 mm,m,1,Labour,L012,joiner (craftsman),3.19144,hr,49.7255,158.7,Labour Resources Build-up Rate; Formwork gang - small areas
1481,CLASS G: CONCRETE ANCILLARIES,02 FORMWORK; FAIR FINISH,For concrete components of constant cross-section,to walls; 1.5 m high thickness 300 mm,m,2,Labour,L023,unskilled operative (general),3.19144,hr,38.7141,123.55,Labour Resources Build-up Rate; Formwork gang - small areas
1481,CLASS G: CONCRETE ANCILLARIES,02 FORMWORK; FAIR FINISH,For concrete components of constant cross-section,to walls; 1.5 m high thickness 300 mm,m,3,Plant,P025,20t crawler crane,0.469938,hr,69.0414,32.45,Plant Resources Build-up Rate; Formwork - small areas
1481,CLASS G: CONCRETE ANCILLARIES,02 FORMWORK; FAIR FINISH,For concrete components of constant cross-section,to walls; 1.5 m high thickness 300 mm,m,4,Plant,P026,"22"" dia. saw bench",0.939877,hr,5.9522,5.59,Plant Resources Build-up Rate; Formwork - small areas
1481,CLASS G: CONCRETE ANCILLARIES,02 FORMWORK; FAIR FINISH,For concrete components of constant cross-section,to walls; 1.5 m high thickness 300 mm,m,5,Plant,P047,allowance for small power tools,0.939877,hr,1.3448,1.26,Plant Resources Build-up Rate; Formwork - small areas
1481,CLASS G: CONCRETE ANCILLARIES,02 FORMWORK; FAIR FINISH,For concrete components of constant cross-section,to walls; 1.5 m high thickness 300 mm,m,6,Material,MX1481,For concrete components of constant cross-section,1,m,116.0746,116.07,item-specific
1482,CLASS G: CONCRETE ANCILLARIES,02 FORMWORK; FAIR FINISH,For concrete components of constant cross-section,box culvert; 2 x 2 m internally and wall thickness 300 mm,m,1,Labour,L012,joiner (craftsman),9.175391,hr,49.7255,456.25,Labour Resources Build-up Rate; Formwork gang - small areas
1482,CLASS G: CONCRETE ANCILLARIES,02 FORMWORK; FAIR FINISH,For concrete components of constant cross-section,box culvert; 2 x 2 m internally and wall thickness 300 mm,m,2,Labour,L023,unskilled operative (general),9.175391,hr,38.7141,355.22,Labour Resources Build-up Rate; Formwork gang - small areas
1482,CLASS G: CONCRETE ANCILLARIES,02 FORMWORK; FAIR FINISH,For concrete components of constant cross-section,box culvert; 2 x 2 m internally and wall thickness 300 mm,m,3,Plant,P025,20t crawler crane,1.351091,hr,69.0414,93.28,Plant Resources Build-up Rate; Formwork - small areas
1482,CLASS G: CONCRETE ANCILLARIES,02 FORMWORK; FAIR FINISH,For concrete components of constant cross-section,box culvert; 2 x 2 m internally and wall thickness 300 mm,m,4,Plant,P026,"22"" dia. saw bench",2.702181,hr,5.9522,16.08,Plant Resources Build-up Rate; Formwork - small areas
1482,CLASS G: CONCRETE ANCILLARIES,02 FORMWORK; FAIR FINISH,For concrete components of constant cross-section,box culvert; 2 x 2 m internally and wall thickness 300 mm,m,5,Plant,P047,allowance for small power tools,2.702181,hr,1.3448,3.63,Plant Resources Build-up Rate; Formwork - small areas
1482,CLASS G: CONCRETE ANCILLARIES,02 FORMWORK; FAIR FINISH,For concrete components of constant cross-section,box culvert; 2 x 2 m internally and wall thickness 300 mm,m,6,Material,MX1482,For concrete components of constant cross-section,1,m,623.489,623.49,item-specific
1483,CLASS G: CONCRETE ANCILLARIES,02 FORMWORK; FAIR FINISH,For concrete components of constant cross-section,projections (100 mm deep),m,1,Labour,L012,joiner (craftsman),0.099866,hr,49.7255,4.97,Labour Resources Build-up Rate; Formwork gang - small areas
1483,CLASS G: CONCRETE ANCILLARIES,02 FORMWORK; FAIR FINISH,For concrete components of constant cross-section,projections (100 mm deep),m,2,Labour,L023,unskilled operative (general),0.099866,hr,38.7141,3.87,Labour Resources Build-up Rate; Formwork gang - small areas
1483,CLASS G: CONCRETE ANCILLARIES,02 FORMWORK; FAIR FINISH,For concrete components of constant cross-section,projections (100 mm deep),m,3,Plant,P025,20t crawler crane,0.050056,hr,69.0414,3.46,Plant Resources Build-up Rate; Formwork - small areas
1483,CLASS G: CONCRETE ANCILLARIES,02 FORMWORK; FAIR FINISH,For concrete components of constant cross-section,projections (100 mm deep),m,4,Plant,P026,"22"" dia. saw bench",0.100112,hr,5.9522,0.6,Plant Resources Build-up Rate; Formwork - small areas
1483,CLASS G: CONCRETE ANCILLARIES,02 FORMWORK; FAIR FINISH,For concrete components of constant cross-section,projections (100 mm deep),m,5,Plant,P047,allowance for small power tools,0.100112,hr,1.3448,0.13,Plant Resources Build-up Rate; Formwork - small areas
1483,CLASS G: CONCRETE ANCILLARIES,02 FORMWORK; FAIR FINISH,For concrete components of constant cross-section,projections (100 mm deep),m,6,Material,MX1483,For concrete components of constant cross-section,1,m,17.3188,17.32,item-specific
1484,CLASS G: CONCRETE ANCILLARIES,02 FORMWORK; FAIR FINISH,For concrete components of constant cross-section,intrusions (100 mm deep),m,1,Labour,L012,joiner (craftsman),0.099866,hr,49.7255,4.97,Labour Resources Build-up Rate; Formwork gang - small areas
1484,CLASS G: CONCRETE ANCILLARIES,02 FORMWORK; FAIR FINISH,For concrete components of constant cross-section,intrusions (100 mm deep),m,2,Labour,L023,unskilled operative (general),0.099866,hr,38.7141,3.87,Labour Resources Build-up Rate; Formwork gang - small areas
1484,CLASS G: CONCRETE ANCILLARIES,02 FORMWORK; FAIR FINISH,For concrete components of constant cross-section,intrusions (100 mm deep),m,3,Plant,P025,20t crawler crane,0.050056,hr,69.0414,3.46,Plant Resources Build-up Rate; Formwork - small areas
1484,CLASS G: CONCRETE ANCILLARIES,02 FORMWORK; FAIR FINISH,For concrete components of constant cross-section,intrusions (100 mm deep),m,4,Plant,P026,"22"" dia. saw bench",0.100112,hr,5.9522,0.6,Plant Resources Build-up Rate; Formwork - small areas
1484,CLASS G: CONCRETE ANCILLARIES,02 FORMWORK; FAIR FINISH,For concrete components of constant cross-section,intrusions (100 mm deep),m,5,Plant,P047,allowance for small power tools,0.100112,hr,1.3448,0.13,Plant Resources Build-up Rate; Formwork - small areas
1484,CLASS G: CONCRETE ANCILLARIES,02 FORMWORK; FAIR FINISH,For concrete components of constant cross-section,intrusions (100 mm deep),m,6,Material,MX1484,For concrete components of constant cross-section,1,m,17.3188,17.32,item-specific
1486,CLASS G: CONCRETE ANCILLARIES,02 FORMWORK; FAIR FINISH,Allowance for additional craneage and rub up where required,ADD to items measures linear,m,1,Labour,L012,joiner (craftsman),0.27973,hr,49.7255,13.91,Labour Resources Build-up Rate; Formwork gang - small areas
1486,CLASS G: CONCRETE ANCILLARIES,02 FORMWORK; FAIR FINISH,Allowance for additional craneage and rub up where required,ADD to items measures linear,m,2,Labour,L023,unskilled operative (general),0.27973,hr,38.7141,10.83,Labour Resources Build-up Rate; Formwork gang - small areas
1486,CLASS G: CONCRETE ANCILLARIES,02 FORMWORK; FAIR FINISH,Allowance for additional craneage and rub up where required,ADD to items measures linear,m,3,Plant,P025,20t crawler crane,0.07005,hr,69.0414,4.84,Plant Resources Build-up Rate; Formwork - small areas
1486,CLASS G: CONCRETE ANCILLARIES,02 FORMWORK; FAIR FINISH,Allowance for additional craneage and rub up where required,ADD to items measures linear,m,4,Plant,P026,"22"" dia. saw bench",0.140101,hr,5.9522,0.83,Plant Resources Build-up Rate; Formwork - small areas
1486,CLASS G: CONCRETE ANCILLARIES,02 FORMWORK; FAIR FINISH,Allowance for additional craneage and rub up where required,ADD to items measures linear,m,5,Plant,P047,allowance for small power tools,0.140101,hr,1.3448,0.19,Plant Resources Build-up Rate; Formwork - small areas
1486,CLASS G: CONCRETE ANCILLARIES,02 FORMWORK; FAIR FINISH,Allowance for additional craneage and rub up where required,ADD to items measures linear,m,6,Material,MX1486,Allowance for additional craneage and rub up where required,1,m,0.0702,0.07,item-specific
1487,CLASS G: CONCRETE ANCILLARIES,02 FORMWORK; FAIR FINISH,Allowance for additional craneage and rub up where required,ADD to items measures m2,m2,1,Labour,L012,joiner (craftsman),0.199731,hr,49.7255,9.93,Labour Resources Build-up Rate; Formwork gang - small areas
1487,CLASS G: CONCRETE ANCILLARIES,02 FORMWORK; FAIR FINISH,Allowance for additional craneage and rub up where required,ADD to items measures m2,m2,2,Labour,L023,unskilled operative (general),0.199731,hr,38.7141,7.73,Labour Resources Build-up Rate; Formwork gang - small areas
1487,CLASS G: CONCRETE ANCILLARIES,02 FORMWORK; FAIR FINISH,Allowance for additional craneage and rub up where required,ADD to items measures m2,m2,3,Plant,P025,20t crawler crane,0.059983,hr,69.0414,4.14,Plant Resources Build-up Rate; Formwork - small areas
1487,CLASS G: CONCRETE ANCILLARIES,02 FORMWORK; FAIR FINISH,Allowance for additional craneage and rub up where required,ADD to items measures m2,m2,4,Plant,P026,"22"" dia. saw bench",0.119966,hr,5.9522,0.71,Plant Resources Build-up Rate; Formwork - small areas
1487,CLASS G: CONCRETE ANCILLARIES,02 FORMWORK; FAIR FINISH,Allowance for additional craneage and rub up where required,ADD to items measures m2,m2,5,Plant,P047,allowance for small power tools,0.119966,hr,1.3448,0.16,Plant Resources Build-up Rate; Formwork - small areas
1487,CLASS G: CONCRETE ANCILLARIES,02 FORMWORK; FAIR FINISH,Allowance for additional craneage and rub up where required,ADD to items measures m2,m2,6,Material,MX1487,Allowance for additional craneage and rub up where required,1,m2,0.2222,0.22,item-specific
1490,CLASS G: CONCRETE ANCILLARIES,03 FORMWORK; EXTRA SMOOTH FINISH,"Formwork; Plane horizontal, width",ne 0.1 m,m,1,Labour,L012,joiner (craftsman),0.099866,hr,49.7255,4.97,Labour Resources Build-up Rate; Formwork gang - small areas
1490,CLASS G: CONCRETE ANCILLARIES,03 FORMWORK; EXTRA SMOOTH FINISH,"Formwork; Plane horizontal, width",ne 0.1 m,m,2,Labour,L023,unskilled operative (general),0.099866,hr,38.7141,3.87,Labour Resources Build-up Rate; Formwork gang - small areas
1490,CLASS G: CONCRETE ANCILLARIES,03 FORMWORK; EXTRA SMOOTH FINISH,"Formwork; Plane horizontal, width",ne 0.1 m,m,3,Plant,P025,20t crawler crane,0.050056,hr,69.0414,3.46,Plant Resources Build-up Rate; Formwork - small areas
1490,CLASS G: CONCRETE ANCILLARIES,03 FORMWORK; EXTRA SMOOTH FINISH,"Formwork; Plane horizontal, width",ne 0.1 m,m,4,Plant,P026,"22"" dia. saw bench",0.100112,hr,5.9522,0.6,Plant Resources Build-up Rate; Formwork - small areas
1490,CLASS G: CONCRETE ANCILLARIES,03 FORMWORK; EXTRA SMOOTH FINISH,"Formwork; Plane horizontal, width",ne 0.1 m,m,5,Plant,P047,allowance for small power tools,0.100112,hr,1.3448,0.13,Plant Resources Build-up Rate; Formwork - small areas
1490,CLASS G: CONCRETE ANCILLARIES,03 FORMWORK; EXTRA SMOOTH FINISH,"Formwork; Plane horizontal, width",ne 0.1 m,m,6,Material,MX1490,"Formwork; Plane horizontal, width",1,m,11.7291,11.73,item-specific
1491,CLASS G: CONCRETE ANCILLARIES,03 FORMWORK; EXTRA SMOOTH FINISH,"Formwork; Plane horizontal, width",0.1-0.20 m,m,1,Labour,L012,joiner (craftsman),0.179864,hr,49.7255,8.94,Labour Resources Build-up Rate; Formwork gang - small areas
1491,CLASS G: CONCRETE ANCILLARIES,03 FORMWORK; EXTRA SMOOTH FINISH,"Formwork; Plane horizontal, width",0.1-0.20 m,m,2,Labour,L023,unskilled operative (general),0.179864,hr,38.7141,6.96,Labour Resources Build-up Rate; Formwork gang - small areas
1491,CLASS G: CONCRETE ANCILLARIES,03 FORMWORK; EXTRA SMOOTH FINISH,"Formwork; Plane horizontal, width",0.1-0.20 m,m,3,Plant,P025,20t crawler crane,0.090045,hr,69.0414,6.22,Plant Resources Build-up Rate; Formwork - small areas
1491,CLASS G: CONCRETE ANCILLARIES,03 FORMWORK; EXTRA SMOOTH FINISH,"Formwork; Plane horizontal, width",0.1-0.20 m,m,4,Plant,P026,"22"" dia. saw bench",0.180089,hr,5.9522,1.07,Plant Resources Build-up Rate; Formwork - small areas
1491,CLASS G: CONCRETE ANCILLARIES,03 FORMWORK; EXTRA SMOOTH FINISH,"Formwork; Plane horizontal, width",0.1-0.20 m,m,5,Plant,P047,allowance for small power tools,0.180089,hr,1.3448,0.24,Plant Resources Build-up Rate; Formwork - small areas
1491,CLASS G: CONCRETE ANCILLARIES,03 FORMWORK; EXTRA SMOOTH FINISH,"Formwork; Plane horizontal, width",0.1-0.20 m,m,6,Material,MX1491,"Formwork; Plane horizontal, width",1,m,15.6583,15.66,item-specific
1492,CLASS G: CONCRETE ANCILLARIES,03 FORMWORK; EXTRA SMOOTH FINISH,"Formwork; Plane horizontal, width",0.2-0.40 m,m2,1,Labour,L012,joiner (craftsman),0.79786,hr,49.7255,39.67,Labour Resources Build-up Rate; Formwork gang - small areas
1492,CLASS G: CONCRETE ANCILLARIES,03 FORMWORK; EXTRA SMOOTH FINISH,"Formwork; Plane horizontal, width",0.2-0.40 m,m2,2,Labour,L023,unskilled operative (general),0.79786,hr,38.7141,30.89,Labour Resources Build-up Rate; Formwork gang - small areas
1492,CLASS G: CONCRETE ANCILLARIES,03 FORMWORK; EXTRA SMOOTH FINISH,"Formwork; Plane horizontal, width",0.2-0.40 m,m2,3,Plant,P025,20t crawler crane,0.11745,hr,69.0414,8.11,Plant Resources Build-up Rate; Formwork - small areas
1492,CLASS G: CONCRETE ANCILLARIES,03 FORMWORK; EXTRA SMOOTH FINISH,"Formwork; Plane horizontal, width",0.2-0.40 m,m2,4,Plant,P026,"22"" dia. saw bench",0.234899,hr,5.9522,1.4,Plant Resources Build-up Rate; Formwork - small areas
1492,CLASS G: CONCRETE ANCILLARIES,03 FORMWORK; EXTRA SMOOTH FINISH,"Formwork; Plane horizontal, width",0.2-0.40 m,m2,5,Plant,P047,allowance for small power tools,0.234899,hr,1.3448,0.32,Plant Resources Build-up Rate; Formwork - small areas
1492,CLASS G: CONCRETE ANCILLARIES,03 FORMWORK; EXTRA SMOOTH FINISH,"Formwork; Plane horizontal, width",0.2-0.40 m,m2,6,Material,MX1492,"Formwork; Plane horizontal, width",1,m2,53.6287,53.63,item-specific
1493,CLASS G: CONCRETE ANCILLARIES,03 FORMWORK; EXTRA SMOOTH FINISH,"Formwork; Plane horizontal, width",0.4-1.22 m,m2,1,Labour,L012,joiner (craftsman),0.79786,hr,49.7255,39.67,Labour Resources Build-up Rate; Formwork gang - small areas
1493,CLASS G: CONCRETE ANCILLARIES,03 FORMWORK; EXTRA SMOOTH FINISH,"Formwork; Plane horizontal, width",0.4-1.22 m,m2,2,Labour,L023,unskilled operative (general),0.79786,hr,38.7141,30.89,Labour Resources Build-up Rate; Formwork gang - small areas
1493,CLASS G: CONCRETE ANCILLARIES,03 FORMWORK; EXTRA SMOOTH FINISH,"Formwork; Plane horizontal, width",0.4-1.22 m,m2,3,Plant,P025,20t crawler crane,0.11745,hr,69.0414,8.11,Plant Resources Build-up Rate; Formwork - small areas
1493,CLASS G: CONCRETE ANCILLARIES,03 FORMWORK; EXTRA SMOOTH FINISH,"Formwork; Plane horizontal, width",0.4-1.22 m,m2,4,Plant,P026,"22"" dia. saw bench",0.234899,hr,5.9522,1.4,Plant Resources Build-up Rate; Formwork - small areas
1493,CLASS G: CONCRETE ANCILLARIES,03 FORMWORK; EXTRA SMOOTH FINISH,"Formwork; Plane horizontal, width",0.4-1.22 m,m2,5,Plant,P047,allowance for small power tools,0.234899,hr,1.3448,0.32,Plant Resources Build-up Rate; Formwork - small areas
1493,CLASS G: CONCRETE ANCILLARIES,03 FORMWORK; EXTRA SMOOTH FINISH,"Formwork; Plane horizontal, width",0.4-1.22 m,m2,6,Material,MX1493,"Formwork; Plane horizontal, width",1,m2,53.6287,53.63,item-specific
1494,CLASS G: CONCRETE ANCILLARIES,03 FORMWORK; EXTRA SMOOTH FINISH,"Formwork; Plane horizontal, width",exceeding 1.22 m,m2,1,Labour,L012,joiner (craftsman),0.757949,hr,49.7255,37.69,Labour Resources Build-up Rate; Formwork gang - small areas
1494,CLASS G: CONCRETE ANCILLARIES,03 FORMWORK; EXTRA SMOOTH FINISH,"Formwork; Plane horizontal, width",exceeding 1.22 m,m2,2,Labour,L023,unskilled operative (general),0.757949,hr,38.7141,29.34,Labour Resources Build-up Rate; Formwork gang - small areas
1494,CLASS G: CONCRETE ANCILLARIES,03 FORMWORK; EXTRA SMOOTH FINISH,"Formwork; Plane horizontal, width",exceeding 1.22 m,m2,3,Plant,P025,20t crawler crane,0.111437,hr,69.0414,7.69,Plant Resources Build-up Rate; Formwork - small areas
1494,CLASS G: CONCRETE ANCILLARIES,03 FORMWORK; EXTRA SMOOTH FINISH,"Formwork; Plane horizontal, width",exceeding 1.22 m,m2,4,Plant,P026,"22"" dia. saw bench",0.222875,hr,5.9522,1.33,Plant Resources Build-up Rate; Formwork - small areas
1494,CLASS G: CONCRETE ANCILLARIES,03 FORMWORK; EXTRA SMOOTH FINISH,"Formwork; Plane horizontal, width",exceeding 1.22 m,m2,5,Plant,P047,allowance for small power tools,0.222875,hr,1.3448,0.3,Plant Resources Build-up Rate; Formwork - small areas
1494,CLASS G: CONCRETE ANCILLARIES,03 FORMWORK; EXTRA SMOOTH FINISH,"Formwork; Plane horizontal, width",exceeding 1.22 m,m2,6,Material,MX1494,"Formwork; Plane horizontal, width",1,m2,53.6287,53.63,item-specific
