Item ref,Class,Section,Sub-heading,Item,Item unit,Line,Type,Code,Resource,Qty,Qty unit,Rate EUR,Line cost EUR,Crew / spread
2546,CLASS I: PIPEWORK - PIPES,05 POLYVINYL CHLORIDE PIPES,"Unplasticized pvc pipes; ring seal sockets; excavation and supports, backfilling; 6 m pipe lengths unless stated otherwise; 82 mm pipes; in trenches, depth",3.50-4.00 m deep,m,5,Plant,P027,2t dumper,2.29021,hr,15.2802,34.99,Field drains (not in trenches)
2546,CLASS I: PIPEWORK - PIPES,05 POLYVINYL CHLORIDE PIPES,"Unplasticized pvc pipes; ring seal sockets; excavation and supports, backfilling; 6 m pipe lengths unless stated otherwise; 82 mm pipes; in trenches, depth",3.50-4.00 m deep,m,6,Plant,P085,"stihl saw, 12"", petrol",2.29021,hr,1.4422,3.3,Field drains (not in trenches)
2546,CLASS I: PIPEWORK - PIPES,05 POLYVINYL CHLORIDE PIPES,"Unplasticized pvc pipes; ring seal sockets; excavation and supports, backfilling; 6 m pipe lengths unless stated otherwise; 82 mm pipes; in trenches, depth",3.50-4.00 m deep,m,7,Material,MX2546,"Unplasticized pvc pipes; ring seal sockets; excavation and supports, backfilling; 6 m pipe lengths unless stated otherwi",1,m,26.9547,26.95,item-specific
2547,CLASS I: PIPEWORK - PIPES,05 POLYVINYL CHLORIDE PIPES,"Unplasticized pvc pipes; ring seal sockets; excavation and supports, backfilling; 6 m pipe lengths unless stated otherwise; 82 mm pipes; in trenches, depth",4.00-4.50 m deep,m,1,Labour,L004,chargehand pipelayer (skill rate 4),0.14491,hr,49.2274,7.13,"French/rubble drains, ditches and trenches gang; ducts and metal culverts gang"
2547,CLASS I: PIPEWORK - PIPES,05 POLYVINYL CHLORIDE PIPES,"Unplasticized pvc pipes; ring seal sockets; excavation and supports, backfilling; 6 m pipe lengths unless stated otherwise; 82 mm pipes; in trenches, depth",4.00-4.50 m deep,m,2,Labour,L019,skilled operative (skill rate 4),0.28982,hr,46.2624,13.41,"French/rubble drains, ditches and trenches gang; ducts and metal culverts gang"
2547,CLASS I: PIPEWORK - PIPES,05 POLYVINYL CHLORIDE PIPES,"Unplasticized pvc pipes; ring seal sockets; excavation and supports, backfilling; 6 m pipe lengths unless stated otherwise; 82 mm pipes; in trenches, depth",4.00-4.50 m deep,m,3,Labour,L023,unskilled operative (general),0.57964,hr,38.7141,22.44,"French/rubble drains, ditches and trenches gang; ducts and metal culverts gang"
2547,CLASS I: PIPEWORK - PIPES,05 POLYVINYL CHLORIDE PIPES,"Unplasticized pvc pipes; ring seal sockets; excavation and supports, backfilling; 6 m pipe lengths unless stated otherwise; 82 mm pipes; in trenches, depth",4.00-4.50 m deep,m,4,Labour,L016,plant operator (skill rate 3),0.28982,hr,61.1185,17.71,"French/rubble drains, ditches and trenches gang; ducts and metal culverts gang"
2547,CLASS I: PIPEWORK - PIPES,05 POLYVINYL CHLORIDE PIPES,"Unplasticized pvc pipes; ring seal sockets; excavation and supports, backfilling; 6 m pipe lengths unless stated otherwise; 82 mm pipes; in trenches, depth",4.00-4.50 m deep,m,5,Plant,P027,2t dumper,2.564336,hr,15.2802,39.18,Field drains (not in trenches)
2547,CLASS I: PIPEWORK - PIPES,05 POLYVINYL CHLORIDE PIPES,"Unplasticized pvc pipes; ring seal sockets; excavation and supports, backfilling; 6 m pipe lengths unless stated otherwise; 82 mm pipes; in trenches, depth",4.00-4.50 m deep,m,6,Plant,P085,"stihl saw, 12"", petrol",2.564336,hr,1.4422,3.7,Field drains (not in trenches)
2547,CLASS I: PIPEWORK - PIPES,05 POLYVINYL CHLORIDE PIPES,"Unplasticized pvc pipes; ring seal sockets; excavation and supports, backfilling; 6 m pipe lengths unless stated otherwise; 82 mm pipes; in trenches, depth",4.00-4.50 m deep,m,7,Material,MX2547,"Unplasticized pvc pipes; ring seal sockets; excavation and supports, backfilling; 6 m pipe lengths unless stated otherwi",1,m,26.9547,26.95,item-specific
2548,CLASS I: PIPEWORK - PIPES,05 POLYVINYL CHLORIDE PIPES,"Unplasticized pvc pipes; ring seal sockets; excavation and supports, backfilling; 6 m pipe lengths unless stated otherwise; 82 mm pipes; in trenches, depth",4.50-5.00 m deep,m,1,Labour,L004,chargehand pipelayer (skill rate 4),0.165622,hr,49.2274,8.15,"French/rubble drains, ditches and trenches gang; ducts and metal culverts gang"
2548,CLASS I: PIPEWORK - PIPES,05 POLYVINYL CHLORIDE PIPES,"Unplasticized pvc pipes; ring seal sockets; excavation and supports, backfilling; 6 m pipe lengths unless stated otherwise; 82 mm pipes; in trenches, depth",4.50-5.00 m deep,m,2,Labour,L019,skilled operative (skill rate 4),0.331244,hr,46.2624,15.32,"French/rubble drains, ditches and trenches gang; ducts and metal culverts gang"
2548,CLASS I: PIPEWORK - PIPES,05 POLYVINYL CHLORIDE PIPES,"Unplasticized pvc pipes; ring seal sockets; excavation and supports, backfilling; 6 m pipe lengths unless stated otherwise; 82 mm pipes; in trenches, depth",4.50-5.00 m deep,m,3,Labour,L023,unskilled operative (general),0.662489,hr,38.7141,25.65,"French/rubble drains, ditches and trenches gang; ducts and metal culverts gang"
2548,CLASS I: PIPEWORK - PIPES,05 POLYVINYL CHLORIDE PIPES,"Unplasticized pvc pipes; ring seal sockets; excavation and supports, backfilling; 6 m pipe lengths unless stated otherwise; 82 mm pipes; in trenches, depth",4.50-5.00 m deep,m,4,Labour,L016,plant operator (skill rate 3),0.331244,hr,61.1185,20.25,"French/rubble drains, ditches and trenches gang; ducts and metal culverts gang"
2548,CLASS I: PIPEWORK - PIPES,05 POLYVINYL CHLORIDE PIPES,"Unplasticized pvc pipes; ring seal sockets; excavation and supports, backfilling; 6 m pipe lengths unless stated otherwise; 82 mm pipes; in trenches, depth",4.50-5.00 m deep,m,5,Plant,P027,2t dumper,2.932168,hr,15.2802,44.8,Field drains (not in trenches)
2548,CLASS I: PIPEWORK - PIPES,05 POLYVINYL CHLORIDE PIPES,"Unplasticized pvc pipes; ring seal sockets; excavation and supports, backfilling; 6 m pipe lengths unless stated otherwise; 82 mm pipes; in trenches, depth",4.50-5.00 m deep,m,6,Plant,P085,"stihl saw, 12"", petrol",2.932168,hr,1.4422,4.23,Field drains (not in trenches)
2548,CLASS I: PIPEWORK - PIPES,05 POLYVINYL CHLORIDE PIPES,"Unplasticized pvc pipes; ring seal sockets; excavation and supports, backfilling; 6 m pipe lengths unless stated otherwise; 82 mm pipes; in trenches, depth",4.50-5.00 m deep,m,7,Material,MX2548,"Unplasticized pvc pipes; ring seal sockets; excavation and supports, backfilling; 6 m pipe lengths unless stated otherwi",1,m,26.9547,26.95,item-specific
2549,CLASS I: PIPEWORK - PIPES,05 POLYVINYL CHLORIDE PIPES,"Unplasticized pvc pipes; ring seal sockets; excavation and supports, backfilling; 6 m pipe lengths unless stated otherwise; 82 mm pipes; in trenches, depth",5.00-5.50 m deep,m,1,Labour,L004,chargehand pipelayer (skill rate 4),0.181128,hr,49.2274,8.92,"French/rubble drains, ditches and trenches gang; ducts and metal culverts gang"
2549,CLASS I: PIPEWORK - PIPES,05 POLYVINYL CHLORIDE PIPES,"Unplasticized pvc pipes; ring seal sockets; excavation and supports, backfilling; 6 m pipe lengths unless stated otherwise; 82 mm pipes; in trenches, depth",5.00-5.50 m deep,m,2,Labour,L019,skilled operative (skill rate 4),0.362256,hr,46.2624,16.76,"French/rubble drains, ditches and trenches gang; ducts and metal culverts gang"
2549,CLASS I: PIPEWORK - PIPES,05 POLYVINYL CHLORIDE PIPES,"Unplasticized pvc pipes; ring seal sockets; excavation and supports, backfilling; 6 m pipe lengths unless stated otherwise; 82 mm pipes; in trenches, depth",5.00-5.50 m deep,m,3,Labour,L023,unskilled operative (general),0.724513,hr,38.7141,28.05,"French/rubble drains, ditches and trenches gang; ducts and metal culverts gang"
2549,CLASS I: PIPEWORK - PIPES,05 POLYVINYL CHLORIDE PIPES,"Unplasticized pvc pipes; ring seal sockets; excavation and supports, backfilling; 6 m pipe lengths unless stated otherwise; 82 mm pipes; in trenches, depth",5.00-5.50 m deep,m,4,Labour,L016,plant operator (skill rate 3),0.362256,hr,61.1185,22.14,"French/rubble drains, ditches and trenches gang; ducts and metal culverts gang"
2549,CLASS I: PIPEWORK - PIPES,05 POLYVINYL CHLORIDE PIPES,"Unplasticized pvc pipes; ring seal sockets; excavation and supports, backfilling; 6 m pipe lengths unless stated otherwise; 82 mm pipes; in trenches, depth",5.00-5.50 m deep,m,5,Plant,P027,2t dumper,3.207692,hr,15.2802,49.01,Field drains (not in trenches)
2549,CLASS I: PIPEWORK - PIPES,05 POLYVINYL CHLORIDE PIPES,"Unplasticized pvc pipes; ring seal sockets; excavation and supports, backfilling; 6 m pipe lengths unless stated otherwise; 82 mm pipes; in trenches, depth",5.00-5.50 m deep,m,6,Plant,P085,"stihl saw, 12"", petrol",3.207692,hr,1.4422,4.63,Field drains (not in trenches)
2549,CLASS I: PIPEWORK - PIPES,05 POLYVINYL CHLORIDE PIPES,"Unplasticized pvc pipes; ring seal sockets; excavation and supports, backfilling; 6 m pipe lengths unless stated otherwise; 82 mm pipes; in trenches, depth",5.00-5.50 m deep,m,7,Material,MX2549,"Unplasticized pvc pipes; ring seal sockets; excavation and supports, backfilling; 6 m pipe lengths unless stated otherwi",1,m,26.9547,26.95,item-specific
2550,CLASS I: PIPEWORK - PIPES,05 POLYVINYL CHLORIDE PIPES,"Unplasticized pvc pipes; ring seal sockets; excavation and supports, backfilling; 6 m pipe lengths unless stated otherwise; 82 mm pipes; in trenches, depth",extra for bend; short radius (socket/spigot),nr,1,Labour,L004,chargehand pipelayer (skill rate 4),0.025881,hr,49.2274,1.27,"French/rubble drains, ditches and trenches gang; ducts and metal culverts gang"
2550,CLASS I: PIPEWORK - PIPES,05 POLYVINYL CHLORIDE PIPES,"Unplasticized pvc pipes; ring seal sockets; excavation and supports, backfilling; 6 m pipe lengths unless stated otherwise; 82 mm pipes; in trenches, depth",extra for bend; short radius (socket/spigot),nr,2,Labour,L019,skilled operative (skill rate 4),0.051762,hr,46.2624,2.39,"French/rubble drains, ditches and trenches gang; ducts and metal culverts gang"
2550,CLASS I: PIPEWORK - PIPES,05 POLYVINYL CHLORIDE PIPES,"Unplasticized pvc pipes; ring seal sockets; excavation and supports, backfilling; 6 m pipe lengths unless stated otherwise; 82 mm pipes; in trenches, depth",extra for bend; short radius (socket/spigot),nr,3,Labour,L023,unskilled operative (general),0.103523,hr,38.7141,4.01,"French/rubble drains, ditches and trenches gang; ducts and metal culverts gang"
2550,CLASS I: PIPEWORK - PIPES,05 POLYVINYL CHLORIDE PIPES,"Unplasticized pvc pipes; ring seal sockets; excavation and supports, backfilling; 6 m pipe lengths unless stated otherwise; 82 mm pipes; in trenches, depth",extra for bend; short radius (socket/spigot),nr,4,Labour,L016,plant operator (skill rate 3),0.051762,hr,61.1185,3.16,"French/rubble drains, ditches and trenches gang; ducts and metal culverts gang"
2550,CLASS I: PIPEWORK - PIPES,05 POLYVINYL CHLORIDE PIPES,"Unplasticized pvc pipes; ring seal sockets; excavation and supports, backfilling; 6 m pipe lengths unless stated otherwise; 82 mm pipes; in trenches, depth",extra for bend; short radius (socket/spigot),nr,5,Material,MX2550,"Unplasticized pvc pipes; ring seal sockets; excavation and supports, backfilling; 6 m pipe lengths unless stated otherwi",1,nr,65.3344,65.33,item-specific
2551,CLASS I: PIPEWORK - PIPES,05 POLYVINYL CHLORIDE PIPES,"Unplasticized pvc pipes; ring seal sockets; excavation and supports, backfilling; 6 m pipe lengths unless stated otherwise; 82 mm pipes; in trenches, depth",extra for branches; equal (socket/spigot),nr,1,Labour,L004,chargehand pipelayer (skill rate 4),0.036218,hr,49.2274,1.78,"French/rubble drains, ditches and trenches gang; ducts and metal culverts gang"
2551,CLASS I: PIPEWORK - PIPES,05 POLYVINYL CHLORIDE PIPES,"Unplasticized pvc pipes; ring seal sockets; excavation and supports, backfilling; 6 m pipe lengths unless stated otherwise; 82 mm pipes; in trenches, depth",extra for branches; equal (socket/spigot),nr,2,Labour,L019,skilled operative (skill rate 4),0.072436,hr,46.2624,3.35,"French/rubble drains, ditches and trenches gang; ducts and metal culverts gang"
2551,CLASS I: PIPEWORK - PIPES,05 POLYVINYL CHLORIDE PIPES,"Unplasticized pvc pipes; ring seal sockets; excavation and supports, backfilling; 6 m pipe lengths unless stated otherwise; 82 mm pipes; in trenches, depth",extra for branches; equal (socket/spigot),nr,3,Labour,L023,unskilled operative (general),0.144873,hr,38.7141,5.61,"French/rubble drains, ditches and trenches gang; ducts and metal culverts gang"
2551,CLASS I: PIPEWORK - PIPES,05 POLYVINYL CHLORIDE PIPES,"Unplasticized pvc pipes; ring seal sockets; excavation and supports, backfilling; 6 m pipe lengths unless stated otherwise; 82 mm pipes; in trenches, depth",extra for branches; equal (socket/spigot),nr,4,Labour,L016,plant operator (skill rate 3),0.072436,hr,61.1185,4.43,"French/rubble drains, ditches and trenches gang; ducts and metal culverts gang"
2551,CLASS I: PIPEWORK - PIPES,05 POLYVINYL CHLORIDE PIPES,"Unplasticized pvc pipes; ring seal sockets; excavation and supports, backfilling; 6 m pipe lengths unless stated otherwise; 82 mm pipes; in trenches, depth",extra for branches; equal (socket/spigot),nr,5,Material,MX2551,"Unplasticized pvc pipes; ring seal sockets; excavation and supports, backfilling; 6 m pipe lengths unless stated otherwi",1,nr,87.1086,87.11,item-specific
2553,CLASS I: PIPEWORK - PIPES,05 POLYVINYL CHLORIDE PIPES,"Unplasticized pvc pipes; ring seal sockets; 110 mm pipes; in trenches, depth",not in trenches,m,1,Labour,L004,chargehand pipelayer (skill rate 4),0.019401,hr,49.2274,0.96,"French/rubble drains, ditches and trenches gang; ducts and metal culverts gang"
2553,CLASS I: PIPEWORK - PIPES,05 POLYVINYL CHLORIDE PIPES,"Unplasticized pvc pipes; ring seal sockets; 110 mm pipes; in trenches, depth",not in trenches,m,2,Labour,L019,skilled operative (skill rate 4),0.038802,hr,46.2624,1.8,"French/rubble drains, ditches and trenches gang; ducts and metal culverts gang"
2553,CLASS I: PIPEWORK - PIPES,05 POLYVINYL CHLORIDE PIPES,"Unplasticized pvc pipes; ring seal sockets; 110 mm pipes; in trenches, depth",not in trenches,m,3,Labour,L023,unskilled operative (general),0.077605,hr,38.7141,3.0,"French/rubble drains, ditches and trenches gang; ducts and metal culverts gang"
2553,CLASS I: PIPEWORK - PIPES,05 POLYVINYL CHLORIDE PIPES,"Unplasticized pvc pipes; ring seal sockets; 110 mm pipes; in trenches, depth",not in trenches,m,4,Labour,L016,plant operator (skill rate 3),0.038802,hr,61.1185,2.37,"French/rubble drains, ditches and trenches gang; ducts and metal culverts gang"
2553,CLASS I: PIPEWORK - PIPES,05 POLYVINYL CHLORIDE PIPES,"Unplasticized pvc pipes; ring seal sockets; 110 mm pipes; in trenches, depth",not in trenches,m,5,Plant,P027,2t dumper,0.045455,hr,15.2802,0.69,Field drains (not in trenches)
2553,CLASS I: PIPEWORK - PIPES,05 POLYVINYL CHLORIDE PIPES,"Unplasticized pvc pipes; ring seal sockets; 110 mm pipes; in trenches, depth",not in trenches,m,6,Plant,P085,"stihl saw, 12"", petrol",0.045455,hr,1.4422,0.07,Field drains (not in trenches)
2553,CLASS I: PIPEWORK - PIPES,05 POLYVINYL CHLORIDE PIPES,"Unplasticized pvc pipes; ring seal sockets; 110 mm pipes; in trenches, depth",not in trenches,m,7,Material,MX2553,"Unplasticized pvc pipes; ring seal sockets; 110 mm pipes; in trenches, depth",1,m,11.8577,11.86,item-specific
2554,CLASS I: PIPEWORK - PIPES,05 POLYVINYL CHLORIDE PIPES,"Unplasticized pvc pipes; ring seal sockets; 110 mm pipes; in trenches, depth",ne 1.50 m deep,m,1,Labour,L004,chargehand pipelayer (skill rate 4),0.051762,hr,49.2274,2.55,"French/rubble drains, ditches and trenches gang; ducts and metal culverts gang"
2554,CLASS I: PIPEWORK - PIPES,05 POLYVINYL CHLORIDE PIPES,"Unplasticized pvc pipes; ring seal sockets; 110 mm pipes; in trenches, depth",ne 1.50 m deep,m,2,Labour,L019,skilled operative (skill rate 4),0.103523,hr,46.2624,4.79,"French/rubble drains, ditches and trenches gang; ducts and metal culverts gang"
2554,CLASS I: PIPEWORK - PIPES,05 POLYVINYL CHLORIDE PIPES,"Unplasticized pvc pipes; ring seal sockets; 110 mm pipes; in trenches, depth",ne 1.50 m deep,m,3,Labour,L023,unskilled operative (general),0.207046,hr,38.7141,8.02,"French/rubble drains, ditches and trenches gang; ducts and metal culverts gang"
2554,CLASS I: PIPEWORK - PIPES,05 POLYVINYL CHLORIDE PIPES,"Unplasticized pvc pipes; ring seal sockets; 110 mm pipes; in trenches, depth",ne 1.50 m deep,m,4,Labour,L016,plant operator (skill rate 3),0.103523,hr,61.1185,6.33,"French/rubble drains, ditches and trenches gang; ducts and metal culverts gang"
2554,CLASS I: PIPEWORK - PIPES,05 POLYVINYL CHLORIDE PIPES,"Unplasticized pvc pipes; ring seal sockets; 110 mm pipes; in trenches, depth",ne 1.50 m deep,m,5,Plant,P027,2t dumper,0.914685,hr,15.2802,13.98,Field drains (not in trenches)
2554,CLASS I: PIPEWORK - PIPES,05 POLYVINYL CHLORIDE PIPES,"Unplasticized pvc pipes; ring seal sockets; 110 mm pipes; in trenches, depth",ne 1.50 m deep,m,6,Plant,P085,"stihl saw, 12"", petrol",0.914685,hr,1.4422,1.32,Field drains (not in trenches)
2554,CLASS I: PIPEWORK - PIPES,05 POLYVINYL CHLORIDE PIPES,"Unplasticized pvc pipes; ring seal sockets; 110 mm pipes; in trenches, depth",ne 1.50 m deep,m,7,Material,MX2554,"Unplasticized pvc pipes; ring seal sockets; 110 mm pipes; in trenches, depth",1,m,11.8577,11.86,item-specific
2555,CLASS I: PIPEWORK - PIPES,05 POLYVINYL CHLORIDE PIPES,"Unplasticized pvc pipes; ring seal sockets; 110 mm pipes; in trenches, depth",1.50-2.00 m deep,m,1,Labour,L004,chargehand pipelayer (skill rate 4),0.067268,hr,49.2274,3.31,"French/rubble drains, ditches and trenches gang; ducts and metal culverts gang"
2555,CLASS I: PIPEWORK - PIPES,05 POLYVINYL CHLORIDE PIPES,"Unplasticized pvc pipes; ring seal sockets; 110 mm pipes; in trenches, depth",1.50-2.00 m deep,m,2,Labour,L019,skilled operative (skill rate 4),0.134535,hr,46.2624,6.22,"French/rubble drains, ditches and trenches gang; ducts and metal culverts gang"
2555,CLASS I: PIPEWORK - PIPES,05 POLYVINYL CHLORIDE PIPES,"Unplasticized pvc pipes; ring seal sockets; 110 mm pipes; in trenches, depth",1.50-2.00 m deep,m,3,Labour,L023,unskilled operative (general),0.269071,hr,38.7141,10.42,"French/rubble drains, ditches and trenches gang; ducts and metal culverts gang"
2555,CLASS I: PIPEWORK - PIPES,05 POLYVINYL CHLORIDE PIPES,"Unplasticized pvc pipes; ring seal sockets; 110 mm pipes; in trenches, depth",1.50-2.00 m deep,m,4,Labour,L016,plant operator (skill rate 3),0.134535,hr,61.1185,8.22,"French/rubble drains, ditches and trenches gang; ducts and metal culverts gang"
2555,CLASS I: PIPEWORK - PIPES,05 POLYVINYL CHLORIDE PIPES,"Unplasticized pvc pipes; ring seal sockets; 110 mm pipes; in trenches, depth",1.50-2.00 m deep,m,5,Plant,P027,2t dumper,1.18951,hr,15.2802,18.18,Field drains (not in trenches)
2555,CLASS I: PIPEWORK - PIPES,05 POLYVINYL CHLORIDE PIPES,"Unplasticized pvc pipes; ring seal sockets; 110 mm pipes; in trenches, depth",1.50-2.00 m deep,m,6,Plant,P085,"stihl saw, 12"", petrol",1.18951,hr,1.4422,1.72,Field drains (not in trenches)
2555,CLASS I: PIPEWORK - PIPES,05 POLYVINYL CHLORIDE PIPES,"Unplasticized pvc pipes; ring seal sockets; 110 mm pipes; in trenches, depth",1.50-2.00 m deep,m,7,Material,MX2555,"Unplasticized pvc pipes; ring seal sockets; 110 mm pipes; in trenches, depth",1,m,11.8577,11.86,item-specific
2556,CLASS I: PIPEWORK - PIPES,05 POLYVINYL CHLORIDE PIPES,"Unplasticized pvc pipes; ring seal sockets; 110 mm pipes; in trenches, depth",2.00-2.50 m deep,m,1,Labour,L004,chargehand pipelayer (skill rate 4),0.082811,hr,49.2274,4.08,"French/rubble drains, ditches and trenches gang; ducts and metal culverts gang"
2556,CLASS I: PIPEWORK - PIPES,05 POLYVINYL CHLORIDE PIPES,"Unplasticized pvc pipes; ring seal sockets; 110 mm pipes; in trenches, depth",2.00-2.50 m deep,m,2,Labour,L019,skilled operative (skill rate 4),0.165622,hr,46.2624,7.66,"French/rubble drains, ditches and trenches gang; ducts and metal culverts gang"
2556,CLASS I: PIPEWORK - PIPES,05 POLYVINYL CHLORIDE PIPES,"Unplasticized pvc pipes; ring seal sockets; 110 mm pipes; in trenches, depth",2.00-2.50 m deep,m,3,Labour,L023,unskilled operative (general),0.331244,hr,38.7141,12.82,"French/rubble drains, ditches and trenches gang; ducts and metal culverts gang"
2556,CLASS I: PIPEWORK - PIPES,05 POLYVINYL CHLORIDE PIPES,"Unplasticized pvc pipes; ring seal sockets; 110 mm pipes; in trenches, depth",2.00-2.50 m deep,m,4,Labour,L016,plant operator (skill rate 3),0.165622,hr,61.1185,10.12,"French/rubble drains, ditches and trenches gang; ducts and metal culverts gang"
2556,CLASS I: PIPEWORK - PIPES,05 POLYVINYL CHLORIDE PIPES,"Unplasticized pvc pipes; ring seal sockets; 110 mm pipes; in trenches, depth",2.00-2.50 m deep,m,5,Plant,P027,2t dumper,1.462937,hr,15.2802,22.35,Field drains (not in trenches)
2556,CLASS I: PIPEWORK - PIPES,05 POLYVINYL CHLORIDE PIPES,"Unplasticized pvc pipes; ring seal sockets; 110 mm pipes; in trenches, depth",2.00-2.50 m deep,m,6,Plant,P085,"stihl saw, 12"", petrol",1.462937,hr,1.4422,2.11,Field drains (not in trenches)
2556,CLASS I: PIPEWORK - PIPES,05 POLYVINYL CHLORIDE PIPES,"Unplasticized pvc pipes; ring seal sockets; 110 mm pipes; in trenches, depth",2.00-2.50 m deep,m,7,Material,MX2556,"Unplasticized pvc pipes; ring seal sockets; 110 mm pipes; in trenches, depth",1,m,11.8577,11.86,item-specific
2557,CLASS I: PIPEWORK - PIPES,05 POLYVINYL CHLORIDE PIPES,"Unplasticized pvc pipes; ring seal sockets; 110 mm pipes; in trenches, depth",2.50-3.00 m deep,m,1,Labour,L004,chargehand pipelayer (skill rate 4),0.098317,hr,49.2274,4.84,"French/rubble drains, ditches and trenches gang; ducts and metal culverts gang"
2557,CLASS I: PIPEWORK - PIPES,05 POLYVINYL CHLORIDE PIPES,"Unplasticized pvc pipes; ring seal sockets; 110 mm pipes; in trenches, depth",2.50-3.00 m deep,m,2,Labour,L019,skilled operative (skill rate 4),0.196634,hr,46.2624,9.1,"French/rubble drains, ditches and trenches gang; ducts and metal culverts gang"
2557,CLASS I: PIPEWORK - PIPES,05 POLYVINYL CHLORIDE PIPES,"Unplasticized pvc pipes; ring seal sockets; 110 mm pipes; in trenches, depth",2.50-3.00 m deep,m,3,Labour,L023,unskilled operative (general),0.393268,hr,38.7141,15.23,"French/rubble drains, ditches and trenches gang; ducts and metal culverts gang"
2557,CLASS I: PIPEWORK - PIPES,05 POLYVINYL CHLORIDE PIPES,"Unplasticized pvc pipes; ring seal sockets; 110 mm pipes; in trenches, depth",2.50-3.00 m deep,m,4,Labour,L016,plant operator (skill rate 3),0.196634,hr,61.1185,12.02,"French/rubble drains, ditches and trenches gang; ducts and metal culverts gang"
2557,CLASS I: PIPEWORK - PIPES,05 POLYVINYL CHLORIDE PIPES,"Unplasticized pvc pipes; ring seal sockets; 110 mm pipes; in trenches, depth",2.50-3.00 m deep,m,5,Plant,P027,2t dumper,1.737063,hr,15.2802,26.54,Field drains (not in trenches)
2557,CLASS I: PIPEWORK - PIPES,05 POLYVINYL CHLORIDE PIPES,"Unplasticized pvc pipes; ring seal sockets; 110 mm pipes; in trenches, depth",2.50-3.00 m deep,m,6,Plant,P085,"stihl saw, 12"", petrol",1.737063,hr,1.4422,2.51,Field drains (not in trenches)
2557,CLASS I: PIPEWORK - PIPES,05 POLYVINYL CHLORIDE PIPES,"Unplasticized pvc pipes; ring seal sockets; 110 mm pipes; in trenches, depth",2.50-3.00 m deep,m,7,Material,MX2557,"Unplasticized pvc pipes; ring seal sockets; 110 mm pipes; in trenches, depth",1,m,11.8577,11.86,item-specific
2558,CLASS I: PIPEWORK - PIPES,05 POLYVINYL CHLORIDE PIPES,"Unplasticized pvc pipes; ring seal sockets; 110 mm pipes; in trenches, depth",3.00-3.50 m deep,m,1,Labour,L004,chargehand pipelayer (skill rate 4),0.113861,hr,49.2274,5.61,"French/rubble drains, ditches and trenches gang; ducts and metal culverts gang"
2558,CLASS I: PIPEWORK - PIPES,05 POLYVINYL CHLORIDE PIPES,"Unplasticized pvc pipes; ring seal sockets; 110 mm pipes; in trenches, depth",3.00-3.50 m deep,m,2,Labour,L019,skilled operative (skill rate 4),0.227721,hr,46.2624,10.53,"French/rubble drains, ditches and trenches gang; ducts and metal culverts gang"
2558,CLASS I: PIPEWORK - PIPES,05 POLYVINYL CHLORIDE PIPES,"Unplasticized pvc pipes; ring seal sockets; 110 mm pipes; in trenches, depth",3.00-3.50 m deep,m,3,Labour,L023,unskilled operative (general),0.455442,hr,38.7141,17.63,"French/rubble drains, ditches and trenches gang; ducts and metal culverts gang"
2558,CLASS I: PIPEWORK - PIPES,05 POLYVINYL CHLORIDE PIPES,"Unplasticized pvc pipes; ring seal sockets; 110 mm pipes; in trenches, depth",3.00-3.50 m deep,m,4,Labour,L016,plant operator (skill rate 3),0.227721,hr,61.1185,13.92,"French/rubble drains, ditches and trenches gang; ducts and metal culverts gang"
2558,CLASS I: PIPEWORK - PIPES,05 POLYVINYL CHLORIDE PIPES,"Unplasticized pvc pipes; ring seal sockets; 110 mm pipes; in trenches, depth",3.00-3.50 m deep,m,5,Plant,P027,2t dumper,2.015385,hr,15.2802,30.8,Field drains (not in trenches)
2558,CLASS I: PIPEWORK - PIPES,05 POLYVINYL CHLORIDE PIPES,"Unplasticized pvc pipes; ring seal sockets; 110 mm pipes; in trenches, depth",3.00-3.50 m deep,m,6,Plant,P085,"stihl saw, 12"", petrol",2.015385,hr,1.4422,2.91,Field drains (not in trenches)
2558,CLASS I: PIPEWORK - PIPES,05 POLYVINYL CHLORIDE PIPES,"Unplasticized pvc pipes; ring seal sockets; 110 mm pipes; in trenches, depth",3.00-3.50 m deep,m,7,Material,MX2558,"Unplasticized pvc pipes; ring seal sockets; 110 mm pipes; in trenches, depth",1,m,11.8577,11.86,item-specific
2559,CLASS I: PIPEWORK - PIPES,05 POLYVINYL CHLORIDE PIPES,"Unplasticized pvc pipes; ring seal sockets; 110 mm pipes; in trenches, depth",3.50-4.00 m deep,m,1,Labour,L004,chargehand pipelayer (skill rate 4),0.129404,hr,49.2274,6.37,"French/rubble drains, ditches and trenches gang; ducts and metal culverts gang"
2559,CLASS I: PIPEWORK - PIPES,05 POLYVINYL CHLORIDE PIPES,"Unplasticized pvc pipes; ring seal sockets; 110 mm pipes; in trenches, depth",3.50-4.00 m deep,m,2,Labour,L019,skilled operative (skill rate 4),0.258808,hr,46.2624,11.97,"French/rubble drains, ditches and trenches gang; ducts and metal culverts gang"
2559,CLASS I: PIPEWORK - PIPES,05 POLYVINYL CHLORIDE PIPES,"Unplasticized pvc pipes; ring seal sockets; 110 mm pipes; in trenches, depth",3.50-4.00 m deep,m,3,Labour,L023,unskilled operative (general),0.517616,hr,38.7141,20.04,"French/rubble drains, ditches and trenches gang; ducts and metal culverts gang"
