Item ref,Class,Section,Sub-heading,Item,Unit,Labour EUR,Plant EUR,Material EUR,Sub-contract EUR,TOTAL COST EUR,WBS lines,Book-derived EUR,Variance EUR
4951,CLASS R: ROADS AND PAVINGS,08 ANCILLARIES,Surface markings; reflectorized yellow; Continuous lines,100 mm wide,m,0.3,1.24,1.79,0,3.33,3,3.33,0.0
4952,CLASS R: ROADS AND PAVINGS,08 ANCILLARIES,Surface markings; reflectorized yellow; Continuous lines,150 mm wide,m,0.33,1.39,2.0,0,3.72,3,3.72,0.0
4954,CLASS R: ROADS AND PAVINGS,08 ANCILLARIES,Intermittent lines (reflectorized yellow),kerb marking; 0.25 m long,nr,0.31,1.3,1.88,0,3.49,7,3.51,-0.02
4958,CLASS R: ROADS AND PAVINGS,08 ANCILLARIES,Vinyl strip markings (pedestrian crossings and similar locations),200 mm wide line,m,1.34,5.62,8.08,0,15.04,7,15.05,-0.01
4959,CLASS R: ROADS AND PAVINGS,08 ANCILLARIES,Vinyl strip markings (pedestrian crossings and similar locations),600 x 300 mm single stud tile,nr,2.35,9.83,14.11,0,26.29,7,26.29,0.0
4961,CLASS R: ROADS AND PAVINGS,08 ANCILLARIES,Removal of existing reflectorized thermoplastic markings,100 mm wide line,m,0.24,1.0,1.43,0,2.67,7,2.66,0.01
4962,CLASS R: ROADS AND PAVINGS,08 ANCILLARIES,Removal of existing reflectorized thermoplastic markings,150 mm wide line,m,0.34,1.46,2.1,0,3.9,7,3.91,-0.01
4963,CLASS R: ROADS AND PAVINGS,08 ANCILLARIES,Removal of existing reflectorized thermoplastic markings,200 mm wide line,m,0.47,1.98,2.83,0,5.28,7,5.28,0.0
4964,CLASS R: ROADS AND PAVINGS,08 ANCILLARIES,Removal of existing reflectorized thermoplastic markings,arrow or letter ne 6.0 m long,nr,3.66,15.21,21.86,0,40.73,7,40.73,0.0
4965,CLASS R: ROADS AND PAVINGS,08 ANCILLARIES,Removal of existing reflectorized thermoplastic markings,arrow or letter 6.0-16.00 m long,nr,14.32,59.6,85.6,0,159.52,7,159.53,-0.01
4967,CLASS R: ROADS AND PAVINGS,08 ANCILLARIES,Reflecting road studs; General,100 x 100 mm square bi-directional reflecting road studs with amber corner cube reflectors,nr,0.17,0.74,1.06,0,1.97,3,1.97,0.0
4968,CLASS R: ROADS AND PAVINGS,08 ANCILLARIES,Reflecting road studs; General,140 x 254 mm rectangular one way reflecting road studs with red catseye reflectors,nr,0.41,1.67,2.41,0,4.49,3,4.49,0.0
4969,CLASS R: ROADS AND PAVINGS,08 ANCILLARIES,Reflecting road studs; General,140 x 254 mm rectangular one way reflecting road studs with green catseye reflectors,nr,0.42,1.73,2.49,0,4.64,3,4.65,-0.01
4970,CLASS R: ROADS AND PAVINGS,08 ANCILLARIES,Reflecting road studs; General,140 x 254 mm rectangular bi-directional reflecting road studs with white catseye reflectors,nr,0.41,1.73,2.49,0,4.63,3,4.63,0.0
4971,CLASS R: ROADS AND PAVINGS,08 ANCILLARIES,Reflecting road studs; General,140 x 254 mm rectangular bi-directional reflecting road studs with amber catseye reflectors,nr,0.41,1.73,2.49,0,4.63,3,4.63,0.0
4972,CLASS R: ROADS AND PAVINGS,08 ANCILLARIES,Reflecting road studs; General,140 x 254 mm rectangular bi-directional reflecting road stud without catseye reflectors,nr,0.25,1.08,1.54,0,2.87,3,2.87,0.0
4974,CLASS R: ROADS AND PAVINGS,08 ANCILLARIES,Removal of road studs,Remove from store and re-install 100 x 100 mm square bi-directional reflecting road stud with corner cube reflectors,nr,0.08,0.36,0.51,0,0.95,3,0.96,-0.01
4975,CLASS R: ROADS AND PAVINGS,08 ANCILLARIES,Removal of road studs,Remove from store and re-install 140 x 254 mm rectangular one way reflecting road stud with catseye reflectors,nr,0.2,0.85,1.22,0,2.27,3,2.27,0.0
4990,CLASS S: RAIL TRACK,01 TRACK FOUNDATIONS,Ballast; Imported crushed granite,Bottom ballast,m3,0,0,99.62,0,99.62,1,99.62,0.0
4991,CLASS S: RAIL TRACK,01 TRACK FOUNDATIONS,Ballast; Imported crushed granite,Top ballast,m3,0,0,99.62,0,99.62,1,99.62,0.0
4993,CLASS S: RAIL TRACK,01 TRACK FOUNDATIONS,Imported granular material,Blankets; 150 mm thick,m3,0,0,83.03,0,83.03,1,83.03,0.0
4995,CLASS S: RAIL TRACK,01 TRACK FOUNDATIONS,Imported sand,Blinding; 100 mm thick,m3,0,0,49.82,0,49.82,1,49.82,0.0
4997,CLASS S: RAIL TRACK,01 TRACK FOUNDATIONS,Waterproof membranes; Polythene sheeting,Waterproof membrane; 1200 gauge,m2,0,0,5.58,0,5.58,1,5.58,0.0
4999,CLASS S: RAIL TRACK,01 TRACK FOUNDATIONS,Ballast cleaning,"Machine ballast cleaning, on straight or curved track; formation depth 450 mm",m2,43.12,962.68,0,0,1005.8,7,1005.81,-0.01
5001,CLASS S: RAIL TRACK,01 TRACK FOUNDATIONS,Tamping,Machine tamping; straight track,m,71.87,250.51,0,0,322.38,7,322.37,0.01
5003,CLASS S: RAIL TRACK,01 TRACK FOUNDATIONS,Pneumatic ballast injection,Pneumatic ballast injection: Stone blowing,m2,71.87,28.12,0,0,99.99,7,99.99,0.0
5006,CLASS S: RAIL TRACK,02 TAKING UP,Taking up; dismantling into individual components; sorting; storing on site where directed; Bullhead or flat bottom rails,plain track; fishplated; timber sleepers,m,10.81,0,0,0,10.81,4,10.81,0.0
5007,CLASS S: RAIL TRACK,02 TAKING UP,Taking up; dismantling into individual components; sorting; storing on site where directed; Bullhead or flat bottom rails,plain track; fishplated; concrete sleepers,m,15.13,0,0,0,15.13,5,15.12,0.01
5008,CLASS S: RAIL TRACK,02 TAKING UP,Taking up; dismantling into individual components; sorting; storing on site where directed; Bullhead or flat bottom rails,plain track; welded; timber sleepers,m,10.81,0,0,0,10.81,4,10.81,0.0
5009,CLASS S: RAIL TRACK,02 TAKING UP,Taking up; dismantling into individual components; sorting; storing on site where directed; Bullhead or flat bottom rails,plain track; welded; concrete sleepers,m,15.13,0,0,0,15.13,5,15.12,0.01
5010,CLASS S: RAIL TRACK,02 TAKING UP,Taking up; dismantling into individual components; sorting; storing on site where directed; Bullhead or flat bottom rails,turnouts; fishplated; timber sleepers,nr,1213.88,0,0,0,1213.88,4,1213.88,0.0
5011,CLASS S: RAIL TRACK,02 TAKING UP,Taking up; dismantling into individual components; sorting; storing on site where directed; Bullhead or flat bottom rails,diamond crossings; fishplated; timber sleepers,nr,1972.55,0,0,0,1972.55,4,1972.55,0.0
5013,CLASS S: RAIL TRACK,02 TAKING UP,Dock and crane rails,plain track; welded; base plates,m,19.44,0,0,0,19.44,5,19.44,0.0
5014,CLASS S: RAIL TRACK,02 TAKING UP,Dock and crane rails,turnouts; welded; base plates,nr,1213.89,0,0,0,1213.89,5,1213.88,0.01
5015,CLASS S: RAIL TRACK,02 TAKING UP,Dock and crane rails,diamonds; welded; base plates,nr,1972.55,0,0,0,1972.55,5,1972.55,0.0
5017,CLASS S: RAIL TRACK,02 TAKING UP,Check and guard rails,plain track; fishplated,m,10.81,0,0,0,10.81,5,10.81,0.0
5019,CLASS S: RAIL TRACK,02 TAKING UP,Conductor rails,plain track; fishplated,m,11.34,0,0,0,11.34,5,11.34,0.0
5021,CLASS S: RAIL TRACK,02 TAKING UP,Sundries,buffer stops,nr,252.89,0,0,0,252.89,5,252.9,-0.01
5022,CLASS S: RAIL TRACK,02 TAKING UP,Sundries,retarders,nr,354.06,0,0,0,354.06,5,354.05,0.01
5023,CLASS S: RAIL TRACK,02 TAKING UP,Sundries,wheel stops,nr,106.22,0,0,0,106.22,5,106.22,0.0
5024,CLASS S: RAIL TRACK,02 TAKING UP,Sundries,lubricators,nr,151.73,0,0,0,151.73,5,151.73,0.0
5025,CLASS S: RAIL TRACK,02 TAKING UP,Sundries,switch heaters,nr,242.77,0,0,0,242.77,5,242.78,-0.01
5026,CLASS S: RAIL TRACK,02 TAKING UP,Sundries,switch levers,nr,151.73,0,0,0,151.73,5,151.73,0.0
5029,CLASS S: RAIL TRACK,"03 LIFTING, PACKING AND SLEWING",,Bullhead rail track; fishplated; timber sleepers,m,763.44,0,0,0,763.44,4,763.45,-0.01
5030,CLASS S: RAIL TRACK,"03 LIFTING, PACKING AND SLEWING",,Bullhead rail track; fishplated; concrete sleepers,m,763.44,0,0,0,763.44,5,763.45,-0.01
5031,CLASS S: RAIL TRACK,"03 LIFTING, PACKING AND SLEWING",,Bullhead rail track with turnout; timber sleepers,m,477.16,0,0,0,477.16,4,477.15,0.01
5032,CLASS S: RAIL TRACK,"03 LIFTING, PACKING AND SLEWING",,Flat bottom rail track; welded; timber sleepers,m,763.44,0,0,0,763.44,4,763.45,-0.01
5033,CLASS S: RAIL TRACK,"03 LIFTING, PACKING AND SLEWING",,Flat bottom rail track; welded; concrete sleepers,m,763.44,0,0,0,763.44,5,763.45,-0.01
5034,CLASS S: RAIL TRACK,"03 LIFTING, PACKING AND SLEWING",,Flat bottom rail track with turnout; concrete sleepers,nr,636.14,0,0,0,636.14,5,636.14,0.0
5035,CLASS S: RAIL TRACK,"03 LIFTING, PACKING AND SLEWING",,Spot replacement of sleepers; Timber sleeper,nr,190.85,8.25,55.25,0,254.35,11,254.35,0.0
5036,CLASS S: RAIL TRACK,"03 LIFTING, PACKING AND SLEWING",,Spot replacement of sleepers; Concrete sleeper,nr,95.42,7.17,105.67,0,208.26,10,208.26,0.0
5037,CLASS S: RAIL TRACK,"03 LIFTING, PACKING AND SLEWING",,Existing rail turning and refixing; plain with conductor rail & turnouts,nr,477.16,277.36,0,0,754.52,14,754.51,0.01
5039,CLASS S: RAIL TRACK,"03 LIFTING, PACKING AND SLEWING","Lifting, packing and slewing (continued)",Rerailing,m,76.36,0,0,0,76.36,3,76.35,0.01
5040,CLASS S: RAIL TRACK,"03 LIFTING, PACKING AND SLEWING","Lifting, packing and slewing (continued)",Stressing rail,m,159.04,0,291.88,0,450.92,4,450.92,0.0
5041,CLASS S: RAIL TRACK,"03 LIFTING, PACKING AND SLEWING","Lifting, packing and slewing (continued)",Buffer stops,nr,477.15,76.5,0,0,553.65,9,553.65,0.0
5044,CLASS S: RAIL TRACK,04 SUPPLYING (STANDARD GAUGE TRACK),Bullhead rails; BS 11; delivered in standard 18.288 m lengths,"BS95R section, 47 kg/m; for jointed track",tonne,0,0,1417.71,0,1417.71,1,1417.71,0.0
5046,CLASS S: RAIL TRACK,04 SUPPLYING (STANDARD GAUGE TRACK),Flat bottom rails; BS 11; delivered in standard 18.288 m lengths,"BS 113 'A' section, 56 kg/m; for jointed track",tonne,0,0,1417.71,0,1417.71,1,1417.71,0.0
5047,CLASS S: RAIL TRACK,04 SUPPLYING (STANDARD GAUGE TRACK),Flat bottom rails; BS 11; delivered in standard 18.288 m lengths,"BS 113 'A' section, 40 kg/m; for welded track",tonne,0,0,1417.71,0,1417.71,1,1417.71,0.0
5048,CLASS S: RAIL TRACK,04 SUPPLYING (STANDARD GAUGE TRACK),Flat bottom rails; BS 11; delivered in standard 18.288 m lengths,Extra for curved rails to form super elevation; radius over 600 m,%,0,0,33.76,0,33.76,1,33.76,0.0
5050,CLASS S: RAIL TRACK,04 SUPPLYING (STANDARD GAUGE TRACK),Check and guard rails; BS 11; delivered in standard 18.288 m lengths; flange planed to allow 50 mm free wheel clearance,"BS 113 'A' section, 56 kg/m; for bolting",tonne,0,0,1692.38,0,1692.38,1,1692.38,0.0
5052,CLASS S: RAIL TRACK,04 SUPPLYING (STANDARD GAUGE TRACK),Conductor rails; BS 11; delivered in standard 18.288 m lengths,"BS 113 'A' section, 56 kg/m; for bolting",tonne,0,0,1692.38,0,1692.38,1,1692.38,0.0
5054,CLASS S: RAIL TRACK,04 SUPPLYING (STANDARD GAUGE TRACK),Twist rails; BS 11; delivered in standard 18.288 m lengths,"BS 113 'A' section, 56 kg/m; for bolting",tonne,0,0,1692.38,0,1692.38,1,1692.38,0.0
5056,CLASS S: RAIL TRACK,04 SUPPLYING (STANDARD GAUGE TRACK),Sleepers; bullhead track timber sleepers,2600 x 250 x 130 mm,nr,0,0,46.09,0,46.09,1,46.09,0.0
5058,CLASS S: RAIL TRACK,04 SUPPLYING (STANDARD GAUGE TRACK),Sleepers; bullhead track concrete sleepers,2600 x 250 x 130 mm,nr,0,0,81.76,0,81.76,1,81.76,0.0
5060,CLASS S: RAIL TRACK,04 SUPPLYING (STANDARD GAUGE TRACK),Sleepers; bullhead track steel sleepers,2525 x 264 x 204 mm,nr,0,0,109.87,0,109.87,1,109.87,0.0
5062,CLASS S: RAIL TRACK,04 SUPPLYING (STANDARD GAUGE TRACK),Sleepers; Flat bottom track timber sleepers,2600 x 250 x 130 mm,nr,0,0,46.09,0,46.09,1,46.09,0.0
5064,CLASS S: RAIL TRACK,04 SUPPLYING (STANDARD GAUGE TRACK),Sleepers; Flat bottom track concrete sleepers,2600 x 250 x 130 mm,nr,0,0,81.76,0,81.76,1,81.76,0.0
5066,CLASS S: RAIL TRACK,04 SUPPLYING (STANDARD GAUGE TRACK),Sleepers; Flat bottom track steel sleepers,2525 x 264 x 204 mm,nr,0,0,109.87,0,109.87,1,109.87,0.0
5068,CLASS S: RAIL TRACK,04 SUPPLYING (STANDARD GAUGE TRACK),Fittings,"cast iron chairs complete with chair screws, plastic ferrules, spring steels and keys; BR type S1",nr,0,0,92.15,0,92.15,1,92.15,0.0
5069,CLASS S: RAIL TRACK,04 SUPPLYING (STANDARD GAUGE TRACK),Fittings,"cast iron chairs complete with chair screws, plastic ferrules, spring steels and keys; BR type CC",nr,0,0,129.34,0,129.34,1,129.34,0.0
5070,CLASS S: RAIL TRACK,04 SUPPLYING (STANDARD GAUGE TRACK),Fittings,"cast iron chairs complete with resilient pad, chair screws, ferrules, rail clips and nylon insulators; BR type PAN 6",nr,0,0,70.43,0,70.43,1,70.43,0.0
5071,CLASS S: RAIL TRACK,04 SUPPLYING (STANDARD GAUGE TRACK),Fittings,"cast iron chairs complete with resilient pad, chair screws, ferrules, rail clips and nylon insulators; BR type VN",nr,0,0,79.74,0,79.74,1,79.74,0.0
5072,CLASS S: RAIL TRACK,04 SUPPLYING (STANDARD GAUGE TRACK),Fittings,"cast iron chairs complete with resilient pad, chair screws, ferrules, rail clips and nylon insulators; BR type C",nr,0,0,60.25,0,60.25,1,60.25,0.0
5073,CLASS S: RAIL TRACK,04 SUPPLYING (STANDARD GAUGE TRACK),Fittings,Pandrol rail clips and nylon insulator,nr,101.98,0,4.98,0,106.96,5,106.97,-0.01
5074,CLASS S: RAIL TRACK,04 SUPPLYING (STANDARD GAUGE TRACK),Fittings,"plain fishplates; for BS95R section rail, skirted pattern; sets of two; complete with fishbolts, nuts and washers",nr,0,0,177.2,0,177.2,1,177.2,0.0
5075,CLASS S: RAIL TRACK,04 SUPPLYING (STANDARD GAUGE TRACK),Fittings,"plain fishplates; for BS95R section rail, joggled pattern; sets of two; complete with fishbolts, nuts and washers",nr,0,0,203.8,0,203.8,1,203.8,0.0
5076,CLASS S: RAIL TRACK,04 SUPPLYING (STANDARD GAUGE TRACK),Fittings,"plain fishplates; for BS113 'A' section rail, shallow section; sets of two; complete with fishbolts, nuts and washers",nr,0,0,177.2,0,177.2,1,177.2,0.0
5077,CLASS S: RAIL TRACK,04 SUPPLYING (STANDARD GAUGE TRACK),Fittings,"insulated fishplates; BS95R section rail, steel billet pattern; sets of two; complete with high tensile steel bolts, nuts and washers",nr,0,0,102.78,0,102.78,1,102.78,0.0
5078,CLASS S: RAIL TRACK,04 SUPPLYING (STANDARD GAUGE TRACK),Fittings,"cast iron spacer block between running and guard rails; for BS95R section rail; M25 x 220 mm bolt, nut and washers",nr,0,0,79.75,0,79.75,1,79.75,0.0
5079,CLASS S: RAIL TRACK,04 SUPPLYING (STANDARD GAUGE TRACK),Fittings,"cast iron spacer block between running and guard rails; for BS113 'A' section rail; M25 x 220 mm bolt, nut and washers",nr,0,0,79.75,0,79.75,1,79.75,0.0
5081,CLASS S: RAIL TRACK,04 SUPPLYING (STANDARD GAUGE TRACK),"Prefabricated Turnouts; complete with closures, check rails, fittings, etc.",Type B8; BS 95R bullhead rail with timber bearers,nr,0,0,37214.61,0,37214.61,1,37214.61,0.0
5082,CLASS S: RAIL TRACK,04 SUPPLYING (STANDARD GAUGE TRACK),"Prefabricated Turnouts; complete with closures, check rails, fittings, etc.",Type C10; BS 95R bullhead rail with concrete bearers,nr,0,0,2924.01,0,2924.01,1,2924.01,0.0
5083,CLASS S: RAIL TRACK,04 SUPPLYING (STANDARD GAUGE TRACK),"Prefabricated Turnouts; complete with closures, check rails, fittings, etc.",Type C10; BS 95R bullhead rail with steel bearers,nr,0,0,2924.01,0,2924.01,1,2924.01,0.0
5084,CLASS S: RAIL TRACK,04 SUPPLYING (STANDARD GAUGE TRACK),"Prefabricated Turnouts; complete with closures, check rails, fittings, etc.",Type Bx8; BS 113 'A' section flat bottom rail with timber bearers,nr,0,0,24456.4,0,24456.4,1,24456.4,0.0
5085,CLASS S: RAIL TRACK,04 SUPPLYING (STANDARD GAUGE TRACK),"Prefabricated Turnouts; complete with closures, check rails, fittings, etc.",Type Cv9.25; BS 113 'A' section flat bottom rail with concrete bearers,nr,0,0,38802.86,0,38802.86,1,38802.86,0.0
5086,CLASS S: RAIL TRACK,04 SUPPLYING (STANDARD GAUGE TRACK),"Prefabricated Turnouts; complete with closures, check rails, fittings, etc.",Type Cv9.25; BS 113 'A' section flat bottom rail with sleeper bearers,nr,0,0,38802.86,0,38802.86,1,38802.86,0.0
5088,CLASS S: RAIL TRACK,04 SUPPLYING (STANDARD GAUGE TRACK),"Prefabricated Diamond crossings; complete with closures, check rails, fittings, timber sleepers","RT standard design, angle 1 in 4; BS95R bullhead rail",nr,0,0,163035.37,0,163035.37,1,163035.37,0.0
5089,CLASS S: RAIL TRACK,04 SUPPLYING (STANDARD GAUGE TRACK),"Prefabricated Diamond crossings; complete with closures, check rails, fittings, timber sleepers","RT standard design, angle 1 in 4; BS113 'A' section flat bottom rail",nr,0,0,177212.34,0,177212.34,1,177212.34,0.0
5091,CLASS S: RAIL TRACK,04 SUPPLYING (STANDARD GAUGE TRACK),Sundries,"buffer stops; single raker, steel rail and timber; 2 tonnes approximate weight",nr,0,0,19467.11,0,19467.11,1,19467.11,0.0
5092,CLASS S: RAIL TRACK,04 SUPPLYING (STANDARD GAUGE TRACK),Sundries,"buffer stops; double raker, steel rail and timber; 2.5 tonnes approximate weight",nr,0,0,21757.37,0,21757.37,1,21757.37,0.0
5093,CLASS S: RAIL TRACK,04 SUPPLYING (STANDARD GAUGE TRACK),Sundries,wheel stops; steel; 100 kg approximate weight,nr,0,0,916.1,0,916.1,1,916.1,0.0
5094,CLASS S: RAIL TRACK,04 SUPPLYING (STANDARD GAUGE TRACK),Sundries,lubricators; single rail,nr,0,0,1755.87,0,1755.87,1,1755.87,0.0
5095,CLASS S: RAIL TRACK,04 SUPPLYING (STANDARD GAUGE TRACK),Sundries,lubricators; double rail,nr,0,0,3435.39,0,3435.39,1,3435.39,0.0
5096,CLASS S: RAIL TRACK,04 SUPPLYING (STANDARD GAUGE TRACK),Sundries,switch heaters; single rail,nr,381.73,0,129.17,0,510.9,6,510.9,0.0
5097,CLASS S: RAIL TRACK,04 SUPPLYING (STANDARD GAUGE TRACK),Sundries,switch heater; double rail,nr,572.58,0,148.29,0,720.87,6,720.87,0.0
5098,CLASS S: RAIL TRACK,04 SUPPLYING (STANDARD GAUGE TRACK),Sundries,switch levers; upright pattern,nr,0,0,1168.03,0,1168.03,1,1168.03,0.0
5099,CLASS S: RAIL TRACK,04 SUPPLYING (STANDARD GAUGE TRACK),Sundries,switch levers; flush type,nr,0,0,1168.03,0,1168.03,1,1168.03,0.0
5100,CLASS S: RAIL TRACK,04 SUPPLYING (STANDARD GAUGE TRACK),Sundries,conductor rail guard boards,m,190.85,0,0,0,190.85,5,190.85,0.0
5103,CLASS S: RAIL TRACK,07 TRACK (SUPPLY & INSTALLATION),"Bullhead rails; BS11 Delivered in standard 18.288 m lengths; Jointed with fishplates; Softwood sleepers; BS95R section, 47 kg/m; for jointed track",plain track,m,71.56,611.19,670.1,0,1352.85,15,1352.87,-0.02
5104,CLASS S: RAIL TRACK,07 TRACK (SUPPLY & INSTALLATION),"Bullhead rails; BS11 Delivered in standard 18.288 m lengths; Jointed with fishplates; Softwood sleepers; BS95R section, 47 kg/m; for jointed track","form curve in plain track, radius ne 300 m",m,79.52,611.19,670.05,0,1360.76,15,1360.77,-0.01
5105,CLASS S: RAIL TRACK,07 TRACK (SUPPLY & INSTALLATION),"Bullhead rails; BS11 Delivered in standard 18.288 m lengths; Jointed with fishplates; Softwood sleepers; BS95R section, 47 kg/m; for jointed track","form curve in plain track, radius over 300 m",m,127.24,611.19,670.05,0,1408.48,15,1408.49,-0.01
5106,CLASS S: RAIL TRACK,07 TRACK (SUPPLY & INSTALLATION),"Bullhead rails; BS11 Delivered in standard 18.288 m lengths; Jointed with fishplates; Softwood sleepers; BS95R section, 47 kg/m; for jointed track",extra for curved rails to form super elevation; Radius over 600 mm,%,2.01,15.4,16.87,0,34.28,15,34.27,0.01
5108,CLASS S: RAIL TRACK,07 TRACK (SUPPLY & INSTALLATION),"Bullhead rails; BS11 Delivered in standard 18.288 m lengths; Jointed with fishplates; Concrete sleepers; BS95R section, 47 kg/m; for jointed track",plain track,m,63.62,611.19,753.43,0,1428.24,10,1428.24,0.0
5109,CLASS S: RAIL TRACK,07 TRACK (SUPPLY & INSTALLATION),"Bullhead rails; BS11 Delivered in standard 18.288 m lengths; Jointed with fishplates; Concrete sleepers; BS95R section, 47 kg/m; for jointed track","form curve in plain track, radius ne 300 m",m,79.52,611.19,753.43,0,1444.14,10,1444.15,-0.01
5110,CLASS S: RAIL TRACK,07 TRACK (SUPPLY & INSTALLATION),"Bullhead rails; BS11 Delivered in standard 18.288 m lengths; Jointed with fishplates; Concrete sleepers; BS95R section, 47 kg/m; for jointed track","form curve in plain track, radius over 300 m",m,87.48,611.19,753.43,0,1452.1,10,1452.1,0.0
5112,CLASS S: RAIL TRACK,07 TRACK (SUPPLY & INSTALLATION),Bullhead rails; jointed with fishplates; Concrete sleepers; BS95R 47 kg/m (continued),extra for curved rails to form super elevation; Radius over 600 mm,%,1.99,14.2,18.08,0,34.27,12,34.26,0.01
5114,CLASS S: RAIL TRACK,07 TRACK (SUPPLY & INSTALLATION),"Bullhead rails; BS11 Delivered in standard 18.288 m lengths; Welded joints; Softwood sleepers; BS95R section, 47 kg/m; for jointed track",plain track,m,63.62,611.19,650.74,0,1325.55,13,1325.55,0.0
5115,CLASS S: RAIL TRACK,07 TRACK (SUPPLY & INSTALLATION),"Bullhead rails; BS11 Delivered in standard 18.288 m lengths; Welded joints; Softwood sleepers; BS95R section, 47 kg/m; for jointed track","form curve in plain track, radius ne 300 m",m,63.62,611.19,650.74,0,1325.55,13,1325.55,0.0
5116,CLASS S: RAIL TRACK,07 TRACK (SUPPLY & INSTALLATION),"Bullhead rails; BS11 Delivered in standard 18.288 m lengths; Welded joints; Softwood sleepers; BS95R section, 47 kg/m; for jointed track","form curve in plain track, radius over 300 m",m,63.62,611.19,650.74,0,1325.55,13,1325.55,0.0
5117,CLASS S: RAIL TRACK,07 TRACK (SUPPLY & INSTALLATION),"Bullhead rails; BS11 Delivered in standard 18.288 m lengths; Welded joints; Softwood sleepers; BS95R section, 47 kg/m; for jointed track",extra for curved rails to form super elevation; Radius over 600 mm,%,1.65,15.76,16.78,0,34.19,13,34.19,0.0
5119,CLASS S: RAIL TRACK,07 TRACK (SUPPLY & INSTALLATION),"Bullhead rails; BS11 Delivered in standard 18.288 m lengths; Welded joints; Concrete sleepers; BS95R section, 47 kg/m; for jointed track",plain track,m,83.67,611.19,734.11,0,1428.97,8,1428.97,0.0
5120,CLASS S: RAIL TRACK,07 TRACK (SUPPLY & INSTALLATION),"Bullhead rails; BS11 Delivered in standard 18.288 m lengths; Welded joints; Concrete sleepers; BS95R section, 47 kg/m; for jointed track","form curve in plain track, radius ne 300 m",m,87.48,611.19,734.11,0,1432.78,8,1432.79,-0.01
5121,CLASS S: RAIL TRACK,07 TRACK (SUPPLY & INSTALLATION),"Bullhead rails; BS11 Delivered in standard 18.288 m lengths; Welded joints; Concrete sleepers; BS95R section, 47 kg/m; for jointed track","form curve in plain track, radius over 300 m",m,95.43,611.19,734.28,0,1440.9,8,1440.9,0.0
5122,CLASS S: RAIL TRACK,07 TRACK (SUPPLY & INSTALLATION),"Bullhead rails; BS11 Delivered in standard 18.288 m lengths; Welded joints; Concrete sleepers; BS95R section, 47 kg/m; for jointed track",extra for curved rails to form super elevation; Radius over 600 mm,%,2.09,14.63,17.58,0,34.3,8,34.29,0.01
5124,CLASS S: RAIL TRACK,07 TRACK (SUPPLY & INSTALLATION),"Flat bottom rails; BS11 Delivered in standard 18.288 m lengths; Jointed with fishplates; Softwood sleepers; BS 113 'A' section, 56 kg/m; for jointed track",plain track,m,63.62,611.19,694.0,0,1368.81,15,1368.82,-0.01
5125,CLASS S: RAIL TRACK,07 TRACK (SUPPLY & INSTALLATION),"Flat bottom rails; BS11 Delivered in standard 18.288 m lengths; Jointed with fishplates; Softwood sleepers; BS 113 'A' section, 56 kg/m; for jointed track","form curve in plain track, radius ne 300 m",m,71.56,611.19,713.51,0,1396.26,15,1396.27,-0.01
5126,CLASS S: RAIL TRACK,07 TRACK (SUPPLY & INSTALLATION),"Flat bottom rails; BS11 Delivered in standard 18.288 m lengths; Jointed with fishplates; Softwood sleepers; BS 113 'A' section, 56 kg/m; for jointed track","form curve in plain track, radius over 300 m",m,71.56,611.19,725.45,0,1408.2,15,1408.21,-0.01
5127,CLASS S: RAIL TRACK,07 TRACK (SUPPLY & INSTALLATION),"Flat bottom rails; BS11 Delivered in standard 18.288 m lengths; Jointed with fishplates; Softwood sleepers; BS 113 'A' section, 56 kg/m; for jointed track",extra for curved rails to form super elevation; Radius over 600 mm,%,1.75,14.98,17.48,0,34.21,15,34.2,0.01
5129,CLASS S: RAIL TRACK,07 TRACK (SUPPLY & INSTALLATION),"Flat bottom rails; BS11 Delivered in standard 18.288 m lengths; Jointed with fishplates; Concrete sleepers; BS 113 'A' section, 56 kg/m; for jointed track",plain track,m,63.62,611.19,777.38,0,1452.19,10,1452.19,0.0
5130,CLASS S: RAIL TRACK,07 TRACK (SUPPLY & INSTALLATION),"Flat bottom rails; BS11 Delivered in standard 18.288 m lengths; Jointed with fishplates; Concrete sleepers; BS 113 'A' section, 56 kg/m; for jointed track","form curve in plain track, radius ne 300 m",m,71.56,611.19,796.89,0,1479.64,10,1479.65,-0.01
5131,CLASS S: RAIL TRACK,07 TRACK (SUPPLY & INSTALLATION),"Flat bottom rails; BS11 Delivered in standard 18.288 m lengths; Jointed with fishplates; Concrete sleepers; BS 113 'A' section, 56 kg/m; for jointed track","form curve in plain track, radius over 300 m",m,71.56,611.19,808.83,0,1491.58,10,1491.59,-0.01
5132,CLASS S: RAIL TRACK,07 TRACK (SUPPLY & INSTALLATION),"Flat bottom rails; BS11 Delivered in standard 18.288 m lengths; Jointed with fishplates; Concrete sleepers; BS 113 'A' section, 56 kg/m; for jointed track",extra for curved rails to form super elevation; Radius over 600 mm,%,1.66,14.13,18.42,0,34.21,10,34.19,0.02
5134,CLASS S: RAIL TRACK,07 TRACK (SUPPLY & INSTALLATION),"Flat bottom rails; BS11 Delivered in standard 18.288 m lengths; Welded joints; Softwood sleepers; BS 113 'A' section, 56 kg/m; for jointed track",plain track,m,55.68,611.19,674.69,0,1341.56,13,1341.56,0.0
