Item ref,Class,Section,Sub-heading,Item,Unit,Labour EUR,Plant EUR,Material EUR,Sub-contract EUR,TOTAL COST EUR,WBS lines,Book-derived EUR,Variance EUR
124,CLASS B: GROUND INVESTIGATION,01 TRIAL PITS AND TRENCHES,"Trial holes measured by number; Excavating trial hole; plan size 1.0 x 2.0 m; supports, backfilling",ne 1.0 m deep,nr,50.99,104.77,0,0,155.76,10,155.75,0.01
125,CLASS B: GROUND INVESTIGATION,01 TRIAL PITS AND TRENCHES,"Trial holes measured by number; Excavating trial hole; plan size 1.0 x 2.0 m; supports, backfilling",1.0-2.0 m deep,nr,99.83,134.19,0,0,234.02,10,234.02,0.0
126,CLASS B: GROUND INVESTIGATION,01 TRIAL PITS AND TRENCHES,"Trial holes measured by number; Excavating trial hole; plan size 1.0 x 2.0 m; supports, backfilling",over 2.0 m deep,nr,112.59,163.86,0,0,276.45,10,276.43,0.02
128,CLASS B: GROUND INVESTIGATION,01 TRIAL PITS AND TRENCHES,"Trial holes measured by number; Excavating trial hole in rock or similar; plan size 1.0 x 2.0 m; supports, backfilling",ne 1.0 m deep,nr,59.49,112.75,0,0,172.24,10,172.23,0.01
129,CLASS B: GROUND INVESTIGATION,01 TRIAL PITS AND TRENCHES,"Trial holes measured by number; Excavating trial hole in rock or similar; plan size 1.0 x 2.0 m; supports, backfilling",1.0-2.0 m deep,nr,108.33,160.9,0,0,269.23,10,269.25,-0.02
130,CLASS B: GROUND INVESTIGATION,01 TRIAL PITS AND TRENCHES,"Trial holes measured by number; Excavating trial hole in rock or similar; plan size 1.0 x 2.0 m; supports, backfilling",over 2.0 m deep,nr,123.2,192.61,0,0,315.81,10,315.82,-0.01
132,CLASS B: GROUND INVESTIGATION,01 TRIAL PITS AND TRENCHES,"Trial holes measured by depth; Excavating trial hole; plan size 1.0 x 2.0 m; supports, backfilling",ne 1.0 m deep,m,50.99,106.87,0,0,157.86,10,157.86,0.0
134,CLASS B: GROUND INVESTIGATION,01 TRIAL PITS AND TRENCHES,"Trial holes measured by depth; Excavating trial hole; plan size 1.0 x 2.0 m; supports, backfilling (continued)",1.0-2.0 m deep,m,112.59,149.52,0,0,262.11,10,262.11,0.0
135,CLASS B: GROUND INVESTIGATION,01 TRIAL PITS AND TRENCHES,"Trial holes measured by depth; Excavating trial hole; plan size 1.0 x 2.0 m; supports, backfilling (continued)",2.0-3.0 m deep,m,125.33,158.21,0,0,283.54,10,283.54,0.0
136,CLASS B: GROUND INVESTIGATION,01 TRIAL PITS AND TRENCHES,"Trial holes measured by depth; Excavating trial hole; plan size 1.0 x 2.0 m; supports, backfilling (continued)",3.0-5.0 m deep,m,138.08,210.12,0,0,348.2,10,348.2,0.0
138,CLASS B: GROUND INVESTIGATION,01 TRIAL PITS AND TRENCHES,"Excavating trial hole in rock or similar; plan size 1.0 x 2.0 m; supports, backfilling",ne 1.0 m deep,m,626.67,719.78,0,0,1346.45,10,1346.45,0.0
139,CLASS B: GROUND INVESTIGATION,01 TRIAL PITS AND TRENCHES,"Excavating trial hole in rock or similar; plan size 1.0 x 2.0 m; supports, backfilling",1.0-2.0 m deep,m,775.36,1108.93,0,0,1884.29,10,1884.31,-0.02
140,CLASS B: GROUND INVESTIGATION,01 TRIAL PITS AND TRENCHES,"Excavating trial hole in rock or similar; plan size 1.0 x 2.0 m; supports, backfilling",2.0-3.0 m deep,m,839.09,1153.13,0,0,1992.22,10,1992.22,0.0
141,CLASS B: GROUND INVESTIGATION,01 TRIAL PITS AND TRENCHES,"Excavating trial hole in rock or similar; plan size 1.0 x 2.0 m; supports, backfilling",3.0-5.0 m deep,m,955.93,1233.83,0,0,2189.76,10,2189.77,-0.01
143,CLASS B: GROUND INVESTIGATION,01 TRIAL PITS AND TRENCHES,Sundries in trial holes,Removal of obstructions from trial holes irrespective of depth,hr,212.42,433.34,0,0,645.76,10,645.77,-0.01
144,CLASS B: GROUND INVESTIGATION,01 TRIAL PITS AND TRENCHES,Sundries in trial holes,Pumping; maximum depth 4.0 m minimum 750 litres per hour,hr,4.99,44.47,0,0,49.46,10,49.46,0.0
148,CLASS B: GROUND INVESTIGATION,02 LIGHT CABLE PERCUSSION BOREHOLES,General,Establishment of standard plant and equipment and removal on completion,item,0,0,0,22069.58,22069.58,1,22069.58,0.0
149,CLASS B: GROUND INVESTIGATION,02 LIGHT CABLE PERCUSSION BOREHOLES,General,Number; 150 mm nominal dia. at base,nr,0,0,0,115.09,115.09,1,115.09,0.0
151,CLASS B: GROUND INVESTIGATION,02 LIGHT CABLE PERCUSSION BOREHOLES,Depth; 150 mm nominal dia. of base,in holes of maximum depth not exceeding 5 m,m,0,0,0,46.03,46.03,1,46.03,0.0
152,CLASS B: GROUND INVESTIGATION,02 LIGHT CABLE PERCUSSION BOREHOLES,Depth; 150 mm nominal dia. of base,in holes of maximum depth 5-10 m,m,0,0,0,46.03,46.03,1,46.03,0.0
153,CLASS B: GROUND INVESTIGATION,02 LIGHT CABLE PERCUSSION BOREHOLES,Depth; 150 mm nominal dia. of base,in holes of maximum depth 10-20 m,m,0,0,0,57.54,57.54,1,57.54,0.0
154,CLASS B: GROUND INVESTIGATION,02 LIGHT CABLE PERCUSSION BOREHOLES,Depth; 150 mm nominal dia. of base,in holes of maximum depth 20-30 m,m,0,0,0,73.63,73.63,1,73.63,0.0
155,CLASS B: GROUND INVESTIGATION,02 LIGHT CABLE PERCUSSION BOREHOLES,Depth; 150 mm nominal dia. of base,Depth backfilled; imported pulverised fuel ash,m,0,0,0,11.91,11.91,1,11.91,0.0
156,CLASS B: GROUND INVESTIGATION,02 LIGHT CABLE PERCUSSION BOREHOLES,Depth; 150 mm nominal dia. of base,Depth backfilled; imported gravel,m,0,0,0,16.67,16.67,1,16.67,0.0
157,CLASS B: GROUND INVESTIGATION,02 LIGHT CABLE PERCUSSION BOREHOLES,Depth; 150 mm nominal dia. of base,Depth backfilled; bentonite grout,m,0,0,0,23.84,23.84,1,23.84,0.0
158,CLASS B: GROUND INVESTIGATION,02 LIGHT CABLE PERCUSSION BOREHOLES,Depth; 150 mm nominal dia. of base,Chiselling to prove rock or to penetrate obstructions,hour,0,0,0,115.11,115.11,1,115.11,0.0
159,CLASS B: GROUND INVESTIGATION,02 LIGHT CABLE PERCUSSION BOREHOLES,Depth; 150 mm nominal dia. of base,Standing time of rig and crew,hour,0,0,0,115.11,115.11,1,115.11,0.0
162,CLASS B: GROUND INVESTIGATION,03 ROTARY DRILLED BOREHOLES,,Establishment of standard plant and equipment and removal on completion,item,0,0,0,55173.94,55173.94,1,55173.94,0.0
163,CLASS B: GROUND INVESTIGATION,03 ROTARY DRILLED BOREHOLES,,Setting up at each borehole position,nr,0,0,0,23.01,23.01,1,23.01,0.0
165,CLASS B: GROUND INVESTIGATION,03 ROTARY DRILLED BOREHOLES,Depth without core recovery; nominal minimum core dia. 100 mm,ne 5.0 m deep,m,0,0,0,130.68,130.68,1,130.68,0.0
166,CLASS B: GROUND INVESTIGATION,03 ROTARY DRILLED BOREHOLES,Depth without core recovery; nominal minimum core dia. 100 mm,5-10 m deep,m,0,0,0,130.68,130.68,1,130.68,0.0
167,CLASS B: GROUND INVESTIGATION,03 ROTARY DRILLED BOREHOLES,Depth without core recovery; nominal minimum core dia. 100 mm,10-20 m deep,m,0,0,0,144.62,144.62,1,144.62,0.0
168,CLASS B: GROUND INVESTIGATION,03 ROTARY DRILLED BOREHOLES,Depth without core recovery; nominal minimum core dia. 100 mm,20-30 m deep,m,0,0,0,144.62,144.62,1,144.62,0.0
170,CLASS B: GROUND INVESTIGATION,03 ROTARY DRILLED BOREHOLES,Depth with core recovery; nominal minimum core dia. 75 mm,ne 5.0 m deep,m,0,0,0,214.32,214.32,1,214.32,0.0
171,CLASS B: GROUND INVESTIGATION,03 ROTARY DRILLED BOREHOLES,Depth with core recovery; nominal minimum core dia. 75 mm,5-10 m deep,m,0,0,0,216.06,216.06,1,216.06,0.0
172,CLASS B: GROUND INVESTIGATION,03 ROTARY DRILLED BOREHOLES,Depth with core recovery; nominal minimum core dia. 75 mm,10-20 m deep,m,0,0,0,252.65,252.65,1,252.65,0.0
173,CLASS B: GROUND INVESTIGATION,03 ROTARY DRILLED BOREHOLES,Depth with core recovery; nominal minimum core dia. 75 mm,20-30 m deep,m,0,0,0,345.0,345.0,1,345.0,0.0
174,CLASS B: GROUND INVESTIGATION,03 ROTARY DRILLED BOREHOLES,Depth with core recovery; nominal minimum core dia. 75 mm,Depth cased; semi-rigid plastic core barrel liner,m,0,0,0,20.91,20.91,1,20.91,0.0
177,CLASS B: GROUND INVESTIGATION,04 SAMPLES,General; From the surface or from trial pits and trenches,undisturbed soft material; minimum 200 mm cube,nr,0,0,0,37.43,37.43,1,37.43,0.0
178,CLASS B: GROUND INVESTIGATION,04 SAMPLES,General; From the surface or from trial pits and trenches,disturbed soft material; minimum 5 kg,nr,0,0,0,5.87,5.87,1,5.86,0.01
179,CLASS B: GROUND INVESTIGATION,04 SAMPLES,General; From the surface or from trial pits and trenches,rock; minimum 5 kg,nr,0,0,0,23.34,23.34,1,23.34,0.0
180,CLASS B: GROUND INVESTIGATION,04 SAMPLES,General; From the surface or from trial pits and trenches,groundwater; miniumum 1 l,nr,0,0,0,10.38,10.38,1,10.38,0.0
182,CLASS B: GROUND INVESTIGATION,04 SAMPLES,From boreholes,open tube; 100 mm dia. x 450 mm long,nr,0,0,0,36.88,36.88,1,36.88,0.0
183,CLASS B: GROUND INVESTIGATION,04 SAMPLES,From boreholes,disturbed; minimum 5 kg,nr,0,0,0,5.71,5.71,1,5.71,0.0
184,CLASS B: GROUND INVESTIGATION,04 SAMPLES,From boreholes,groundwater; minimum 1 l,nr,0,0,0,8.93,8.93,1,8.93,0.0
185,CLASS B: GROUND INVESTIGATION,04 SAMPLES,From boreholes,stationary piston,nr,0,0,0,9.09,9.09,1,9.09,0.0
186,CLASS B: GROUND INVESTIGATION,04 SAMPLES,From boreholes,Swedish foil,nr,0,0,0,57.6,57.6,1,57.6,0.0
187,CLASS B: GROUND INVESTIGATION,04 SAMPLES,From boreholes,Delft,nr,0,0,0,57.6,57.6,1,57.6,0.0
188,CLASS B: GROUND INVESTIGATION,04 SAMPLES,From boreholes,Bishop sand,nr,0,0,0,9.2,9.2,1,9.2,0.0
191,CLASS B: GROUND INVESTIGATION,06 INSTRUMENTAL OBSERVATIONS,General; Pressure head,standpipe; 75 mm dia. HDPE pipe,m,0,0,0,96.68,96.68,1,96.68,0.0
192,CLASS B: GROUND INVESTIGATION,06 INSTRUMENTAL OBSERVATIONS,General; Pressure head,piezometer,m,0,0,0,153.65,153.65,1,153.65,0.0
193,CLASS B: GROUND INVESTIGATION,06 INSTRUMENTAL OBSERVATIONS,General; Pressure head,install protective cover,nr,0,0,0,250.33,250.33,1,250.33,0.0
194,CLASS B: GROUND INVESTIGATION,06 INSTRUMENTAL OBSERVATIONS,General; Pressure head,readings,nr,0,0,0,103.58,103.58,1,103.58,0.0
197,CLASS B: GROUND INVESTIGATION,07 LABORATORY TESTS,General; Classification,moisture content,nr,0,0,0,9.73,9.73,1,9.73,0.0
198,CLASS B: GROUND INVESTIGATION,07 LABORATORY TESTS,General; Classification,specific gravity,nr,0,0,0,14.02,14.02,1,14.02,0.0
199,CLASS B: GROUND INVESTIGATION,07 LABORATORY TESTS,General; Classification,particle size analysis by sieve,nr,0,0,0,58.48,58.48,1,58.48,0.0
200,CLASS B: GROUND INVESTIGATION,07 LABORATORY TESTS,General; Classification,particle size analysis by pipette or hydrometer,nr,0,0,0,77.96,77.96,1,77.96,0.0
202,CLASS B: GROUND INVESTIGATION,07 LABORATORY TESTS,Chemical content,organic matter,nr,0,0,0,62.38,62.38,1,62.38,0.0
203,CLASS B: GROUND INVESTIGATION,07 LABORATORY TESTS,Chemical content,sulphate,nr,0,0,0,42.86,42.86,1,42.86,0.0
204,CLASS B: GROUND INVESTIGATION,07 LABORATORY TESTS,Chemical content,pH value,nr,0,0,0,13.65,13.65,1,13.65,0.0
205,CLASS B: GROUND INVESTIGATION,07 LABORATORY TESTS,Chemical content,contaminants; Comprehensive,nr,0,0,0,487.41,487.41,1,487.41,0.0
206,CLASS B: GROUND INVESTIGATION,07 LABORATORY TESTS,Chemical content,contaminants; Abbreviated,nr,0,0,0,341.16,341.16,1,341.16,0.0
207,CLASS B: GROUND INVESTIGATION,07 LABORATORY TESTS,Chemical content,"contaminants; Mini, Screening",nr,0,0,0,282.71,282.71,1,282.71,0.0
208,CLASS B: GROUND INVESTIGATION,07 LABORATORY TESTS,Chemical content,contaminants; nitrogen herbicides,nr,0,0,0,253.45,253.45,1,253.45,0.0
209,CLASS B: GROUND INVESTIGATION,07 LABORATORY TESTS,Chemical content,contaminants; organophosphorus pesticides,nr,0,0,0,214.45,214.45,1,214.45,0.0
210,CLASS B: GROUND INVESTIGATION,07 LABORATORY TESTS,Chemical content,contaminants; organochlorine pesticides,nr,0,0,0,214.45,214.45,1,214.45,0.0
212,CLASS B: GROUND INVESTIGATION,07 LABORATORY TESTS,Compaction,standard,nr,0,0,0,253.44,253.44,1,253.44,0.0
213,CLASS B: GROUND INVESTIGATION,07 LABORATORY TESTS,Compaction,heavy,nr,0,0,0,253.45,253.45,1,253.45,0.0
214,CLASS B: GROUND INVESTIGATION,07 LABORATORY TESTS,Compaction,vibratory,nr,0,0,0,282.71,282.71,1,282.71,0.0
216,CLASS B: GROUND INVESTIGATION,07 LABORATORY TESTS,Permeability,falling head,nr,0,0,0,116.98,116.98,1,116.99,-0.01
219,CLASS B: GROUND INVESTIGATION,07 LABORATORY TESTS,Soil strength (continued),quick undrained triaxial; set of three 38 mm dia. specimens,nr,0,0,0,58.48,58.48,1,58.48,0.0
220,CLASS B: GROUND INVESTIGATION,07 LABORATORY TESTS,Soil strength (continued),shear box; peak only; size of shearbox 100 x 100 mm,nr,0,0,0,73.1,73.1,1,73.1,0.0
221,CLASS B: GROUND INVESTIGATION,07 LABORATORY TESTS,Soil strength (continued),California bearing ratio; typical,nr,0,0,0,85.79,85.79,1,85.79,0.0
223,CLASS B: GROUND INVESTIGATION,07 LABORATORY TESTS,Rock strength,point load test; minimum 5 kg sample,nr,0,0,0,125.98,125.98,1,125.98,0.0
226,CLASS B: GROUND INVESTIGATION,08 PROFESSIONAL SERVICES,General,Technician,hr,0,0,0,80.26,80.26,1,80.26,0.0
227,CLASS B: GROUND INVESTIGATION,08 PROFESSIONAL SERVICES,General,Technician engineer,hr,0,0,0,110.1,110.1,1,110.1,0.0
229,CLASS B: GROUND INVESTIGATION,08 PROFESSIONAL SERVICES,Engineer or geologist,graduate,hr,0,0,0,110.1,110.1,1,110.1,0.0
230,CLASS B: GROUND INVESTIGATION,08 PROFESSIONAL SERVICES,Engineer or geologist,chartered,hr,0,0,0,136.52,136.52,1,136.52,0.0
231,CLASS B: GROUND INVESTIGATION,08 PROFESSIONAL SERVICES,Engineer or geologist,principal or consultant,hr,0,0,0,182.9,182.9,1,182.9,0.0
233,CLASS B: GROUND INVESTIGATION,08 PROFESSIONAL SERVICES,Visits to the Site,technician,nr,0,0,0,80.26,80.26,1,80.26,0.0
234,CLASS B: GROUND INVESTIGATION,08 PROFESSIONAL SERVICES,Visits to the Site,technician engineer/graduate engineer or geologist,nr,0,0,0,110.1,110.1,1,110.1,0.0
235,CLASS B: GROUND INVESTIGATION,08 PROFESSIONAL SERVICES,Visits to the Site,chartered engineer,nr,0,0,0,136.52,136.52,1,136.52,0.0
236,CLASS B: GROUND INVESTIGATION,08 PROFESSIONAL SERVICES,Visits to the Site,principal or consultant,nr,0,0,0,182.9,182.9,1,182.9,0.0
237,CLASS B: GROUND INVESTIGATION,08 PROFESSIONAL SERVICES,Visits to the Site,Overnight stays in connection with visits to the site technician,nr,0,0,0,153.42,153.42,1,153.42,0.0
238,CLASS B: GROUND INVESTIGATION,08 PROFESSIONAL SERVICES,Visits to the Site,technician engineer/graduate engineer or geologist,nr,0,0,0,152.71,152.71,1,152.71,0.0
239,CLASS B: GROUND INVESTIGATION,08 PROFESSIONAL SERVICES,Visits to the Site,chartered engineer/senior geologist,nr,0,0,0,198.89,198.89,1,198.89,0.0
240,CLASS B: GROUND INVESTIGATION,08 PROFESSIONAL SERVICES,Visits to the Site,principal or consultant,nr,0,0,0,198.89,198.89,1,198.89,0.0
245,CLASS C: GEOTECHNICAL AND OTHER SPECIALIST PROCESSES,01 DRILLING FOR GROUT HOLES,,Establishment of standard drilling plant and equipment and removal on completion,item,0,0,0,21114.28,21114.28,1,21114.28,0.0
246,CLASS C: GEOTECHNICAL AND OTHER SPECIALIST PROCESSES,01 DRILLING FOR GROUT HOLES,,Rate per hole,nr,0,0,0,211.14,211.14,1,211.14,0.0
247,CLASS C: GEOTECHNICAL AND OTHER SPECIALIST PROCESSES,01 DRILLING FOR GROUT HOLES,,Standing time,hour,0,0,0,460.46,460.46,1,460.46,0.0
248,CLASS C: GEOTECHNICAL AND OTHER SPECIALIST PROCESSES,01 DRILLING FOR GROUT HOLES,,Multiple water pressure tests,nr,0,0,0,14.09,14.09,1,14.09,0.0
250,CLASS C: GEOTECHNICAL AND OTHER SPECIALIST PROCESSES,01 DRILLING FOR GROUT HOLES,Drilling through material other than rock or artificial hard material; vertically downwards,depth ne 5 m,m,0,0,0,40.27,40.27,1,40.27,0.0
251,CLASS C: GEOTECHNICAL AND OTHER SPECIALIST PROCESSES,01 DRILLING FOR GROUT HOLES,Drilling through material other than rock or artificial hard material; vertically downwards,depth 5-10 m,m,0,0,0,46.62,46.62,1,46.62,0.0
252,CLASS C: GEOTECHNICAL AND OTHER SPECIALIST PROCESSES,01 DRILLING FOR GROUT HOLES,Drilling through material other than rock or artificial hard material; vertically downwards,depth 10-20 m,m,0,0,0,55.23,55.23,1,55.23,0.0
253,CLASS C: GEOTECHNICAL AND OTHER SPECIALIST PROCESSES,01 DRILLING FOR GROUT HOLES,Drilling through material other than rock or artificial hard material; vertically downwards,depth 20-30 m,m,0,0,0,67.56,67.56,1,67.56,0.0
255,CLASS C: GEOTECHNICAL AND OTHER SPECIALIST PROCESSES,01 DRILLING FOR GROUT HOLES,Downwards at an angle 0-45 deg to the vertical,depth ne 5 m,m,0,0,0,40.27,40.27,1,40.27,0.0
256,CLASS C: GEOTECHNICAL AND OTHER SPECIALIST PROCESSES,01 DRILLING FOR GROUT HOLES,Downwards at an angle 0-45 deg to the vertical,depth 5-10 m,m,0,0,0,46.62,46.62,1,46.62,0.0
257,CLASS C: GEOTECHNICAL AND OTHER SPECIALIST PROCESSES,01 DRILLING FOR GROUT HOLES,Downwards at an angle 0-45 deg to the vertical,depth 10-20 m,m,0,0,0,55.23,55.23,1,55.23,0.0
258,CLASS C: GEOTECHNICAL AND OTHER SPECIALIST PROCESSES,01 DRILLING FOR GROUT HOLES,Downwards at an angle 0-45 deg to the vertical,depth 20-30 m,m,0,0,0,67.56,67.56,1,67.56,0.0
260,CLASS C: GEOTECHNICAL AND OTHER SPECIALIST PROCESSES,01 DRILLING FOR GROUT HOLES,Horizontally or downwards at an angle less than 45 deg to the horizontal,depth ne 5 m,m,0,0,0,40.27,40.27,1,40.27,0.0
261,CLASS C: GEOTECHNICAL AND OTHER SPECIALIST PROCESSES,01 DRILLING FOR GROUT HOLES,Horizontally or downwards at an angle less than 45 deg to the horizontal,depth 5-10 m,m,0,0,0,46.62,46.62,1,46.62,0.0
262,CLASS C: GEOTECHNICAL AND OTHER SPECIALIST PROCESSES,01 DRILLING FOR GROUT HOLES,Horizontally or downwards at an angle less than 45 deg to the horizontal,depth 10-20 m,m,0,0,0,55.23,55.23,1,55.23,0.0
263,CLASS C: GEOTECHNICAL AND OTHER SPECIALIST PROCESSES,01 DRILLING FOR GROUT HOLES,Horizontally or downwards at an angle less than 45 deg to the horizontal,depth 20-30 m,m,0,0,0,67.56,67.56,1,67.56,0.0
265,CLASS C: GEOTECHNICAL AND OTHER SPECIALIST PROCESSES,01 DRILLING FOR GROUT HOLES,Upwards at an angle 0-45 deg to the horizontal,depth ne 5 m,m,0,0,0,66.33,66.33,1,66.33,0.0
266,CLASS C: GEOTECHNICAL AND OTHER SPECIALIST PROCESSES,01 DRILLING FOR GROUT HOLES,Upwards at an angle 0-45 deg to the horizontal,depth 5-10 m,m,0,0,0,80.68,80.68,1,80.68,0.0
267,CLASS C: GEOTECHNICAL AND OTHER SPECIALIST PROCESSES,01 DRILLING FOR GROUT HOLES,Upwards at an angle 0-45 deg to the horizontal,depth 10-20 m,m,0,0,0,86.05,86.05,1,86.05,0.0
268,CLASS C: GEOTECHNICAL AND OTHER SPECIALIST PROCESSES,01 DRILLING FOR GROUT HOLES,Upwards at an angle 0-45 deg to the horizontal,depth 20-30 m,m,0,0,0,91.8,91.8,1,91.8,0.0
270,CLASS C: GEOTECHNICAL AND OTHER SPECIALIST PROCESSES,01 DRILLING FOR GROUT HOLES,Upwards at an angle less than 45 deg to the vertical,depth ne 5 m,m,0,0,0,66.33,66.33,1,66.33,0.0
271,CLASS C: GEOTECHNICAL AND OTHER SPECIALIST PROCESSES,01 DRILLING FOR GROUT HOLES,Upwards at an angle less than 45 deg to the vertical,depth 5-10 m,m,0,0,0,80.68,80.68,1,80.68,0.0
272,CLASS C: GEOTECHNICAL AND OTHER SPECIALIST PROCESSES,01 DRILLING FOR GROUT HOLES,Upwards at an angle less than 45 deg to the vertical,depth 10-20 m,m,0,0,0,86.05,86.05,1,86.05,0.0
273,CLASS C: GEOTECHNICAL AND OTHER SPECIALIST PROCESSES,01 DRILLING FOR GROUT HOLES,Upwards at an angle less than 45 deg to the vertical,depth 20-30 m,m,0,0,0,91.8,91.8,1,91.8,0.0
275,CLASS C: GEOTECHNICAL AND OTHER SPECIALIST PROCESSES,01 DRILLING FOR GROUT HOLES,Drilling through rock or artificial hard material; vertically downwards,depth ne 5 m,m,0,0,0,43.12,43.12,1,43.12,0.0
276,CLASS C: GEOTECHNICAL AND OTHER SPECIALIST PROCESSES,01 DRILLING FOR GROUT HOLES,Drilling through rock or artificial hard material; vertically downwards,depth 5-10 m,m,0,0,0,52.94,52.94,1,52.94,0.0
277,CLASS C: GEOTECHNICAL AND OTHER SPECIALIST PROCESSES,01 DRILLING FOR GROUT HOLES,Drilling through rock or artificial hard material; vertically downwards,depth 10-20 m,m,0,0,0,64.42,64.42,1,64.42,0.0
278,CLASS C: GEOTECHNICAL AND OTHER SPECIALIST PROCESSES,01 DRILLING FOR GROUT HOLES,Drilling through rock or artificial hard material; vertically downwards,depth 20-30 m,m,0,0,0,80.53,80.53,1,80.53,0.0
280,CLASS C: GEOTECHNICAL AND OTHER SPECIALIST PROCESSES,01 DRILLING FOR GROUT HOLES,Drilling through rock or artificial hard material; downwards at an angle 0-45 deg to the vertical,depth ne 5 m,m,0,0,0,43.12,43.12,1,43.12,0.0
281,CLASS C: GEOTECHNICAL AND OTHER SPECIALIST PROCESSES,01 DRILLING FOR GROUT HOLES,Drilling through rock or artificial hard material; downwards at an angle 0-45 deg to the vertical,depth 5-10 m,m,0,0,0,52.94,52.94,1,52.94,0.0
282,CLASS C: GEOTECHNICAL AND OTHER SPECIALIST PROCESSES,01 DRILLING FOR GROUT HOLES,Drilling through rock or artificial hard material; downwards at an angle 0-45 deg to the vertical,depth 10-20 m,m,0,0,0,64.42,64.42,1,64.42,0.0
283,CLASS C: GEOTECHNICAL AND OTHER SPECIALIST PROCESSES,01 DRILLING FOR GROUT HOLES,Drilling through rock or artificial hard material; downwards at an angle 0-45 deg to the vertical,depth 20-30 m,m,0,0,0,80.53,80.53,1,80.53,0.0
285,CLASS C: GEOTECHNICAL AND OTHER SPECIALIST PROCESSES,01 DRILLING FOR GROUT HOLES,Drilling through rock or artificial hard material; horizontally or downwards at an angle less than 45 deg to the horizontal,depth ne 5 m,m,0,0,0,43.12,43.12,1,43.12,0.0
286,CLASS C: GEOTECHNICAL AND OTHER SPECIALIST PROCESSES,01 DRILLING FOR GROUT HOLES,Drilling through rock or artificial hard material; horizontally or downwards at an angle less than 45 deg to the horizontal,depth 5-10 m,m,0,0,0,52.94,52.94,1,52.94,0.0
287,CLASS C: GEOTECHNICAL AND OTHER SPECIALIST PROCESSES,01 DRILLING FOR GROUT HOLES,Drilling through rock or artificial hard material; horizontally or downwards at an angle less than 45 deg to the horizontal,depth 10-20 m,m,0,0,0,64.42,64.42,1,64.42,0.0
288,CLASS C: GEOTECHNICAL AND OTHER SPECIALIST PROCESSES,01 DRILLING FOR GROUT HOLES,Drilling through rock or artificial hard material; horizontally or downwards at an angle less than 45 deg to the horizontal,depth 20-30 m,m,0,0,0,80.53,80.53,1,80.53,0.0
290,CLASS C: GEOTECHNICAL AND OTHER SPECIALIST PROCESSES,01 DRILLING FOR GROUT HOLES,Drilling through rock or artificial hard material; upwards at an angle 0-45 deg to the horizontal,depth ne 5 m,m,0,0,0,48.41,48.41,1,48.41,0.0
291,CLASS C: GEOTECHNICAL AND OTHER SPECIALIST PROCESSES,01 DRILLING FOR GROUT HOLES,Drilling through rock or artificial hard material; upwards at an angle 0-45 deg to the horizontal,depth 5-10 m,m,0,0,0,91.8,91.8,1,91.8,0.0
292,CLASS C: GEOTECHNICAL AND OTHER SPECIALIST PROCESSES,01 DRILLING FOR GROUT HOLES,Drilling through rock or artificial hard material; upwards at an angle 0-45 deg to the horizontal,depth 10-20 m,m,0,0,0,104.34,104.34,1,104.34,0.0
293,CLASS C: GEOTECHNICAL AND OTHER SPECIALIST PROCESSES,01 DRILLING FOR GROUT HOLES,Drilling through rock or artificial hard material; upwards at an angle 0-45 deg to the horizontal,depth 20-30 m,m,0,0,0,117.08,117.08,1,117.08,0.0
296,CLASS C: GEOTECHNICAL AND OTHER SPECIALIST PROCESSES,01 DRILLING FOR GROUT HOLES,Drilling through rock or artificial hard material; upwards at an angle less than 45 deg to the horizontal (continued),depth ne 5 m,m,0,0,0,48.41,48.41,1,48.41,0.0
297,CLASS C: GEOTECHNICAL AND OTHER SPECIALIST PROCESSES,01 DRILLING FOR GROUT HOLES,Drilling through rock or artificial hard material; upwards at an angle less than 45 deg to the horizontal (continued),depth 5-10 m,m,0,0,0,91.8,91.8,1,91.8,0.0
298,CLASS C: GEOTECHNICAL AND OTHER SPECIALIST PROCESSES,01 DRILLING FOR GROUT HOLES,Drilling through rock or artificial hard material; upwards at an angle less than 45 deg to the horizontal (continued),depth 10-20 m,m,0,0,0,104.34,104.34,1,104.34,0.0
299,CLASS C: GEOTECHNICAL AND OTHER SPECIALIST PROCESSES,01 DRILLING FOR GROUT HOLES,Drilling through rock or artificial hard material; upwards at an angle less than 45 deg to the horizontal (continued),depth 20-30 m,m,0,0,0,117.08,117.08,1,117.08,0.0
303,CLASS C: GEOTECHNICAL AND OTHER SPECIALIST PROCESSES,04 GROUT MATERIALS AND INJECTION,Materials,ordinary portland cement,t,0,0,0,262.73,262.73,1,262.73,0.0
304,CLASS C: GEOTECHNICAL AND OTHER SPECIALIST PROCESSES,04 GROUT MATERIALS AND INJECTION,Materials,sulphate-resistant cement,t,0,0,0,267.51,267.51,1,267.51,0.0
305,CLASS C: GEOTECHNICAL AND OTHER SPECIALIST PROCESSES,04 GROUT MATERIALS AND INJECTION,Materials,cement grout,t,0,0,0,388.36,388.36,1,388.36,0.0
306,CLASS C: GEOTECHNICAL AND OTHER SPECIALIST PROCESSES,04 GROUT MATERIALS AND INJECTION,Materials,pulverised fuel ash,t,0,0,0,37.66,37.66,1,37.66,0.0
307,CLASS C: GEOTECHNICAL AND OTHER SPECIALIST PROCESSES,04 GROUT MATERIALS AND INJECTION,Materials,sand,t,0,0,0,49.39,49.39,1,49.39,0.0
